precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
1.350 €/mes;Piso en San Adrian Etorbidea;/alquilar/piso-iralabarri48003-43422788133_109300/;Iralabarri (Distrito Errekalde. Bilbao);4 habs.;2 baños;95 m²;Estudiantes, alquiler de piso en san adrián.  Cerca de parada autobús a la upv. Vivienda de 4 habitaciones exteriores y luminosas,...;43.2492718;-2.934434;;vizcaya_bizkaia
1.950 €/mes;Piso en Zabalburu-Diputación;/alquilar/piso-iralabarri48003-38423021840_109300/;Iralabarri (Distrito Errekalde. Bilbao);4 habs.;2 baños;90 m²;Alquiler a estudiantes, empresas, trabajadores, por temporada. Vivienda a estrenar en el centro de bilbao. Junto a las paradas de ...;43.2543486;-2.9335905;;vizcaya_bizkaia
1.200 €/mes;Piso en Centro;/alquilar/piso-berango_centro_urbano-42524166154_109300/;Berango;2 habs.;2 baños;60 m²;"La vivienda consta de&nbsp; dos dormitorios, dos baños completos con plato de ducha y mampara y salón-comedor-cocina.
La cocina es...";43.3617725;-2.9950802;;vizcaya_bizkaia
2.300 €/mes;Piso en Abandoibarra-Guggenheim;/alquilar/piso-abando_ensanche48008-43431048370_109300/;Abando Ensanche (Distrito Abando. Bilbao);5 habs.;2 baños;150 m²;Estudiantes!! Disponible próximo curso. Estupendo piso en abando. La vivienda es muy amplia y se distribuye en hall, salón comedor...;43.2597207;-2.930089;;vizcaya_bizkaia
1.200 €/mes;Piso en Gernika Lorategia, 75;/alquilar/piso-miribilla-45893054097_101800/;Miribilla (Distrito Ibaiondo. Bilbao);3 habs.;2 baños;80 m²;"Alquiler de precioso piso exterior total en miribilla.

Consta de hall de entrada, salon -comedor amplio, 3 habitaciones, 2 baños ...";43.2505;-2.92845;6ª planta;vizcaya_bizkaia
1.300 €/mes;Piso en Paseo del Puerto;/alquilar/piso-neguri_aiboa48992-45874838284_100500/;Neguri-Aiboa (Getxo);2 habs.;2 baños;78 m²;¡Exclusiva vivienda totalmente reformada! , ubicada en una zona tranquila y próxima a la estación del metro y al parque de neguri,...;43.3395919;-3.0038015;;vizcaya_bizkaia
1.800 €/mes;Piso en Deusto;/alquilar/piso-doneperiaga_deustuibarra_san_pedro_la_ribera48014-45013806013_106000/;Doneperiaga-Deustuibarra San Pedro-La Ribera (Distrito Deustu. Bilbao);4 habs.;2 baños;98 m²;Erlantz inmobiliaria os presenta en alquiler exclusivamente solo para estudiantes de la universidad de deusto este maravillosos pi...;43.271499439;-2.942045141;1ª planta;vizcaya_bizkaia
850 €/mes;Piso en calle de Juan de Antxeta;/alquilar/piso-san_ignazio_elorrieta48015-45932459161_102200/;San Ignazio-Elorrieta (Distrito Deustu. Bilbao);2 habs.;1 baño;69 m²;"Vivienda en alquiler larga duración .

Imprescindible contrato laboral y solvencia demostrable !!

Alquiler solo parejas 

Con una...";43.2791424;-2.9580241;5ª planta;vizcaya_bizkaia
1.400 €/mes;Piso en calle de Artatza;/alquilar/piso-leioa_centro_urbano-39200469600_100500/;Leioa;2 habs.;2 baños;87 m²;Exclusiva. Vivienda de reciente construcción en la mejor zona de artaza. Muy buenas calidades y muchisima luz. Disponible a partir...;43.334487779;-2.998569403;2ª planta;vizcaya_bizkaia
1.200 €/mes;Piso en Zabalburu-Diputación;/alquilar/piso-zabala48003-35837574453_109300/;Zabala (Distrito Ibaiondo. Bilbao);3 habs.;1 baño;70 m²;Alquiler de piso por temporadas, ideal estudiantes, trabajadores, temporadas cortas. Vivienda totalmente reformada y equipada. La ...;43.2523172;-2.934352;;vizcaya_bizkaia
3.000 €/mes;Piso en Plaza de Euskadi;/alquilar/piso-abandoibarra_guggenheim48009-45891664850_101800/;Abandoibarra-Guggenheim (Distrito Abando. Bilbao);3 habs.;3 baños;142 m²;"Inmobiliaria campuzano alquila piso de lujo en una de las zonas más emblemáticas de bilbao, en la plaza euskadi.
Distribuido en tr...";43.2674297;-2.9374617;1ª planta;vizcaya_bizkaia
1.600 €/mes;Piso en Recalde Zumarkalea, 77;/alquilar/piso-indautxu-27502753393_997423/;Indautxu (Bilbao);3 habs.;1 baño;85 m²;Amplio piso exterior de 80 m² distribuido en salón-comedor, 3 habitaciones, cocina y baño con ducha. Muy soleado por tener orienta...;43.25696190293551;-2.923459294332888;5ª planta;vizcaya_bizkaia
1.300 €/mes;Piso en calle de Antonio Epalza;/alquilar/piso-etxebarri-45888663155_100500/;Etxebarri;2 habs.;2 baños;82 m²;Vivienda muy céntrica cercana al metro y a la zona comercial del pueblo, con dos habitaciones, dos baños, cocina con tendedero y a...;43.245987;-2.8949113;5ª planta;vizcaya_bizkaia
