precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
3.234€;Bright Palacio 2BR, nr Shops & Nightlife;https://rd.clk.thribee.com/id.C1ex9KNNT/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.1/;28005, Comunidad de Madrid;3  habitaciones;2  baños;85  m²;The Centro district in the heart of Madrid is just a few minutes walk from some of the city’s best nightlife, history and museums. Centro is...;Hace 10 h 26 minutos;Rentola;Madrid
1.200€;Madrid 28013 1ES77762-;https://rd.clk.thribee.com/id.Cc1dQiP15m/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.1/;28013, Comunidad de Madrid;-;-;-;...Esta casa se encuentra en Madrid Madrid 28013. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 1200...;Hace 4 días;Listanza;Madrid
3.138€;Madrid 1ES79581-;https://rd.clk.thribee.com/id.J1c1r_sr1ji/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.2/;Comunidad de Madrid;-;1 baños;-;...Esta casa se encuentra en Madrid Madrid. Tiene 0 dormitorio, 1 baño. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 3138...;Hace 4 días;Listanza;Madrid
1.325€;Homely 2-bedroom apartment near Delicias metro station;https://rd.clk.thribee.com/id.0b31MEdD1f/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.2/;28045, Comunidad de Madrid;2  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 10 h 26 minutos;Rentola;Madrid
780€;Snug single bedroom near Ventura Rodríguez metro station;https://rd.clk.thribee.com/id.1B1hCN1t17k1-/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.3/;28008, Comunidad de Madrid;6  habitaciones;2  baños;-;Prezado hóspede, observe que você deverá pagar uma taxa de 225 euros antes do check-in e 225 euros pelos custos de limpeza no final do contrato....;Hace 10 h 26 minutos;Rentola;Madrid
2.033€;Bright 2-bedroom apartment;https://rd.clk.thribee.com/id.1C1161V1vP1vh/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.4/;28014, Comunidad de Madrid;3  habitaciones;1  baños;70  m²;The Barrio de las Letras in Madrid is in the heart of the city, so if you're on a short break and have a few days to go sightseeing, don't...;Hace 10 h 26 minutos;Rentola;Madrid
522€;Cosy single room with bike parking;https://rd.clk.thribee.com/id.1Tq1p1Ss1kQ/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.5/;28015, Comunidad de Madrid;3  habitaciones;1  baños;-;Single room in a shared apartment, composed by 5 bedrooms and 1 bathroom. Of about 0 sqm with a single bed and a work station. With bike parking,...;Hace 10 h 26 minutos;Rentola;Madrid
1.420€;Amazing 3-bedroom apartment in El Viso;https://rd.clk.thribee.com/id.1A1A1Gy81r1oi/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.6/;28006, Comunidad de Madrid;3  habitaciones;1  baños;-;It is a three-bedroom apartment and has a bathroom, a small dining area and kitchen equipped with an oven, microwave, dishes and a washing machin...;Hace 10 h 26 minutos;Rentola;Madrid
680€;Great double bedroom in 7-bedroom apartment;https://rd.clk.thribee.com/id.1mP1-xh1t1hG/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.7/;28012, Comunidad de Madrid;7  habitaciones;2  baños;-;...August. Price of the rent will vary from September onwards. Please ask to the landlord for confirmation on the price. Are you coming to Madrid...;Hace 10 h 26 minutos;Rentola;Madrid
770€;Single room in shared apartment in residence;https://rd.clk.thribee.com/id.1p1f1FT1Ywuq/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.5719trovit-web-6b8f4f4cc8-jmqlr66a89648a50ca/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Madrid/type.2/page.57/cookieid.102011166a89648a49e88.97629424/pos.8/;28904, Getafe, Comunidad de Madrid;1  habitaciones;1  baños;-;We are located on Calle Alcalde Ángel Arroyo de Getafe, a wonderful area of Madrid, as it is outside the hubbub of the big city, but very...;Hace 10 h 26 minutos;Rentola;Madrid
