precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;raw_json;CCAA
420.100 €;Piso en Carrer de Vallseca;/comprar/piso-can_mates_volpelleres08195-42588316936_109700/;Can Mates-Volpelleres (Sant Cugat del Vallès);2 habs.;2 baños;62 m²;;Piso en una finca de obra nueva de 62 m² de superficie construida y emplazado en la zona de sant cugat del vallès. Está dispuesto ...;41.4707268;2.0619373;;barcelona
186.000 €;Piso en San Luis;/comprar/piso-palafolls_centro_urbano-682232204_169200/;Palafolls;3 habs.;1 baño;100 m²;Bajo;Superf. 80 m²,  3 habitaciones 2 dobles,  1 individual,  1 baño, cocina, lavadero, comedor ,con salida a terraza, terraza 20 m, su...;41.659978071;2.748713139;;barcelona
220.000 €;Piso en Canaletes-Turonet;/comprar/piso-canaletes_turonet-45091683588_100200/;Canaletes-Turonet (Cerdanyola del Vallès);4 habs.;;91 m²;;Presentamos este magnífico piso de 136 m², ubicado en una finca del año 1996 con ascensor, que combina comodidad y funcionalidad e...;41.483652;2.1513984;;barcelona
123.000 €;Piso en Plaça de la Llibertat;/comprar/piso-congost_can_gili08403-44242978153_100500/;Congost-Can Gili (Granollers);3 habs.;1 baño;71 m²;4ª planta;Piso de 3 habitaciones, comedor salida a balcón, cocina de roble, baño completo, acabados con suelo de gres, carpintería interior ...;41.6137394;2.2801238;;barcelona
255.000 €;Piso en Can Roca;/comprar/piso-poble_nou_zona_olimpica08225-45061196693_100500/;Poble Nou-Zona Olímpica (Distrito Sant Pere-Zona Esportiva. Terrassa);3 habs.;2 baños;101 m²;2ª planta;Rubio serveis immobiliaris  presenta en exclusiva este maravilloso piso de 101 m² en can roca, ideal para familias que buscan un ...;41.5799109;2.0154116;;barcelona
240.000 €;Piso en Camí Fondo;/comprar/piso-martorell_centro_urbano-44180361020_100500/;Martorell;3 habs.;2 baños;113 m²;2ª planta;"Gran piso en martorell con parking y piscina comunitaria

Habitat catalunya tiene el placer de presentarte este amplio piso ubicad...";41.4757999;1.9162714;;barcelona
399.000 €;Chalet en Castellar del Vallès;/comprar/chalet-castellar_del_valles_centro_urbano-41697603017_108500/;Castellar del Vallès;4 habs.;2 baños;273 m²;;"Gestillar vallés te ofrece:. 
Casa en sant feliu del racó, castellar del vallès. 
Tiene una superficie de 273 m²  distribuida en 2...";41.623000398;2.061582652;;barcelona
353.000 €;Piso en calle de L'any Dels Negats,  9;/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-4551733745_109700/;Barri de Mar-Ribes Roges-Plaça de la Sardana (Vilanova i la Geltrú);3 habs.;2 baños;85 m²;1ª planta;1º D. Piso en un inmueble de obra nueva de 85 m2 de superficie construida y situado en la zona de Vilanova i la Geltrú, acomodado en planta 1. Está estructurado en 3 habitaciones, 2 baños completos y terraza de 50 m2. Aporta como extras ascensor, garaje y trastero.;41,214899223;1,719771117;;barcelona
135.000 €;Ático en Carrer de l'Hortènsia;/comprar/atico-esplugues_de_llobregat_centro_urbano08950-45047525659_525021/;Esplugues de Llobregat;3 habs.;1 baño;65 m²;;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.3711218;2.0986418;;barcelona
249.900 €;Piso en Avinguda de Rafael Casanova;/comprar/piso-collegis_nous-45032492271_100500/;Col·legis Nous (Mollet del Vallès);4 habs.;1 baño;93 m²;1ª planta;"Espectacular piso en el centro con vistas al parque can mulà.
Vivienda en finca de 4 vecinos.
Este piso exclusivo de 93 m² constru...";41.537820052;2.210258152;;barcelona
175.000 €;Piso en Carrer de Picalquers;/comprar/piso-el_raval08001-44197024667_100500/;El Raval (Distrito Ciutat Vella. Barcelona Capital);3 habs.;;63 m²;5ª planta;"Vivienda exterior muy luminosa para entrar a vivir en una quinta planta real.

 Tu día a día y el de tus seres queridos puede camb...";41.3805886;2.1683411;;barcelona
119.000 €;Piso en Centro;/comprar/piso-olesa_de_montserrat_centro_urbano-40068589782_100500/;Olesa de Montserrat;4 habs.;1 baño;74 m²;Bajo;"Planta baja distribuida en 4 habitaciones, 1 baño, cocina, comedor y pequeño lavadero.
Municipio que dispone de todos los servicio...";41.539928145;1.894082487;;barcelona
200.000 €;Piso en Carrer de l'Hortal;/comprar/piso-el_guinardo-45061760612_525021/;El Guinardó (Distrito Horta-Guinardó. Barcelona Capital);3 habs.;1 baño;63 m²;2ª planta;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.4220576;2.1525829;;barcelona
235.000 €;Piso en calle;/comprar/piso-el_poble_sec08004-44191933723_107700/;El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital);2 habs.;1 baño;59 m²;;"Perfecto para familias. 
Este encantador piso cuenta con una superficie de 50 m² construidos,  distribuidos en 2 habitaciones, sal...";41.3721964;2.155954;;barcelona
231.000 €;Dúplex en Palafolls;/comprar/duplex-palafolls_centro_urbano-92889924055_169200/;Palafolls;3 habs.;2 baños;170 m²;Bajo;3 habitaciones (2 dobles,  1 individual),  2 baños, cocina, lavadero, comedor, terraza (2), suelos gres, garaje, ascensor, armario...;41.6682454;2.7491174;;barcelona
374.000 €;Piso en Carrer de Sant Antoni Maria Claret;/comprar/piso-esplugues_de_llobregat_centro_urbano08950-30863925971_109700/;Esplugues de Llobregat;3 habs.;2 baños;70 m²;;Piso en una finca de obra nueva de 70 m² de superficie construida y emplazado en la zona de esplugues de llobregat. Está dispuesto...;41.369944;2.0851864;;barcelona
222.000 €;Piso en calle calle Frederic Mistral 1 Bis, nº 1 Bis;/comprar/piso-la_serra_en_camero08206-40031633617_108700/;La Serra d'en Cameró (Distrito Can Feu-La Serra d'en Cameró. Sabadell);3 habs.;1 baño;82 m²;;"Serra d’en camaró (sabadell)
Iad y patricia rodríguez les presentan esta vivienda de obra nueva, en el barrio de la serra d’en cam...";41.5476;2.09145;;barcelona
179.680 €;Piso en Carrer de l'Ave Maria;/comprar/piso-esplugues_de_llobregat_centro_urbano08950-45055931250_100500/;Esplugues de Llobregat;3 habs.;1 baño;50 m²;Bajo;¡Un lujo en plena ciudad! Les presentamos esta fantástica vivienda de 55m²construidos, más una gran terraza, situada en la calle a...;41.3695577;2.0985859;;barcelona
895.000 €;Piso en Carrer de La Boqueria, 1;/comprar/piso-el_barri_gotic08002-4491083826_109700/;El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital);2 habs.;2 baños;141 m²;3ª planta;3º a. Piso en una finca de obra nueva de 141 m² de superficie construida y emplazado en la zona de barcelona capital, posicionado ...;41.3813108;2.173618;;barcelona
318.000 €;Piso en Parcelas 42, 43, 44;/comprar/piso-la_torre_roja_camprecios_grup_sant_jordi-43395883220_109700/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);3 habs.;2 baños;117 m²;;Piso en un edificio de obra nueva de 117 m² de superficie construida y ubicado en la zona de viladecans, con orientación suroeste....;41.324046;2.021818;;barcelona
189.000 €;Piso en L'Eixample Centre-Barri Antic;/comprar/piso-eixample_centre_barri_antic-37557524142_100200/;L'Eixample Centre-Barri Antic (Viladecans);4 habs.;1 baño;90 m²;;Nova viladecans tiene el placer de ofrecerles este excelente ático totalmente exterior con ascensor de 90m² construidos de los cua...;41.3192412;2.0130322;;barcelona
258.500 €;Piso en Carrer Arcadi I Casanovas y Eix 2;/comprar/piso-martorell_centro_urbano-45058607965_109700/;Martorell;3 habs.;2 baños;103 m²;;Piso en un edificio de obra nueva de 103 m² de superficie construida y ubicado en la zona de martorell, con orientación norte. Est...;41.482161;1.911153;;barcelona
315.000 €;Piso en Centre;/comprar/piso-eixample_centre_barri_antic-44220595882_100500/;L'Eixample Centre-Barri Antic (Viladecans);4 habs.;2 baños;103 m²;2ª planta;"¡Oportunidad única en el corazón de la ciudad!

Este espectacular piso en venta ofrece 4 amplias habitaciones y 2 baños completos,...";41.320494482;2.011763137;;barcelona
269.000 €;Piso en Carrer de la Portaferrissa;/comprar/piso-el_barri_gotic08002-45091560992_990014/;El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital);1 hab.;1 baño;48 m²;Principal;"""¡Oportunidad única en el corazón de barcelona!

Descubre este encantador piso tipo loft dúplex en venta, ubicado en la emblemátic...";41.3838139;2.1737963;;barcelona
293.552 €;Piso en Barri Sales;/comprar/piso-la_torre_roja_camprecios_grup_sant_jordi-44260214522_100500/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);3 habs.;2 baños;97 m²;2ª planta;¡No te pierdas esta increíble oportunidad! Se vende una espaciosa vivienda con 3 habitaciones y 2 baños,  salón comedor muy amplio...;41.3186575;2.0263252;;barcelona
238.500 €;Casa adosada en Palafolls;/comprar/casa_adosada-palafolls_centro_urbano-12535907610_501419/;Palafolls;5 habs.;2 baños;172 m²;;"Palafolls (zona santa maría) casa adosada 4 dormitorios en venta.

Acogedora finca lista para entrar vivir, a pocos minutos pasean...";41.67435526024791;2.751449883729682;;barcelona
450.000 €;Ático en calle calle de Laigua 122, nº 122;/comprar/atico-sant_joan_moli_de_vent-44236397485_108700/;Sant Joan-Molí de Vent (Vilanova i la Geltrú);3 habs.;2 baños;110 m²;;"Exclusivo
Descubra este magnífico apartamento atico dúplex, moderno y contemporáneo, idealmente ubicado en el centro de vilanova. ...";41.2244;1.71882;;barcelona
695.000 €;Piso en Carrer de Santaló;/comprar/piso-sant_gervasi_galvany08021-41676822223_100500/;Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital);5 habs.;2 baños;153 m²;2ª planta;Una joya en pleno corazón  de galvany. Finca clásica, techos altos, a la calle y a patio de manzana. Todos los elementos originale...;41.395053592;2.146510376;;barcelona
225.000 €;Piso en Carrer del Cadí;/comprar/piso-polinya_centro_urbano-35072341613_516629/;Polinyà;4 habs.;2 baños;105 m²;1ª planta;"Piso en venta. Tiene una superficie de 105 m². 
Consta de recibidor, salón comedor con salida a balcón, amplia cocina con salida a...";41.556562483;2.155942129;;barcelona
169.000 €;Ático en Carrer de Marcel·lí Esquius;/comprar/atico-pubilla_cases-45085173028_525021/;Pubilla Cases (L'Hospitalet de Llobregat);3 habs.;1 baño;60 m²;;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.3700684;2.0995642;;barcelona
375.000 €;Casa en Taradell;/comprar/casa-taradell_centro_urbano-39256820966_253600/;Taradell;3 habs.;3 baños;303 m²;;Espectacular casa entremitjeres de 303 m² construïts situada al barri de castellets, zona molt tranquil·la, envoltada de zones ver...;41.8638;2.28344;;barcelona
829.000 €;Piso en Carrer de Sardenya;/comprar/piso-la_sagrada_familia08025-4234852595_109700/;La Sagrada Família (Distrito Eixample. Barcelona Capital);3 habs.;2 baños;114 m²;;Piso en una finca de obra nueva de 114 m² de superficie construida y emplazado en la zona de barcelona capital. Está dispuesto en ...;41.4045106;2.1716653;;barcelona
245.000 €;Casa adosada en Palafolls;/comprar/casa_adosada-palafolls_centro_urbano-39198321325_501419/;Palafolls;4 habs.;3 baños;180 m²;;"Palafolls (zona san luis) casa adosada con más de 180m² distribuidos en 3 plantas:

Planta baja (acceso): recibidor, garaje 41m² a...";41.662186392;2.750773273;;barcelona
2.450.000 €;Piso en Carrer de Provença;/comprar/piso-la_dreta_de_eixample08008-4183988916_109700/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);3 habs.;3 baños;243 m²;;Piso en una finca de obra nueva de 243 m² de superficie construida y emplazado en la zona de barcelona capital. Está dispuesto en ...;41.392457567;2.158513377;;barcelona
445.000 €;Casa en Ginesteres;/comprar/casa-argentona_centro_urbano-28354646263_525175/;Argentona;4 habs.;3 baños;330 m²;;Argos estudi immobiliari les ofrece este chalet independiente con vivienda en 2 cómodas plantas, gran parcela, garaje y piscina en...;41.569022032;2.379467235;;barcelona
