precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
1.200€;3-bedroom new fashion flat, Center Burgos, - 4 people. Full equipment;https://rd.clk.thribee.com/id.ym1e15Mcw1S/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.1/;09004,;3  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 11 h 49 minutos;Rentola;Cantabria
650€;Piso en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.1d1171U14Wb18/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.1/;39002, Centro, Santander, Provincia de Cantabria;3 habitaciones;1 baños;70 m²;¿Buscas piso para el curso que viene en el centro de Santander? ~Llámanos. Tenemos en alquiler este bonito piso para TEMPORADA ESCOLAR, curso 24-...;Hace 3 días;Todopisos;Cantabria
1.200€;Apartamento en alquiler en Santander, Sardinero;https://rd.clk.thribee.com/id.1O7G51yKx11/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.2/;39005, Santander, Provincia de Cantabria;3 habitaciones;1 baños;85 m²;Alquiler septiembre-junio~. Apartamento recién reformado y completamente equipado junto a la Segunda Playa del Sardinero, a menos de 200 metros d...;Hace 3 días;Todopisos;Cantabria
450€;Comfy Single bedroom close to Playa de los Peligros;https://rd.clk.thribee.com/id.cLlC1n1O_1Z/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.2/;39004, Santander, Provincia de Cantabria;3  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 11 h 52 minutos;Rentola;Cantabria
600€;Se alquila piso en Laredo para larga estancia;https://rd.clk.thribee.com/id.1rx1J12Lu1LZ/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.3/;39770,;3  habitaciones;2  baños;93  m²;...a escasos metros de la parada de autobús y salida a la autovía. En el piso no se admiten mascotas. Para más información: Garanty Home Cantabria...;Hace 12 h 1 minuto;Rentola;Cantabria
860€;Homely studio in Burgos close to San Gil;https://rd.clk.thribee.com/id.1f141k1H1Ea12t/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.4/;09003,;1  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 12 h 4 minutos;Rentola;Cantabria
620€;Flat - Torrelavega (Centro);https://rd.clk.thribee.com/id.1KN21t1z1f141q/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.5/;Torrelavega, Provincia de Cantabria;3  habitaciones;1  baños;78  m²;Flat. Torrelavega (Centro), Built Surface 82m, 3 Bedrooms, 1 Bathrooms, Lift...;Hace 19 h 47 minutos;Kuhamia;Cantabria
1.150€;Se alquila bajo en Arredondo (Cantabria);https://rd.clk.thribee.com/id.7e_101_1V1910/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.6/;39813,;2  habitaciones;1  baños;60  m²;...el mes 1.150 € Julio: todo el mes 1.350 € 500 € de fianza. Consultar precio para semanas o quincena. Más información: Garanty Home Cantabria...;Hace 19 h 50 minutos;Rentola;Cantabria
880€;Marvellous 3-bedroom apartment near Universidad de Cantabria;https://rd.clk.thribee.com/id.3Oc1zS1JHL/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.7/;39005, Santander, Provincia de Cantabria;3  habitaciones;1  baños;-;Estancia máxima de 9 meses. Edad máxima. 40 años Rental period for this listing is between 3. 24 months...;Hace 19 h 52 minutos;Rentola;Cantabria
450€;Bright Single bedroom close to Playa de los Peligros;https://rd.clk.thribee.com/id.1gk1I11l1Y1D1H/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.8/;39004, Santander, Provincia de Cantabria;3  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 19 h 52 minutos;Rentola;Cantabria
750€;Comy Two Bedroom Apartment close to UIMP;https://rd.clk.thribee.com/id.Y1Q16jP1-141e/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.9/;39005, Santander, Provincia de Cantabria;2  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 19 h 57 minutos;Rentola;Cantabria
400€;Inviting double bedroom near Estación de tren Santander;https://rd.clk.thribee.com/id.1u1F1ZNoA111I/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.10/;39008, Santander, Provincia de Cantabria;4  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 19 h 58 minutos;Rentola;Cantabria
1.600€;Se alquila apartamento para el verano en Laredo;https://rd.clk.thribee.com/id.d1R1I1J1wH1S1T/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.11/;39770,;1  habitaciones;1  baños;48  m²;...vistas. Para más información: Garanty Home Cantabria Agosto: Semana: 602 Quincena: 1.012 Ocupado hasta el 17 de agosto. Otras fechas: consultar...;Hace 19 h 59 minutos;Rentola;Cantabria
350€;Comfy Single Bedroom in the city center of Santander;https://rd.clk.thribee.com/id.1jS21x1Z1H1bd/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.12/;39003, Santander, Provincia de Cantabria;5  habitaciones;2  baños;-;Rental period for this listing is between 3. 24 months...;Hace 19 h 59 minutos;Rentola;Cantabria
525€;Se alquila piso en el centro de Laredo;https://rd.clk.thribee.com/id.1Z1z331i1C1P1V/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.13/;48005, Bilbao, Provincia de Bizkaia;2  habitaciones;1  baños;60  m²;...y escasos metros del centro de Laredo. Consulta las condiciones y reserva una visita en el Garanty Home Cantabria especialistas en alquileres...;Hace 20 h;Rentola;Cantabria
720€;Se alquila piso en Laredo para verano;https://rd.clk.thribee.com/id.V1zd1dh1VKN/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.14/;39770,;2  habitaciones;2  baños;70  m²;...agosto. 1ª Quincena de julio: 720 € 2ª Quincena de julio: 1620 € Otras fechas consulta. Garanty Home, tu inmobiliaria de confinza en Cantabria...;Hace 20 h 1 minuto;Rentola;Cantabria
700€;Se alquila dúplex en Santoña para estancias cortas;https://rd.clk.thribee.com/id.45rYEq61-/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.15/;39749,;3  habitaciones;2  baños;90  m²;...cerrado. Precio de septiebre a junio 700€. Para otras estancias consultar disponibilidad y precios. Para más información: Garanty Home Cantabria...;Hace 20 h 3 minutos;Rentola;Cantabria
570€;Se alquila apartamento en Laredo;https://rd.clk.thribee.com/id.1FB81j1h1D1z9/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.16/;39770,;1  habitaciones;1  baños;39  m²;...1.970€ SEPTIEMBRE: 1ª Quincena: 820€ 2ª Quincena: 670€ Mes: 1.350€ Precio por semana: consultar Para más información: Garanty Home Cantabria...;Hace 20 h 5 minutos;Rentola;Cantabria
890€;Beautiful 2-bedroom apartment close to the Santander train station;https://rd.clk.thribee.com/id.61fJ151p_1Z1R/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.255614trovit-web-85d48c649-zv8rb66980698400ad/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Cantabria/type.2/page.1/cookieid.1020120669806983fbd84.59072582/pos.17/;39001, Santander, Provincia de Cantabria;2  habitaciones;1  baños;-;Estancia máxima de 9 meses. Edad máxima. 40 años Rental period for this listing is between 3. 24 months...;Hace 20 h 5 minutos;Rentola;Cantabria
