precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;raw_json;CCAA
155.000 €;Piso en Carrer de Federico García Lorca;/comprar/piso-santa_perpetua_de_mogoda_centro_urbano-35867240640_100500/;Santa Perpètua de Mogoda;3 habs.;;82 m²;¿Quieres un piso o quieres cambiar tu vida? Porque lo que te traigo hoy es una bomba en la llagosta, barcelona. No es un piso cual...;41.516297006;2.189916081;Bajo;;barcelona
190.000 €;Piso en calle de Emilia Pardo Bazán;/comprar/piso-sant_andreu_la_sagrera08027-40836038144_100200/;La Sagrera (Distrito Sant Andreu. Barcelona Capital);2 habs.;1 baño;61 m²;"Encantadora vivienda de 2 habitaciones dobles en la calle emilia pardo bazán. 
En excelente estado, con cocina amplia, galería abi...";41.4253037;2.185756;2ª planta;;barcelona
130.000 €;Piso en La Geltrú-Casernes-L'Armanyà;/comprar/piso-la_geltru_casernes_armanya-45072389532_401700/;La Geltrú-Casernes-L'Armanyà (Vilanova i la Geltrú);3 habs.;1 baño;62 m²;Alarcon propiedades presenta una vivienda situada pleno centro de la ciudad de vilanova y geltrú, capital del garraf, a 35 minutos...;41.223058208;1.729786596;3ª planta;;barcelona
180.000 €;Piso en Santa Maria;/comprar/piso-santa_maria_eixample_sud_sumella-41755759101_500754/;Santa Maria-Eixample-Sud Sumella (Cubelles);3 habs.;1 baño;75 m²;"Piso  de tres dormitorios con garaje zona pueblo 

Vivienda muy luminosa esquinera sita en una 2ª planta sin ascensor en edificio ...";41.210455161;1.673397611;2ª planta;;barcelona
155.000 €;Piso en Sant Ildefons;/comprar/piso-sant_ildefons-37506020777_992351/;Sant Ildefons (Cornellà de Llobregat);3 habs.;1 baño;63 m²;"Se vende piso de 3 habitaciones, 2º de altura con ascensor, en el barrio de sant ildefonso en cornella de llobregat.

Piso de 52,3...";41.359341703;2.083251319;2ª planta;;barcelona
570.000 €;Piso en Centre;/comprar/piso-sitges_centre-761549612_395600/;Centre (Sitges);4 habs.;2 baños;160 m²;Precioso piso en la mejor ubicación de sitges. Esta vivienda tiene 130 m² con dos terrazas de 10 m² cada una. Consta de 4 habitaci...;41.2363189;1.8083225;3ª planta;;barcelona
189.900 €;Piso en L'Eixample Centre-Barri Antic;/comprar/piso-eixample_centre_barri_antic-43384174661_106700/;L'Eixample Centre-Barri Antic (Viladecans);3 habs.;1 baño;80 m²;"Argi&co os presenta este magnifico piso exterior con orientación nordeste con mucha entrada de luz de 80m² con ascensor.

Primero ...";41.317815719;2.012634054;;;barcelona
198.000 €;Piso en Carrer Raval del Remei;/comprar/piso-caldes_de_montbui_centro_urbano-40899323465_108900/;Caldes de Montbui;2 habs.;2 baños;85 m²;"Pieza singular para inversores: dúplex esquinero con ventanal catalogado en caldes de montbui.
Luminoso duplex en una finca de sól...";41.637483;2.161033;;;barcelona
786.000 €;Piso en Carrer de Sardenya;/comprar/piso-la_sagrada_familia08025-4253748252_109700/;La Sagrada Família (Distrito Eixample. Barcelona Capital);2 habs.;2 baños;120 m²;Piso en una finca de obra nueva de 120 m2 de superficie construida y emplazado en la zona de Barcelona Capital. Está dispuesto en 2 habitaciones, 2 baños completos, terraza y dispone de certificación energética F. Cuenta como extras ascensor.;41,4044055;2,1716222;;;barcelona
299.900 €;Piso en La Prosperitat;/comprar/piso-la_prosperitat08016-42509322862_108900/;La Prosperitat (Distrito Nou Barris. Barcelona Capital);3 habs.;2 baños;95 m²;Piso con 3 habitaciones y 2 baños, superficie util de 95 metros cuadrados, aire acondicionado sí tiene, antigüedad entre 10 y 20 a...;41.4444516;2.1817109;1ª planta;;barcelona
228.000 €;Piso en Montgat;/comprar/piso-montgat_centro_urbano-44207659929_511336/;Montgat;3 habs.;1 baño;82 m²;Piso con una superficie de 82 metros cuadrados, ha sido completamente reformado, ofreciendo un hogar moderno y confortable listo p...;41.470435311;2.27089323;2ª planta;;barcelona
330.000 €;Piso en Carrer del Fluvià;/comprar/piso-provencals_del_poblenou08019-45094051795_108900/;Provençals del Poblenou (Distrito Sant Martí. Barcelona Capital);1 hab.;1 baño;46 m²;**exclusivo piso en venta en sant martí - provençals del poblenou, barcelona - ¡Preparado para tu visita!**ofertamos este magnífi...;41.408995024;2.204348576;8ª planta;;barcelona
618.500 €;Piso en Carrer de Joan Miró,  s/n;/comprar/piso-esplugues_de_llobregat_centro_urbano08950-4261001427_109700/;Esplugues de Llobregat;2 habs.;2 baños;147 m²;2-pb-d. Piso en un edificio de obra nueva de 147  m² de superficie construida, 79m² útiles y ubicado en la zona de esplugues de ll...;41.3845458;2.0978422;Bajo;;barcelona
395.000 €;Casa en Passatge de Santa Teresa;/comprar/casa-marianao-43371775679_998827/;Marianao (Sant Boi de Llobregat);3 habs.;3 baños;160 m²;Fantástica casa de 120 metros cuadrados muy cómoda y completamente equipada compuesta de tres espectaculares habitaciones dobles e...;41.3476743;2.025239;;;barcelona
475.000 €;Piso en Carrer de Colòmbia, 1;/comprar/piso-sant_andreu_barrio08030-4554715013_109700/;Sant Andreu (Distrito Sant Andreu. Barcelona Capital);3 habs.;2 baños;92 m²;1º 3º. Espectacular piso de 3 habitaciones de 79m² con 2 baños completos con ventana (1 suite). Cocina - salón - comedor de 26m² c...;41.4406421;2.1882682;1ª planta;;barcelona
1.075.000 €;Piso en Carrer de Villarroel;/comprar/piso-antiga_esquerra_de_eixample08036-43399578004_527777/;L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital);3 habs.;3 baños;145 m²;"Nuevo piso a estrenar en calle villaroel

Presentamos en exclusiva este recién reformado y amueblado piso de 145 m², en la tercera...";41.3862617;2.1551212;3ª planta;;barcelona
850.000 €;Piso en Passeig Sant Joan, 31;/comprar/piso-la_dreta_de_eixample08010-40867392020_101800/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);2 habs.;2 baños;138 m²;"Magnífico piso a reformar en el corazón de paseo sant joan. 
El piso tiene una superficie de131 m² construidos, se encuentra ubica...";41.3934;2.17703;1ª planta;;barcelona
325.000 €;Piso en calle Mossen Jaume Sole,  32;/comprar/piso-la_gavarra-4240850281_109700/;La Gavarra (Cornellà de Llobregat);2 habs.;2 baños;89 m²;1º 1º. Piso en un edificio de obra nueva de 89 m² de superficie construida y ubicado en la zona de cornellà de llobregat, enclavad...;41.3568799;2.0747348;1ª planta;;barcelona
359.900 €;Casa adosada en calle Brunomestre, nº 20;/comprar/casa_adosada-el_bonaire-44242809996_523917/;El Bonaire (Santa Eulàlia de Ronçana);4 habs.;3 baños;168 m²;Inmofinkas valles le abre las puertas de esta espectacular casa adosada en el centro de santa eulalia de ronçana, ubicada en una z...;41.65460659753887;2.221768368473221;;;barcelona
1.595.000 €;Piso en Les Tres Torres;/comprar/piso-les_tres_torres08017-40894953228_101800/;Les Tres Torres (Distrito Sarrià-Sant Gervasi. Barcelona Capital);5 habs.;3 baños;327 m²;Premio fad barcelona 1967. Gran propiedad ubicada en una de las zonas más prestigiosas de barcelona, tres torres. Con una superfic...;41.398223801;2.131463765;;;barcelona
470.000 €;Casa adosada en Arenys de Mar;/comprar/casa_adosada-arenys_de_mar_centro_urbano-43389120676_100500/;Arenys de Mar;3 habs.;3 baños;212 m²;Arenys de mar, situada en el maresme, es conocida por su encantador puerto pesquero, su exquisita gastronomía y sus hermosas play...;41.579816331;2.544537583;;;barcelona
1.040.000 €;Piso en Carrer de Balmes;/comprar/piso-el_putxet_el_farro08006-40052481966_101800/;El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital);5 habs.;4 baños;264 m²;Propiedad de 248 m² según catastro, totalmente reformada hace un año y medio. La zona de día cuenta con un amplio salón-comedor de...;41.4031617;2.1430863;2ª planta;;barcelona
99.000 €;Piso en Carrer de Mart;/comprar/piso-sant_adria_de_besos_centro_urbano-43416099725_526992/;Sant Adrià de Besòs;3 habs.;1 baño;78 m²;Docta ofrece la venta de este piso con múltiples posibilidades de reforma, completamente exterior, en la zona de sant adrià de bes...;41.4193542;2.2210287;Bajo;;barcelona
85.000 €;Piso en Ca n'Anglada;/comprar/piso-ca_nanglada08222-45048893108_998897/;Ca n'Anglada (Terrassa);3 habs.;1 baño;66 m²;Ts pisos les ofrece esta vivienda económica!! Si quieres tener tu propio piso y tener tu hipoteca pequeña te estamos ofreciendo la...;41.5665899;2.030614;4ª planta;;barcelona
134.000 €;Piso en Escola Industrial-Plaça de Catalunya;/comprar/piso-escola_industrial_placa_de_catalunya08222-40913464225_510396/;Escola Industrial-Plaça de Catalunya (Distrito Vallparadís-Escoles. Terrassa);2 habs.;1 baño;79 m²;"Piso en la zona de escuelas.

Planta baja de 79m² construidos, está distribuida de tal manera que se aprovecha los espacios del pi...";41.5612321;2.0248527;Bajo;;barcelona
325.000 €;Casa en Carrer de Puigsacalm;/comprar/casa-torello_centro_urbano-27580289988_100500/;Torelló;3 habs.;2 baños;155 m²;"Habitatges moderns i funcionals.
Casa d'obra nova situada a la zona residencial del barri de la joanot martorell. A prop del centr...";42.046941855;2.269614613;;;barcelona
1.050.000 €;Casa en Playa - Lluminetes;/comprar/casa-lluminetes-43423067861_103800/;Lluminetes (Castelldefels);3 habs.;;164 m²;"Adosada en la playa a estrenar!!
Casa de nueva construcción a pocos metros del mar.
La vivienda que se encuentra pareada a un solo...";41.2668879;1.9708172;;;barcelona
365.000 €;Dúplex en Barri de Mar-Ribes Roges-Plaça de la Sardana;/comprar/duplex-barri_de_mar_ribes_roges_placa_de_la_sardana-44189851285_401700/;Barri de Mar-Ribes Roges-Plaça de la Sardana (Vilanova i la Geltrú);4 habs.;2 baños;141 m²;Alarcon propiedades presenta una magnífica y amplia vivienda tipo duplex, con un total de 141 m² construidos, distribuido en dos p...;41.217328504;1.731354156;3ª planta;;barcelona
300.000 €;Dúplex en Carrer de Sant Esteve;/comprar/duplex-malgrat_de_mar_centro_urbano-41708508004_998165/;Malgrat de Mar;3 habs.;3 baños;141 m²;"Magnifico dúplex de 141 m² con ascensor, todo exterior, a metros de la playa y estación de trenes de malgrat de mar, barcelona.
Im...";41.642525316;2.742047855;2ª planta;;barcelona
985.000 €;Casa en calle Via Augusta;/comprar/casa-sant_quirze_del_valles_centro_urbano-34219402756_108900/;Sant Quirze del Vallès;5 habs.;4 baños;419 m²;"Espectacular casa rodeada de naturaleza y arboles frutales ubicada en una parcela de 2.230 m²&nbsp; en una de las zonas más bonita...";41.52782374;2.090802961;;;barcelona
170.000 €;Piso en Plaça Goya;/comprar/piso-fontetes_carretera_de_barcelona-42543608628_100500/;Fontetes-Carretera de Barcelona (Cerdanyola del Vallès);3 habs.;1 baño;77 m²;Peritax inmobiliaria comercializa la venta de este piso exterior con unas vistas despejadas, muy luminoso, ubicado junto al mercad...;41.489959;2.1478429;5ª planta;;barcelona
260.000 €;Casa en Carrer de Lleida;/comprar/casa-gironella_centro_urbano-45041923687_997923/;Gironella;3 habs.;2 baños;215 m²;"Casa en venta en gironella ( berguedà)

¿Estás pensando en comprarte una casa? ¿Buscas el espacio ideal para ti y tu familia? Mst ...";42.022828472;1.881570698;;;barcelona
460.000 €;Casa en La Creueta;/comprar/casa-arenys_de_munt_centro_urbano-42565986611_106700/;Arenys de Munt;4 habs.;3 baños;546 m²;Espectacular casa lista para entrar a vivir con magníficas vistas. Un lugar aislado pero muy bien comunicado, con una combinación ...;41.619717444;2.540420604;;;barcelona
260.000 €;Piso en Garraf;/comprar/piso-vallpineda_rocamar-45096387970_108700/;Vallpineda-Rocamar (Sant Pere de Ribes);3 habs.;1 baño;70 m²;Vanessa schneider, en nombre de iad españa, les presenta esta excelente oportunidad de adquirir una propiedad completamente reform...;41.238384442;1.756922598;;;barcelona
208.000 €;Dúplex en Sud Sumella;/comprar/duplex-santa_maria_eixample_sud_sumella-24229885551_500964/;Santa Maria-Eixample-Sud Sumella (Cubelles);3 habs.;2 baños;82 m²;"Ático-dúplex de 70m² útiles muy soleado, situado en el barrio de sud sumella. 
Se distribuye en recibidor amplio, donde encontrare...";41.2090706;1.6766736;2ª planta;;barcelona
180.000 €;Piso en Morera-Pomar;/comprar/piso-morera_pomar-35066913652_994242/;Morera-Pomar (Badalona);3 habs.;1 baño;75 m²;"Germà juli. - ref 0915

Esta vivienda se encuentra en una zona tranquila a tan solo 15 min caminando del centro. Cerca del club de...";41.4638522;2.2510016;2ª planta;;barcelona
350.000 €;Casa unifamiliar en La Torre-roja-Campreciós-Grup Sant Jordi;/comprar/casa_unifamiliar-la_torre_roja_camprecios_grup_sant_jordi-44224947126_100200/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);3 habs.;;106 m²;"Nova viladecans tiene el placer de presentarles este excepcional inmueble en carretera sant climent, de viladecans.

 Casa a pie d...";41.320973379;2.016951285;;;barcelona
261.260 €;Piso en Olesa de Montserrat;/comprar/piso-olesa_de_montserrat_centro_urbano-44244552039_519284/;Olesa de Montserrat;4 habs.;2 baños;117 m²;Piso en el centro de olesa para entrar a vivir, está totalmente reformado y actualizado, con altas calidades en los materiales, y ...;41.539915916;1.898585787;4ª planta;;barcelona
315.000 €;Piso en calle Montaña de Sales,  S/N;/comprar/piso-la_torre_roja_camprecios_grup_sant_jordi-4476115533_109700/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);3 habs.;2 baños;106 m²;Planta tipo. Piso en una finca de obra nueva de 106 m² de superficie construida y emplazado en la zona de viladecans. Está dispues...;41.321598755;2.021146642;;;barcelona
391.000 €;Piso en Carrer de Palomar, 70;/comprar/piso-sant_andreu_barrio08030-4584942475_109700/;Sant Andreu (Distrito Sant Andreu. Barcelona Capital);2 habs.;2 baños;84 m²;B-05-A. Piso en una finca de obra nueva de 84 m2 de superficie construida y emplazado en la zona de Soto de la Vega, posicionado en planta 5. Está dispuesto en 2 habitaciones, 2 baños completos y terraza de 14.55 m2. Cuenta como extras ascensor.;41,442143894;2,191341393;5ª planta;;barcelona
280.000 €;Chalet adosado en Carrer de Sant Ramon, 53;/comprar/chalet_adosado-caldes_de_montbui_centro_urbano-44202861075_524974/;Caldes de Montbui;3 habs.;3 baños;130 m²;Casa adosada en el centro de caldes de montbui de tan solo 16 años, en perfecto estado de conservación. La casa se entrega totalme...;41.629242;2.1684432;;;barcelona
565.000 €;Chalet en Carrer de Pau Casals;/comprar/chalet-martorelles_centro_urbano-44256467509_100500/;Martorelles;5 habs.;3 baños;347 m²;Bienvenidos a esta espectacular vivienda situada en la tranquila y pintoresca localidad de martorelles. Esta casa esta diseñada pa...;41.529117608;2.231407584;;;barcelona
630.000 €;Chalet en calle Carrer Rafael Casanovas;/comprar/chalet-vallromanes_centro_urbano-35849164876_100500/;Vallromanes;6 habs.;3 baños;552 m²;¡Prepárate para una joya en vallromanes que combina historia, espacio y naturaleza! Esta casa no es solo un inmueble, es un pedazo...;41.536682052;2.295195407;;;barcelona
315.000 €;Dúplex en Marianao;/comprar/duplex-marianao-45033509977_100500/;Marianao (Sant Boi de Llobregat);4 habs.;3 baños;148 m²;Tenemos el placer de presentarte este bonito dúplex  muy luminoso ubicado en una zona muy demandada y en una finca de pocos vecino...;41.3507381;2.0314669;1ª planta;;barcelona
388.000 €;Piso en Carrer de Llull;/comprar/piso-sant_marti_el_poblenou08005-41710206990_108900/;El Poblenou (Distrito Sant Martí. Barcelona Capital);3 habs.;1 baño;70 m²;En la vibrante ciudad de barcelona, específicamente en la zona de sant martí - el poblenou, se encuentra este encantador piso en v...;41.3996705;2.2002226;1ª planta;;barcelona
920.000 €;Casa en Carrer de Sant Miquel;/comprar/casa-la_creu_alta-25838681560_992692/;La Creu Alta (Sabadell);7 habs.;4 baños;515 m²;"Casa de planta baixa, planta pis i planta sotano.

La planta baixa disposa d'un rebedor/distribuidor, dues habitacions ( 1 interio...";41.5536664;2.1068142;;;barcelona
485.000 €;Piso en Carrer de Llull, 229;/comprar/piso-sant_marti_el_poblenou08005-44229081967_526729/;El Poblenou (Distrito Sant Martí. Barcelona Capital);3 habs.;1 baño;90 m²;La vivienda se encuentra en una finca en excelente estado, en una de las mejores y más cotizadas zonas del poblenou en barcelona, ...;41.403004;2.204295;3ª planta;;barcelona
260.000 €;Dúplex en Plaça Font del Lleó;/comprar/duplex-caldes_de_montbui_centro_urbano-40028035524_108900/;Caldes de Montbui;2 habs.;2 baños;78 m²;"Dúplex ideal para empezar una nueva etapa, con acabados de gran calidad.

Segundo piso con ascensor de 78m², con una terraza de 11...";41.63443;2.161967;;;barcelona
160.000 €;Piso en Carrer de Fuerteventura;/comprar/piso-els_merinals-42553193217_180300/;Els Merinals (Sabadell);3 habs.;1 baño;126 m²;Piso en venta en los merinals de sabadell, todo exterior y muy soleado. Tiene una superficie de 126 m², según catastro. La viviend...;41.5462957;2.0890743;Bajo;;barcelona
357.000 €;Casa en Carrer del Pla;/comprar/casa-monistrol_de_montserrat_centro_urbano-33374867828_501243/;Monistrol de Montserrat;6 habs.;2 baños;558 m²;Edificio residencial en venta con una superficie construida de 558,30m². La fachada se encuentra en buen estado y cuenta con un só...;41.610543137;1.848379844;;;barcelona
159.000 €;Piso en Carrer de Madrid;/comprar/piso-mollet_del_valles_centre-44201063603_100500/;Centre (Mollet del Vallès);2 habs.;1 baño;47 m²;¡Atención, buscadores de hogar en mollet! Aquí tienes una joya que no puedes dejar escapar. 46m² de vivienda útiles, 2 habitacione...;41.539279629;2.21735451;1ª planta;;barcelona
414.000 €;Ático en Carrer de Montmajor;/comprar/atico-el_turo_de_la_peira_can_peguera08031-44188849443_501025/;El Turó de la Peira-Can Peguera (Distrito Nou Barris. Barcelona Capital);4 habs.;2 baños;143 m²;Piso de  143 metros construidos 117 metros útiles con 4 habitaciones, 2 baño, trastero/despensa, 1 terraza 23,66 metros, 1 balcón ...;41.431720986;2.170115281;;;barcelona
595.000 €;Dúplex en Carrer de la Llacuna;/comprar/duplex-sant_marti_el_poblenou08005-41677572224_100500/;El Poblenou (Distrito Sant Martí. Barcelona Capital);2 habs.;2 baños;87 m²;"Dúplex distribuido en un nivel inferior de 36,44m² construidos y una terraza
 De 37,27m² construidos. Cocina abierta a salón come...";41.4003721;2.2000621;Bajo;;barcelona
415.000 €;Casa adosada en Carrer Canal de l'Infanta, 38;/comprar/casa_adosada-molins_de_rei_centro_urbano-3825012648_109700/;Molins de Rei;3 habs.;2 baños;104 m²;Casa pb-3ª. Casa adosada de 3 habitaciones, 2 cuartos de baño y un estudio independiente con aseo todo en la misma planta.;41.4072274;2.0216522;;;barcelona
330.000 €;Piso en Carrer de Narcís Monturiol, 15;/comprar/piso-palleja_centro_urbano-3950995057_109700/;Pallejà;4 habs.;2 baños;114 m²;2º. Piso en un inmueble de obra nueva de 114 m² de superficie construida y situado en la zona de pallejà, acomodado en planta 2. E...;41.4237343;1.9961032;2ª planta;;barcelona
169.000 €;Piso en Can Palet;/comprar/piso-can_palet08223-40837304620_510396/;Can Palet (Distrito Can Palet-Xúquer. Terrassa);3 habs.;1 baño;76 m²;Este piso de 76m², situado en el atractivo barrio de can palet en terrassa, ofrece un ambiente acogedor y funcional. Con dos habit...;41.5561391;2.0248509;Bajo;;barcelona
138.000 €;Piso en Centre;/comprar/piso-tona_centro_urbano-17598225073_187000/;Tona;3 habs.;1 baño;80 m²;Ocasión, piso en venta en el centro de tona, cerca de todos los servicios, supermercados y el cap, en primera planta, dispone de c...;41.848729612;2.22884302;1ª planta;;barcelona
180.000 €;Piso en La Barceloneta;/comprar/piso-ciutat_vella_la_barceloneta08003-44234426551_100200/;La Barceloneta (Distrito Ciutat Vella. Barcelona Capital);2 habs.;;33 m²;Luminosa vivienda actualmente arrendada a termino dando una buena rentabilidad, distribuida en 2 dormitorios exteriores, salón - c...;41.3767282;2.1892738;1ª planta;;barcelona
428.000 €;Casa en Camí de les Martines;/comprar/casa-les_martines_can_palet_de_vista_alegre08224-43333635337_519629/;Les Martines-Can Palet de Vista Alegre (Terrassa);4 habs.;3 baños;254 m²;"¡Bienvenido al paraíso en les martines!

Imagina despertarte cada mañana con vistas impresionantes de montserrat, la majestuosa mo...";41.5385809;1.9997951;;;barcelona
315.000 €;Dúplex en Carrer de la Indústria;/comprar/duplex-ctra_de_vic_remei-40077263204_500831/;Ctra. de Vic-Remei (Manresa);3 habs.;2 baños;172 m²;Superficie total 172 m², dúplex superficie útil 152 m², hab. Individuales: 1, habitaciones dobles: 2, hab. Dobles son suites: 1, 2...;41.73195195;1.834451016;Bajo;;barcelona
420.000 €;Dúplex en Carrer de Sant Felip i de Rosés;/comprar/duplex-badalona_centre-37507930431_994242/;Centre (Badalona);3 habs.;2 baños;115 m²;"Germà juli. - ref 0935

Áticos dúplex de obra nueva en dalt la vila. 

Situadas en una zona de badalona emblemática en el centro d...";41.4540737;2.245569;2ª planta;;barcelona
350.000 €;Dúplex en Carrer de Sant Jordi;/comprar/duplex-caputxins_santa_clara_hospital-41714510777_110300/;Caputxins-Santa Clara-Hospital (Vic);4 habs.;3 baños;129 m²;Si buscas luminosidad, tenemos este dúplex invertido ideal para ti. Un hogar amplio, cómodo y con grandes ventanales, para disfrut...;41.931209871;2.262128242;2ª planta;;barcelona
440.000 €;Dúplex en Carrer de Sant Felip i de Rosés;/comprar/duplex-badalona_centre-37517756123_994242/;Centre (Badalona);3 habs.;2 baños;115 m²;"Germà juli. - ref 0936

Áticos dúplex de obra nueva en dalt la vila. 

Situadas en una zona de badalona emblemática en el centro d...";41.4541244;2.2456842;2ª planta;;barcelona
86.000 €;Piso en La Salut-Lloreda-Sistrells;/comprar/piso-la_salut_lloreda_sistrells08917-42547609024_100200/;La Salut-Lloreda-Sistrells (Badalona);1 hab.;1 baño;28 m²;"Tecnocasa lloreda tiene el placer de ofrecerles este inmueble en el barrio de lloreda.
Excelente loft listo para entrar a vivir de...";41.4515683;2.2279256;;;barcelona
169.000 €;Piso en Peramas;/comprar/piso-peramas08303-44189675752_100500/;Peramàs (Mataró);3 habs.;1 baño;72 m²;"V-1707.peramás. Inmueble de 72 metros cuadrados

Se distribuye en amplio salón comedor amplio ,cocina independiente ,3 habitacione...";41.5376708;2.4318113;6ª planta;;barcelona
289.000 €;Casa pareada en El Masnou;/comprar/casa_pareada-el_masnou_centro_urbano-44255562557_100200/;El Masnou;4 habs.;;94 m²;"Casa esquinera en la mejor zona de ocata, cerca de la playa, comercios, médico, etc.

La casa tiene 2 plantas, en la planta princi...";41.481500052;2.326165545;;;barcelona
262.000 €;Piso en Carrer de Princesa;/comprar/piso-granollers_centre-43383354196_110400/;Centre (Granollers);3 habs.;2 baños;87 m²;Sumérgete en la comodidad y la luminosidad de este piso, ubicado en el corazón de granollers. Con una superficie total de 87 metro...;41.6031368;2.2846077;1ª planta;;barcelona
288.000 €;Piso en Carrer de Colòmbia;/comprar/piso-font_verda08402-44173636094_110400/;Font Verda (Granollers);3 habs.;2 baños;115 m²;Esta encantadora vivienda de 115 m², situada en la zona de la font verda, se destaca por su diseño completamente exterior y su abu...;41.6076267;2.2961563;2ª planta;;barcelona
259.900 €;Piso en Navas;/comprar/piso-sant_andreu_navas08027-44188485063_100200/;Navas (Distrito Sant Andreu. Barcelona Capital);3 habs.;1 baño;67 m²;"Tecnocasa navas centro presenta en exclusiva esta gran oportunidad de adquirir tu nueva vivienda en carrer de múrcia.
¿Estás busca...";41.416206;2.1898541;;;barcelona
355.000 €;Dúplex en Carrer d'Almeria;/comprar/duplex-el_masnou_centro_urbano-41674433140_103800/;El Masnou;4 habs.;;107 m²;Dúplex  en alta, con 107 m² construidos, 95 m² útiles, 4 dormitorios, 2 baños, buen estado, exterior, planta 1, 1 armarios, 1 terr...;41.486488166;2.308090121;1ª planta;;barcelona
284.000 €;Piso en calle Any Dels Negats Esq. Rambla Joan Baptista Pirelli;/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-3484472018_109700/;Barri de Mar-Ribes Roges-Plaça de la Sardana (Vilanova i la Geltrú);2 habs.;2 baños;60 m²;PL.1ª E-2D. Piso en un inmueble de obra nueva de 60 m2 de superficie construida y situado en la zona de Vilanova i la Geltrú, acomodado en planta 3. Está estructurado en 2 habitaciones, 2 baños completos y terraza de 19 m2. Aporta como extras ascensor.;41,217835785;1,722740498;3ª planta;;barcelona
595.000 €;Piso en Carrer de la República;/comprar/piso-centre_covadonga_centre08202-27540007213_992692/;Centre (Distrito Centre-Covadonga. Sabadell);6 habs.;4 baños;322 m²;"Finca senyorial al carrer de la republica. 
L'edifici té porter, calefacció central i acces amb l'ascensor directe al pis. 

Pis t...";41.5459905;2.1108739;3ª planta;;barcelona
615.000 €;Piso en Garraf;/comprar/piso-can_girona_terramar_vinyet-41711576181_108700/;Can Girona-Terramar-Vinyet (Sitges);4 habs.;2 baños;147 m²;"¡Descubre esta excepcional oportunidad en sitges, en la codiciada zona de can pei!

Esta impresionante planta baja te ofrece una e...";41.2371499;1.8166978;;;barcelona
179.900 €;Piso en Carrer de Mart;/comprar/piso-can_feu-43414413858_180300/;Can Feu (Distrito Can Feu-La Serra d'en Cameró. Sabadell);3 habs.;1 baño;79 m²;Piso en venta en can feu, completamente reformado para estrenar, todo exterior, tiene una superficie de 79 m², según catastro. La ...;41.5389326;2.0965681;Bajo;;barcelona
1.250.000 €;Casa en Sant Quirze del Vallès;/comprar/casa-sant_quirze_del_valles_centro_urbano-41738645255_106700/;Sant Quirze del Vallès;7 habs.;3 baños;559 m²;"Coldwell banker pone a su disposición esta exclusiva casa unifamiliar en sant quirze del vallés.

Ubicada en la tranquila zona de ...";41.537103703;2.065427046;;;barcelona
699.000 €;Casa en Sant Quirze del Vallès;/comprar/casa-sant_quirze_del_valles_centro_urbano-41717408297_106700/;Sant Quirze del Vallès;5 habs.;3 baños;321 m²;"Coldwell banker premium.

En el corazón de la codiciada zona residencial de el mirados en sant quirze del vallès, se alza con maje...";41.523793177;2.072446733;;;barcelona
520.000 €;Piso en El Masnou;/comprar/piso-el_masnou_centro_urbano-44244127872_100200/;El Masnou;4 habs.;2 baños;168 m²;Si lo que buscas es un piso bien comunicado con la playa, la estación de renfe, transporte, y que tenga terraza propia, parking pr...;41.4835652;2.3288998;1ª planta;;barcelona
295.000 €;Piso en El Barri Gòtic;/comprar/piso-el_barri_gotic08002-32505543433_100200/;El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital);2 habs.;2 baños;52 m²;Montsio.- piso en el corazón del gótico con ascensor. Actualmente tiene 2 dormitorios, salón, cocina y dos baños. Terraza comunita...;41.386002;2.1745788;;;barcelona
380.000 €;Ático en Carrer de Salvany;/comprar/atico-eixample_sant_oleguer08203-43349620371_518064/;Eixample-Sant Oleguer (Sabadell);3 habs.;2 baños;146 m²;Eixample, junto a c/ brutau, ático dúplex seminuevo (2018) de 146m² según catastro y 100m² útiles según cédula de habitabilidad. D...;41.5371145;2.1168468;;;barcelona
210.000 €;Piso en Piscines;/comprar/piso-sant_pere_de_ribes_nucli_urba-44204145822_100500/;Nucli Urbà (Sant Pere de Ribes);3 habs.;2 baños;115 m²;Este amplio ático de 120 m² en el corazón de sant pere de ribes les ofrece una vivienda preciosa, con amplias vistas y una ubicaci...;41.259400848;1.769922002;3ª planta;;barcelona
228.000 €;Dúplex en Santa Eugènia de Berga;/comprar/duplex-santa_eugenia_de_berga_centro_urbano08507-42592119324_253600/;Santa Eugènia de Berga;2 habs.;1 baño;120 m²;Dúplex d’obra nova de 120 m² ubicat a la segona planta de l’edifici amb servei d’ascensor situat al barri de l’arumí com també a p...;41.90411298;2.281388328;Bajo;;barcelona
147.000 €;Piso en Les Torres;/comprar/piso-rubi_les_torres-44190994788_100200/;Les Torres (Rubí);3 habs.;;66 m²;Os presentamos este piso exterior de 3 habitaciones con balcón, de 66m² útiles, ubicado en las torres en una finca del 1969 con as...;41.4847238;2.0307881;;;barcelona
