precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta;CCAA
990 €/mes;Piso en Zona Ronda de Triana-Cartuja;/alquilar/piso-zona_ronda_de_triana_cartuja41010-45061340551_100500/;Zona Ronda de Triana-Cartuja (Distrito Triana. Sevilla Capital);2 habs.;69 m²;¡Descubre tu nuevo hogar en el corazón de triana! Este fantástico piso a estrenar te sorprenderá con su luminosidad y sus techos a...;37.3890239;-6.0090644;;;sevilla
950 €/mes;Dúplex en calle Puerta del Osario;/alquilar/duplex-casco_antiguo_santa_catalina41003-14247424061_515011/;Santa Catalina (Distrito Casco Antiguo. Sevilla Capital);2 habs.;72 m²;"Excelente piso a estrenar, exclusividad y altas calidades.
Enclavado en el centro de sevilla, en puerta osario-santa catalina.

Pr...";37.393482720126606;-5.985151344586089;2 baños;Bajo;sevilla
1.100 €/mes;Piso en calle de Juan Díaz de Solís;/alquilar/piso-barrio_leon_el_tardon_blas_infante41010-45019478008_104700/;Barrio León-El Tardón-Blas Infante (Distrito Triana. Sevilla Capital);3 habs.;65 m²;"Disponible para estudiantes para el curso 2024-2025
 Características del inmueble: piso de 65 m², completamente reformado, con 3 d...";37.3781892;-6.008962;;;sevilla
2.000 €/mes;Casa en calle Pepe Arquellada, nº 1;/alquilar/casa-montequinto_el_colmenar41704-45054654989_515011/;Montequinto-El Colmenar (Dos Hermanas);5 habs.;198 m²;"Exclusiva vivienda unifamiliar en urbanización selecta mykonos.

Esta casa se encuentra en una de las urbanizaciones más exclusiva...";37.3077604442302;-5.931564421023381;3 baños;;sevilla
1.600 €/mes;Piso en calle Virgen de la Cinta;/alquilar/piso-los_remedios_barrio41011-45040124909_995624/;Los Remedios (Distrito Los Remedios. Sevilla Capital);4 habs.;170 m²;Vivienda completamente reformada en el barrio de los remedios. Solo larga duración. Cocina completamente equipada con todos los el...;37.3726093;-5.9963871;2 baños;1ª planta;sevilla
1.200 €/mes;Piso en calle Virgen de la Antigua;/alquilar/piso-los_remedios_barrio41011-45021390938_995624/;Los Remedios (Distrito Los Remedios. Sevilla Capital);3 habs.;148 m²;Gran piso con muchos metros y espacio. Se entrega en perfecto estado con uno de los baños nuevo, el cual esta en una habitación, l...;37.3732409;-6.0019678;2 baños;Entresuelo;sevilla
790 €/mes;Piso en Pío XII;/alquilar/piso-pio_xii41008-40004048533_100200/;Pío XII (Distrito Macarena. Sevilla Capital);3 habs.;65 m²;"¡¡Se alquila piso en pio xii!!
Piso en 1º planta exterior de 65m².
Esta magnífica vivienda recién reformada cuenta con 3 habitacio...";37.4062249;-5.9791736;;1ª planta;sevilla
1.000 €/mes;Piso en calle Samaniego;/alquilar/piso-san_jose_san_carlos_fontanal41008-45094006195_100500/;San José-San Carlos-Fontanal (Distrito San Pablo-Santa Justa. Sevilla Capital);3 habs.;75 m²;¿Eres estudiantes y estás cansad@ de ver pisos a modo de cuéntame? ¡¡No pierdas esta oportunidad!!Precioso piso reformado de 3 dor...;37.3971075;-5.9753458;1 baño;1ª planta;sevilla
1.200 €/mes;Piso en calle Castillo de Alcalá de Guadaira;/alquilar/piso-tabladilla_bami41013-44256343595_522814/;Tabladilla-Bami (Distrito Sur. Sevilla Capital);4 habs.;97 m²;Piso de cuatro dormitorios en bami, cercano al hospital virgen del rocio, colegios, universidades y a un paso de la avenida de la ...;37.3592563;-5.9761257;2 baños;2ª planta;sevilla
975 €/mes;Piso en Avenida de las Ciencias-Emilio Lemos;/alquilar/piso-avenida_de_las_ciencias_emilio_lemos41020-44223449226_100200/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);4 habs.;130 m²;Tecnocasa ofrece este excelente piso de alquiler, consta de 4 dormitorios, terraza y plaza de garaje en la zona de avenida de la a...;37.38817956;-5.920135237;2 baños;;sevilla
