precio;sub_descr;href;ubicacion;planta;otros;latitude;longitude;habitaciones;banios;mt2;CCAA
165.000 €;Casa adosada en calle del Guadalquivir, 15;/comprar/casa_adosada-bollullos_de_la_mitacion_centro_urbano41110-42546408373_106000/;Bollullos de la Mitación;;¿Buscas vivienda para entrar a vivir en bollullos de la mitación? ¿Y con piscina comunitaria? Esta oportunidad es justo lo que est...;37.3448;-6.13964;4 habs.;2 baños;118 m²;sevilla
253.000 €;;/comprar/chalet-valencina_de_la_concepcion_centro_urbano-45013894398_510950/;Valencina de la Concepción;;"Estupendo chalet independiente a reformar en la urbanización la alquería, en  valencina de la concepción

Cuenta con una parcela d...";37.3962485;-6.0786592;4 habs.;3 baños;965 m²;sevilla
175.000 €;Piso en Avenida de Manuel Clavero Arévalo,  s/n;/comprar/piso-montequinto_el_colmenar41089-4591783279_109700/;Montequinto-El Colmenar (Dos Hermanas);1ª planta;Portal 1, 1º C. Piso en una finca de obra nueva de 94 m2 de superficie construida y emplazado en la zona de Dos Hermanas, posicionado en planta 1. Está dispuesto en 2 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor, garaje y trastero.;37,3184;-5,93677;2 habs.;2 baños;94 m²;sevilla
115.000 €;;/comprar/casa_unifamiliar-marchena_centro_urbano-45040823443_100200/;Marchena;;"Se vende casa unifamiliar con una superficie construida de 286 metros cuadrados sobre un solar de 226 metros cuadrados.
Esta propi...";37.3286947;-5.4222904;;;286 m²;sevilla
200.000 €;Piso en calle del Vidrio, 12;/comprar/piso-san_bartolome_juderia41003-40884596563_106000/;San Bartolomé-Judería (Distrito Casco Antiguo. Sevilla Capital);2ª planta;¿Buscas piso tipo loft con buena ubicación en sevilla? Esta oportunidad no la puedes dejar pasar. Se ubica en un edificio muy tran...;37.3892;-5.98576;1 hab.;1 baño;73 m²;sevilla
165.000 €;;/comprar/casa_adosada-la_algaba_centro_urbano-45006915916_100200/;La Algaba;;"Magnifica casa adosada en la algaba.
La vivienda se distribuye de la siguiente forma:
Planta baja: plaza de parking con entrada di...";37.462758473;-6.009567554;4 habs.;2 baños;149 m²;sevilla
450.000 €;Piso en calle de Juan Antonio Cavestany, 9;/comprar/piso-san_roque_la_calzada41003-4452935515_109700/;San Roque-La Calzada (Distrito Nervión. Sevilla Capital);2ª planta;Piso en un edificio de obra nueva de 97 m² de superficie construida y ubicado en la zona de sevilla capital, enclavado en planta 2...;37.3889682;-5.9818249;2 habs.;2 baños;97 m²;sevilla
146.000 €;Piso en Avenida Rafael Escuredo Rodríguez,  S/N;/comprar/piso-montequinto_el_colmenar41704-4159921393_109700/;Montequinto-El Colmenar (Dos Hermanas);1ª planta;V02. Piso en un edificio de obra nueva de 92 m² de superficie construida y ubicado en la zona de dos hermanas. Está distribuido en...;37.305;-5.92962;2 habs.;2 baños;92 m²;sevilla
339.900 €;Casa pareada en calle de Vasco Núñez de Balboa, nº 00;/comprar/casa_pareada-montequinto_el_colmenar-29258370778_500593/;Montequinto-El Colmenar (Dos Hermanas);;Pareado con 300 mts de parcela cuenta con jardín consolidado, piscina propia y dos porches cubiertos, patio delantero amplio y gar...;37.34803513630833;-5.931117680246299;4 habs.;3 baños;200 m²;sevilla
220.000 €;Casa adosada en calle Palmeral de Elche, 26;/comprar/casa_adosada-bellavista_la_palmera_bellavista41014-45868550989_100500/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);;"¡Vivienda adosada reformada con garaje y patio en bellavista, sevilla!

Oportunidad única en bellavista: casa adosada reformada co...";37.3293;-5.97143;4 habs.;3 baños;104 m²;sevilla
143.000 €;;/comprar/casa-utrera_centro_urbano-45029520053_100500/;Utrera;;Magnifica oportunidad de vivir en una urbanización que ofrece la combinación perfecta entre tranquilidad y comodidad, situada a 5 ...;37.191190011;-5.773337584;4 habs.;2 baños;211 m²;sevilla
360.000 €;;/comprar/chalet-palmete41016-41679401651_108700/;Palmete (Distrito Cerro Amate. Sevilla Capital);;Oportunidad las calamares esta encantadora villa está situada en una urbanización madura, a 5 minutos a pie del centro del pueblo....;37.3778091;-5.918022;4 habs.;2 baños;145 m²;sevilla
383.000 €;;/comprar/piso-casco_antiguo_san_gil41003-45065077048_510668/;San Gil (Distrito Casco Antiguo. Sevilla Capital);2ª planta;Centro, puerta de cordoba: en exclusiva! Extraordinario piso con tres dormitorios más un vestidor con grandes armarios. Cuenta con...;37.4010449;-5.9877748;4 habs.;2 baños;104 m²;sevilla
330.000 €;Chalet en Urbanización Virgen del Águila,  s/n;/comprar/chalet-oromana-4434943474_109700/;Oromana (Alcalá de Guadaíra);;Vivienda 16 a. Chalet de obra nueva de 154 m² de superficie construida y emplazado en la zona de alcalá de guadaíra. Está dispuest...;37.3213626;-5.8682715;3 habs.;3 baños;154 m²;sevilla
219.900 €;;/comprar/piso-bellavista_la_palmera_bellavista41014-44203395162_100200/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);2ª planta;"Piso en jardines de hércules con 3 dormitorios y 2 baños.
Cuenta con una habitación principal con un cuarto de baño con bañera.
Co...";37.3312033;-5.9661727;3 habs.;2 baños;102 m²;sevilla
179.200 €;Piso en Avenida de José Rodríguez de la Borbolla Camoyán,  s/n;/comprar/piso-montequinto_el_colmenar41704-44209113721_109700/;Montequinto-El Colmenar (Dos Hermanas);;Piso en un inmueble de obra nueva de 87 m² de superficie construida y situado en la zona de dos hermanas. Está estructurado en 2 h...;37.315149;-5.931887;2 habs.;2 baños;87 m²;sevilla
98.500 €;;/comprar/casa_pareada-pilas_centro_urbano-43339757093_100500/;Pilas;;"¡Obras avanzadas! Promoción de viviendas pareadas de 3 dormitorios con dos patios junto a la zona de mayor expansión de pilas.

¡D...";37.3078231;-6.3102088;3 habs.;2 baños;99 m²;sevilla
162.000 €;;/comprar/piso-san_pablo_santa_justa_san_pablo41007-45075923515_100200/;San Pablo (Distrito San Pablo-Santa Justa. Sevilla Capital);1ª planta;Torreta con ascensor en san pablo c. Piso de tres dormitorios, baño (anteriormente dos), cocina y salón. Totalmente reformado. Zon...;37.3938779;-5.9580184;3 habs.;1 baño;100 m²;sevilla
179.000 €;;/comprar/casa-lora_del_rio_centro_urbano-92557785648_100500/;Lora del Río;;“ estupenda oportunidad para adquirir 2 casa en una, hecha a conciencia. Se trata de una casa familiar de 166 m² construida para q...;37.6605598;-5.522961;4 habs.;2 baños;166 m²;sevilla
119.000 €;;/comprar/piso-casco_antiguo_san_lorenzo41002-44225842176_521269/;San Lorenzo (Distrito Casco Antiguo. Sevilla Capital);Bajo;"¡Oportunidad de inversion! En el barrio de san lorenzo

En la actualidad, el inmueble es un local comercial, a pie de calle, exter...";37.3988834;-5.999385;3 habs.;1 baño;55 m²;sevilla
380.000 €;;/comprar/chalet_adosado-urbadiez_entrepuentes41016-40887011149_525238/;Urbadiez-Entrepuentes (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);;Alvaross inmobiliaria les ofrece esta espectacular casa unifamiliar de lujo con jardines privados, 2 piscinas de adultos, 2 infant...;37.3823929;-5.9151774;4 habs.;3 baños;262 m²;sevilla
895.000 €;;/comprar/casa-alfalfa41001-40092674586_527420/;Alfalfa (Distrito Casco Antiguo. Sevilla Capital);;Este inmueble en venta en exclusiva se trata de una casa reformada recientemente que consta de 3 plantas y una terraza amplia y co...;37.389596;-5.9993289;2 habs.;3 baños;151 m²;sevilla
260.000 €;;/comprar/piso-zona_ronda_de_triana_cartuja41010-44180496152_525238/;Zona Ronda de Triana-Cartuja (Distrito Triana. Sevilla Capital);4ª planta;"Has visto un piso que en las fotos se ve amplio, luminoso, acogedor y luego cuando lo visitas es pequeño, oscuro,y diferente?

Est...";37.3863025;-6.0133257;3 habs.;1 baño;73 m²;sevilla
185.000 €;Piso en calle Clemente Hidalgo, 92;/comprar/piso-nervion_barrio41005-4505969423_109700/;Nervión (Distrito Nervión. Sevilla Capital);Bajo;Bajo c. Piso en una finca de obra nueva de 55 m² de superficie construida y emplazado en la zona de sevilla capital, posicionado e...;37.3821002;-5.9602688;2 habs.;1 baño;55 m²;sevilla
206.500 €;;/comprar/apartamento-cerro_amate_el_cerro41006-43348209686_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);Bajo;"Obra nueva. Próxima entrega.
Bienvenido a tu nuevo hogar en nuestro exclusivo edificio residencial!
Su ubicación privilegiada, en ...";37.3691999;-5.9531641;2 habs.;1 baño;88 m²;sevilla
179.000 €;Piso en calle Vía Federico de Castro Bravo,  s/n;/comprar/piso-cerro_amate-3846850441_109700/;Cerro Amate (Sevilla Capital);2ª planta;P2b 2º c. Piso en una finca de obra nueva de 83 m² de superficie construida y emplazado en la zona de sevilla capital, posicionado...;37.3795;-5.90887;3 habs.;2 baños;83 m²;sevilla
210.000 €;;/comprar/casa_unifamiliar-zona_plazas_el_arenal_la_polvora41701-44240857140_521710/;Zona Plazas El Arenal-La Pólvora (Distrito Zona Centro. Dos Hermanas);;"Casa en venta en calle lope de vega.

Esta magnífica vivienda de 165 m² consta de planta baja, planta primera y castillete.

En pl...";37.2862896;-5.928243;4 habs.;3 baños;165 m²;sevilla
180.000 €;;/comprar/casa-amate-40876394943_525238/;Amate (Distrito Cerro Amate. Sevilla Capital);;Alvaross inmobiliaria les ofrece esta fantástica casa en una zona super tranquila y muy bien ubicada de sevilla y rodeada de todo ...;37.3720305;-5.9417914;3 habs.;2 baños;200 m²;sevilla
89.900 €;;/comprar/casa_unifamiliar-la_puebla_de_cazalla_centro_urbano-45025349834_100200/;La Puebla de Cazalla;;"¡Gran oportunidad!
 Esta vivienda se encuentra situada en calle sol, zona centro de nuestro municipio, además de tener todo tipo d...";37.2210185;-5.3124054;5 habs.;1 baño;170 m²;sevilla
175.000 €;Piso en Avenida de Manuel Clavero Arévalo,  s/n;/comprar/piso-montequinto_el_colmenar41089-4591783279_109700/;Montequinto-El Colmenar (Dos Hermanas);1ª planta;Portal 1, 1º c. Piso en una finca de obra nueva de 94 m² de superficie construida y emplazado en la zona de dos hermanas, posicion...;37.3184;-5.93677;2 habs.;2 baños;94 m²;sevilla
143.500 €;;/comprar/piso-arco_norte_la_alqueria41704-42533746040_100200/;Arco Norte-La Alquería (Distrito Zona Centro. Dos Hermanas);;"Piso vpo en arco norte, amplio y luminoso.
Magnifico piso en una de las zonas privilegiadas de dos hermanas, el cual consta de am...";37.29817836;-5.931147702;3 habs.;2 baños;80 m²;sevilla
280.000 €;;/comprar/chalet-bollullos_de_la_mitacion_centro_urbano41110-25036304051_101800/;Bollullos de la Mitación;;"Oportunidad en urbanización ""la juliana""
Bonito chalet independiente de 160 m² en parcela de 551 m². 
Vivienda de dos plantas dist...";37.3138464;-6.170708;3 habs.;2 baños;160 m²;sevilla
140.000 €;;/comprar/piso-pino_montano41015-45071511309_100200/;Pino Montano (Distrito Norte. Sevilla Capital);;¡Oportunidad única en pino montano! Te presentamos este magnífico piso ubicado en la zona de los oficios, justo frente al hermoso ...;37.4233549;-5.9594926;3 habs.;1 baño;80 m²;sevilla
179.200 €;Piso en Avenida de José Rodríguez de la Borbolla Camoyán,  s/n;/comprar/piso-montequinto_el_colmenar41704-44209113721_109700/;Montequinto-El Colmenar (Dos Hermanas);;Piso en un inmueble de obra nueva de 87 m2 de superficie construida y situado en la zona de Dos Hermanas. Está estructurado en 2 habitaciones.;37,315149;-5,931887;2 habs.;2 baños;87 m²;sevilla
85.000 €;;/comprar/piso-doctor_fedriani41009-45869638393_100200/;Doctor Fedriani (Distrito Macarena. Sevilla Capital);8ª planta;"El rocio. Piso con ascensor en 8ªplanta de 55m², 2 dormitorios,( antes 3),salón, cocina y baño.
A 2min del hospital virgen de maca...";37.4086985;-5.9816757;2 habs.;1 baño;57 m²;sevilla
69.000 €;;/comprar/piso-la_oliva_poligono_sur41013-44183589289_521538/;La Oliva-Polígono Sur (Distrito Sur. Sevilla Capital);Entresuelo;"""fantástico piso en las letanias. Consta de salón-comedor, cocina totalmente amueblada, 3 dormitorios, 1 baños terraza.

Si desea ...";37.3607542;-5.9633972;3 habs.;1 baño;77 m²;sevilla
263.000 €;;/comprar/chalet-espartinas_centro_urbano-37518376966_103800/;Espartinas;;Estupenda casa pareada en espartinas, parcela de 255 metrios aproximadamente, consta de vivienda de 170 metros, con 4 dormitorios,...;37.383877;-6.1123768;4 habs.;;170 m²;sevilla
58.000 €;;/comprar/piso-san_jeronimo_la_bachillera41015-28413345577_525238/;San Jerónimo-La Bachillera (Distrito Norte. Sevilla Capital);Bajo;Estupendo local diáfano con posibilidad de usarlo como vivienda con cedula de habitualidad de 83 m en una zona muy tranquila y rod...;37.432506396;-5.980506075;2 habs.;2 baños;83 m²;sevilla
154.900 €;;/comprar/casa-nervion_ciudad_jardin41005-39192082383_525238/;Ciudad Jardín (Distrito Nervión. Sevilla Capital);;Alva ross inmobiliaria real estate les ofrece esta fantástica casa (antes local)urbana en un sitio muy céntrico de marques pickman...;37.3810791;-5.9616316;3 habs.;1 baño;125 m²;sevilla
216.777 €;;/comprar/apartamento-cerro_amate_el_cerro41006-43388209303_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);Bajo;"Obra nueva. Próxima entrega. 
Bienvenido a tu nuevo hogar en nuestro exclusivo edificio residencial!
Su ubicación privilegiada, en...";37.3692185;-5.9531922;2 habs.;1 baño;98 m²;sevilla
209.000 €;Casa adosada en Avenida de Europa, nº 00;/comprar/casa_adosada-montequinto_el_colmenar-34206393574_500593/;Montequinto-El Colmenar (Dos Hermanas);;"Adosado en virgen del pilar, buena zona, muy soleado, con muchísimas posibilidades y una gran oportunidad debido a su precio. 
Cue...";37.336537998547016;-5.934692975077095;4 habs.;3 baños;140 m²;sevilla
247.000 €;Ático en Avenida de la Navegación,  s/n;/comprar/atico-nuevo_bulevar-3841615831_109700/;Nuevo Bulevar (Mairena del Aljarafe);;P 6 3ºa. Ático en un edificio de obra nueva de 84 m² de superficie construida y ubicado en la zona de mairena del aljarafe, enclav...;37.333396239;-6.073033529;3 habs.;2 baños;84 m²;sevilla
57.260 €;;/comprar/casa_unifamiliar-lebrija_centro_urbano-45010968776_100200/;Lebrija;;"Zona blas infante.

Casa unifamiliar de 2 plantas que consta de:
· salón.
· cocina.
· lavadero.
· trastero.
· patio con posibilida...";36.9247164;-6.0831531;3 habs.;;86 m²;sevilla
240.000 €;;/comprar/casa_adosada-san_jeronimo_la_bachillera41015-44260543234_100200/;San Jerónimo-La Bachillera (Distrito Norte. Sevilla Capital);;"Se vende magnífico chalet adosado en san jerónimo

La vivienda consta de 348 m² repartidos en 4 plantas distribuidas de la siguien...";37.4307935;-5.9830526;6 habs.;2 baños;122 m²;sevilla
270.500 €;Piso en Avenida Palmas Altas,  Rodas nº 7;/comprar/piso-bellavista_la_palmera_bellavista41014-45090166255_109700/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);;Piso en un edificio de obra nueva de 159 m² de superficie construida y ubicado en la zona de sevilla capital, con orientación oest...;37.334161;-5.981342;2 habs.;2 baños;159 m²;sevilla
283.000 €;;/comprar/casa_adosada-san_juan_de_aznalfarache_barrio_alto-42588893207_100500/;Barrio Alto (San Juan de Aznalfarache);;Te presentamos ésta preciosa casa, oportunidad de vivir en un sitio tranquilo, muy bien comunicado y cerca de todos los servicios,...;37.3511981;-6.0294282;4 habs.;3 baños;170 m²;sevilla
