precio;sub_descr;href;ubicacion;planta;otros;latitude;longitude;habitaciones;banios;mt2;CCAA
79.000 €;;/comprar/piso-ecija_centro_urbano-45024071159_100200/;Écija;;"Se vende piso en zona el carmen en écija, en calle el carmen, de 56m² construidos.
El inmueble dispone de 1 habitación y baño comp...";37.5420162;-5.0842625;1 hab.;1 baño;56 m²;sevilla
208.000 €;;/comprar/piso-montequinto_el_colmenar41089-41688697704_525600/;Montequinto-El Colmenar (Dos Hermanas);3ª planta;¡No pierdas la oportunidad de vivir en este precioso piso ubicado en la avenida europa, en el edificio olmos! Este inmueble cuenta...;37.332970534;-5.926582482;3 habs.;2 baños;90 m²;sevilla
298.000 €;;/comprar/piso-san_jose_san_carlos_fontanal41003-45058811200_522565/;San José-San Carlos-Fontanal (Distrito San Pablo-Santa Justa. Sevilla Capital);3ª planta;Amplia vivienda, situada en tercera planta de edificio cuidado de principio de los años 70, en plena puerta osario, junto a calle ...;37.3929265;-5.9826367;4 habs.;2 baños;136 m²;sevilla
137.000 €;;/comprar/piso-la_salle_pino_flores-45084951525_100200/;La Salle-Pino Flores (Distrito Macarena. Sevilla Capital);1ª planta;Tecnocasa vende en exclusiva este magnífico piso en venta en avenida alcalde manuel del valle con ascensor, distribuido en 3 dormi...;37.409287;-5.9713046;3 habs.;;57 m²;sevilla
340.000 €;;/comprar/piso-triana_casco_antiguo41010-44167718142_101800/;Triana Casco Antiguo (Distrito Triana. Sevilla Capital);1ª planta;Descubre tu próximo hogar en el corazón de triana! Este fantástico piso de 100m², ubicado en una primera planta, te ofrece una vid...;37.3826455;-6.0019238;3 habs.;2 baños;100 m²;sevilla
A consultar;;/comprar/piso-lebrija_centro_urbano-44202180696_995571/;Lebrija;2ª planta;Vendemos piso de 100m² en lebrija, ubicado en la zona las carrascosas, dispone de 3 dormitorios, amplio y luminoso salón con aire ...;36.923970756;-6.077806817;3 habs.;2 baños;101 m²;sevilla
1.200.000 €;;/comprar/finca_rustica-castilblanco_de_los_arroyos_centro_urbano-43415740325_100500/;Castilblanco de los Arroyos;;"Se trata de una finca rustica situada en el municipio de castilblanco de los arroyos ( sevilla).
Con una extensión de 170 hectárea...";37.7190334;-6.1133082;;;170 m²;sevilla
599.000 €;;/comprar/casa-alfalfa41003-39259350638_521269/;Alfalfa (Distrito Casco Antiguo. Sevilla Capital);;"¡Magnifica casa en la puerta osario!
Casa con una superficie construida de 204 m² y parcela de 68 m², que se distribuye en 4 plant...";37.3937126;-5.9850827;4 habs.;2 baños;204 m²;sevilla
131.050 €;;/comprar/apartamento-parque_alcosa_jardines_del_eden41019-44244178469_100500/;Parque Alcosa-Jardines del Edén (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);Bajo;"Piso muy tranquilo en pleno parque alcosa.
La vivienda consta de tres habitaciones, un baño y patio interior, siendo sus ventanas ...";37.4087756;-5.9190182;3 habs.;1 baño;82 m²;sevilla
68.050 €;;/comprar/casa_unifamiliar-lebrija_centro_urbano-43367759612_100200/;Lebrija;;"Blas infante.
Casa de 2 plantas de 113 m² de solar y 96 m² construidos que consta de:
 Salón.
 Cocina.
 Lavadero.
 Trastero.
 Pati...";36.924157;-6.0844278;3 habs.;;83 m²;sevilla
155.000 €;;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-43340584782_100200/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);3ª planta;"Tecnocasa te ofrece este estupendo de piso vpo en calle sendai.
El inmueble consta de salón, cocina, tres habitaciones, dos baños ...";37.4071471;-5.9172081;3 habs.;;83 m²;sevilla
125.000 €;;/comprar/chalet_unifamiliar-castilblanco_de_los_arroyos_centro_urbano-43375930548_528078/;Castilblanco de los Arroyos;;¡No dejes pasar esta oportunidad única! Se vende hermoso chalet independiente en una parcela de 2.500 m², con una casa de 93 m² pe...;37.6770511;-5.9920099;3 habs.;1 baño;2.500 m²;sevilla
324.000 €;;/comprar/chalet-bollullos_de_la_mitacion_centro_urbano41110-43333883321_100500/;Bollullos de la Mitación;;Estupendo chalet independiente de esquina, en una de las zonas más demandadas y exclusivas de bollullos de la mitación, exactament...;37.3452891;-6.1425872;6 habs.;3 baños;268 m²;sevilla
432.000 €;;/comprar/chalet-zona_avenida_de_juan_diego-43408190055_100500/;Zona Avenida de Juan Diego (Bormujos);;"Chalet unifamiliar en venta junto al parque los álamos ii, bormujos.

Características básicas:

-357 m² construidos en parcela de ...";37.372855;-6.0766813;6 habs.;5 baños;357 m²;sevilla
94.000 €;;/comprar/piso-doctor_fedriani41009-25882008517_100200/;Doctor Fedriani (Distrito Macarena. Sevilla Capital);3ª planta;"Av. San lazaro. Piso en 3ªplanta de 56m². 3 dormitorios exteriores, cocina, salón luminoso y baño con placa ducha. Reformado.

A t...";37.4092154;-5.983683;3 habs.;1 baño;56 m²;sevilla
239.990 €;Casa adosada en Avenida de Europa, nº 00;/comprar/casa_adosada-montequinto_el_colmenar-1715289193_500593/;Montequinto-El Colmenar (Dos Hermanas);;Adosado en venta en urbanización lomas de quintos, junto al colegio europa, polideportívo,  piscina cubierta y parque de los pinos...;37.3365;-5.93469;4 habs.;3 baños;135 m²;sevilla
171.000 €;Piso en Avenida de las Ciencias, 3;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-4444673687_109700/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);Bajo;Portal 1 - planta baja - puerta e. Piso en un edificio de obra nueva de 79 m² de superficie construida y ubicado en la zona de sev...;37.3921537;-5.9203836;2 habs.;2 baños;79 m²;sevilla
370.000 €;Casa adosada en calle calle Ug5 & Ug6 del P.P Sen-1,  S/N;/comprar/casa_adosada-montequinto_el_colmenar41089-4594560211_109700/;Montequinto-El Colmenar (Dos Hermanas);;Vivienda 14. Casa adosada de obra nueva, de 141 m² de superficie construida, y ubicada en la zona de soto de la vega.  Está distri...;37.3328544;-5.925932;5 habs.;4 baños;141 m²;sevilla
55.000 €;;/comprar/piso-san_juan_de_aznalfarache_barrio_alto-42580717913_520505/;Barrio Alto (San Juan de Aznalfarache);4ª planta;"¡Increíble oportunidad! 

Piso en venta en una ubicación privilegiada, entre la plaza de la constitución y la plaza del auditorio....";37.3573146;-6.0347333;3 habs.;1 baño;67 m²;sevilla
130.000 €;;/comprar/piso-alcala_de_guadaira_la_paz-42522676615_100500/;La Paz (Alcalá de Guadaíra);Bajo;"Piso de dos dormitorio totalmente amueblado.
Totalmente nuevo para entrar directamente a vivir , en un residencial muy familiar, c...";37.342118241;-5.834000815;2 habs.;1 baño;65 m²;sevilla
259.900 €;;/comprar/casa-la_rinconada_centro_urbano-27596744655_525238/;La Rinconada;;Casa en venta en tarazona en una zona super tranquila y muy bien ubicada para llegar al centro de sevilla. Consta de 4 dormitorios...;37.4140895;-5.8325744;4 habs.;2 baños;200 m²;sevilla
180.000 €;;/comprar/piso-mairena_del_aljarafe_ciudad_del_aljarafe-45018179210_527869/;Ciudad del Aljarafe (Mairena del Aljarafe);2ª planta;Estupendo piso vpo en ciudad almar, mairena del aljarafe, situado detrás del circuito 1 de ciudad expo, rodeado de todo tipo de se...;37.3457759;-6.0459115;3 habs.;2 baños;79 m²;sevilla
119.990 €;;/comprar/piso-cerro_amate_el_cerro41006-45016612036_100200/;El Cerro (Distrito Cerro Amate. Sevilla Capital);;Calle juan talavera heredia, piso en primera planta, reformado y amueblado, consta de: recibidor, salón comedor, terraza, cocina, ...;37.369387;-5.9544351;3 habs.;;58 m²;sevilla
134.100 €;;/comprar/casa_rustica-el_cuervo_de_sevilla_centro_urbano-45048795189_100200/;El Cuervo de Sevilla;;"Zona el cubo (el cuervo).

Finca rústica de 9.392 m² útiles que constan de:
· nave diáfana con; salón, comedor, cocina, habitación...";36.8593306;-6.0286063;5 habs.;;204 m²;sevilla
115.000 €;;/comprar/duplex-oromana-39261547257_517213/;Oromana (Alcalá de Guadaíra);1ª planta;Dúplex con encanto, salón comedor con cocina abierta totalmente equipada, dormitorio y baño en la planta principal, en  planta baj...;37.3290405;-5.8577574;2 habs.;2 baños;87 m²;sevilla
185.000 €;Piso en calle Clemente Hidalgo, 92;/comprar/piso-nervion_barrio41005-4505969423_109700/;Nervión (Distrito Nervión. Sevilla Capital);Bajo;Bajo C. Piso en una finca de obra nueva de 55 m2 de superficie construida y emplazado en la zona de Sevilla Capital, posicionado en planta baja. Está dispuesto en 2 habitaciones, 1 baño completo y terraza. Cuenta como extras garaje y trastero.;37,3821002;-5,9602688;2 habs.;1 baño;55 m²;sevilla
310.000 €;Piso en Gran Plaza, 2;/comprar/piso-nervion_barrio41005-39201427814_100500/;Nervión (Distrito Nervión. Sevilla Capital);2ª planta;Se trata de un piso en plena gran plaza, que originalmente tenía vestíbulo de entrada, salón-comedor, 4 dormitorios, 2 baños ,coci...;37.3813;-5.96615;6 habs.;4 baños;151 m²;sevilla
280.750 €;Piso en calle Nuevo Bulevar Esq. Con Ctra. Armensilla,  S/N;/comprar/piso-nuevo_bulevar-4454447766_109700/;Nuevo Bulevar (Mairena del Aljarafe);3ª planta;Portal 3, 3º c. Piso en un inmueble de obra nueva de 111 m² de superficie construida y situado en la zona de mairena del aljarafe,...;37.3333;-6.06233;3 habs.;2 baños;111 m²;sevilla
215.000 €;;/comprar/piso-san_juan_de_aznalfarache_barrio_alto-41670174421_100500/;Barrio Alto (San Juan de Aznalfarache);1ª planta;Mis días empiezan temprano… créeme, cuando tienes una familia grande, no importa sacrificar horas de sueño para tomar un café tran...;37.3544815;-6.0282728;3 habs.;2 baños;100 m²;sevilla
180.000 €;;/comprar/piso-doctor_fedriani41009-44265440128_100200/;Doctor Fedriani (Distrito Macarena. Sevilla Capital);2ª planta;La vivienda que hoy te presentamos además de cumplir con estas características se encuentra junto al hospital macarena, a escasos ...;37.40975;-5.9863777;3 habs.;;85 m²;sevilla
386.400 €;;/comprar/casa-bellavista_la_palmera_bellavista41014-23370921922_109700/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);;Casa de obra nueva, de 163 m² de superficie construida, y emplazada en la zona de sevilla capital.  Está dispuesta en 4 habitacion...;37.3228536;-5.9699382;4 habs.;3 baños;163 m²;sevilla
295.000 €;;/comprar/piso-parlamento41009-42539110741_101800/;Parlamento (Distrito Macarena. Sevilla Capital);2ª planta;Piso en venta separado en dos pisos independientes, uno con 3 dormitorios, cocina office con salón, 1 baño completo , reformado , ...;37.4034366;-5.9920714;4 habs.;2 baños;128 m²;sevilla
180.000 €;;/comprar/casa_adosada-huevar_del_aljarafe_centro_urbano-19205787951_100500/;Huévar del Aljarafe;;Espectacular casa señorial de 367 m² en el centro. Ha leido bien, gran inmueble que cuenta con dos amplios salones, seis habitacio...;37.354127864;-6.27545853;6 habs.;4 baños;367 m²;sevilla
250.000 €;Piso en calle Maimónides,  S/N;/comprar/piso-nuevo_bulevar-3290819388_109700/;Nuevo Bulevar (Mairena del Aljarafe);Bajo;Vi-b-5-0-b. Piso en un inmueble de obra nueva de 114 m² de superficie construida y situado en la zona de mairena del aljarafe, aco...;37.3333;-6.06975;3 habs.;2 baños;114 m²;sevilla
180.000 €;;/comprar/casa_adosada-la_hacienda_nueva_andalucia41703-44225936352_100200/;La Hacienda-Nueva Andalucía (Dos Hermanas);;Las portadas: casa de dos plantas situada en el barrio de las portadas tiene 253 m² de solar y consta de un patio delantero de 168...;37.265755411;-5.939322416;3 habs.;;140 m²;sevilla
167.000 €;;/comprar/piso-bellavista_la_palmera_bellavista41012-27565991118_525238/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);Bajo;Piso con muy buena ubicación, reformado y muy cuidado con una habitación cocina muy amplia y porche delantero;37.3467912;-5.9817784;1 hab.;1 baño;70 m²;sevilla
70.000 €;;/comprar/apartamento-sanlucar_la_mayor_centro_urbano-31727195336_103800/;Sanlúcar la Mayor;Bajo;"¡Sin honorarios de inmobiliaria!
¡Ocasión inversores! Apartamento en venta de 52m²,  ubicado  en la localidad de sanlúcar la mayor...";37.3815671;-6.2037201;1 hab.;1 baño;52 m²;sevilla
449.000 €;Casa en calle de los Hermanos Machado;/comprar/casa-olivares_centro_urbano-35066922297_515011/;Olivares;;Esta casa rodeada de 5.650 m² de terreno cuenta con distintas edificaciones, siendo una opción ideal tanto para uso de vivienda co...;37.415655128374574;-6.155876164333004;4 habs.;6 baños;415 m²;sevilla
145.000 €;;/comprar/casa_rustica-la_puebla_del_rio_centro_urbano-34224737940_100200/;La Puebla del Río;;Los muleros.-puebla. Terreno rústico 1250 m². Piscina y casa 120 m² con 4 dorm y 2 baños. Tratero, zona de barbacoa y baño exterio...;37.2644297;-6.0612938;4 habs.;;130 m²;sevilla
220.000 €;;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-43422244029_100500/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);6ª planta;¿Estás buscando un piso ideal para tu familia? ¡Tenemos la solución! Este inmueble se encuentra en una de las zonas principales de...;37.38817956;-5.920135237;4 habs.;;139 m²;sevilla
75.500 €;;/comprar/casa-los_molares_centro_urbano-20894384515_106700/;Los Molares;;Se vende casa en los molares que da a dos calles, la parte de atrás no da a vecinos por lo que es muy tranquila. Se distribuye en ...;37.159213836;-5.716898429;4 habs.;2 baños;149 m²;sevilla
277.000 €;;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-44254817138_100200/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);2ª planta;"¿Sueñas con vivir en sevilla este? Tecnocasa tiene el piso que deseas.

Te ofrecemos este exclusivo piso totalmente reformado de v...";37.399132031;-5.924714965;4 habs.;;103 m²;sevilla
242.000 €;Piso en calle de León XIII, 89;/comprar/piso-leon_xiii_cruz_roja41009-2468196958_109700/;León XIII-Cruz Roja (Distrito Macarena. Sevilla Capital);Bajo;Escalera 2, bajo a. Piso en un edificio de obra nueva de 108 m² de superficie construida y ubicado en la zona de sevilla capital, ...;37.4064239;-5.9830675;2 habs.;2 baños;108 m²;sevilla
165.000 €;Piso en calle Afán de Ribera, 36;/comprar/piso-cerro_amate_el_cerro41006-43362976275_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);1ª planta;"¡Descubre tu nuevo hogar de obra nueva!
Esta maravillosa vivienda en planta primera con ascensor te ofrece dos opciones de distrib...";37.3741;-5.96087;2 habs.;1 baño;59 m²;sevilla
87.000 €;;/comprar/piso-san_pablo_santa_justa_san_pablo41007-45854427574_100200/;San Pablo (Distrito San Pablo-Santa Justa. Sevilla Capital);;Piso de dos dormitorios (anteriormente tres), baño, cocina y salón. Cuarta planta sin ascensor. Amueblado y con alguna reforma. Co...;37.3862879;-5.990607;2 habs.;;66 m²;sevilla
159.000 €;;/comprar/piso-lebrija_centro_urbano-45005077870_100200/;Lebrija;;"Zona barriada del torres.

Ático de 400m² con ascensor privado que consta de:
· recibidor.
· salón.
· 2 cocinas.
· 3 dormitorios
·...";36.9237891;-6.073943;;;140 m²;sevilla
94.900 €;;/comprar/piso-lora_del_rio_centro_urbano-43410864085_108900/;Lora del Río;;Magnifico piso en buena zona de lora del río, el inmueble consta de 105 metros cuadrados distribuidos en recibidor, amplio salón c...;37.6603541;-5.5261218;3 habs.;1 baño;105 m²;sevilla
630.360 €;;/comprar/chalet-dos_hermanas_la_motilla41703-44260687471_521710/;La Motilla (Dos Hermanas);;"Chalet en venta situado en la urbanización la motilla.

Esta magnífica vivienda con 568 m² de parcela, consta de sótano, planta ba...";37.2832147;-5.9486318;4 habs.;3 baños;568 m²;sevilla
156.000 €;;/comprar/chalet-castilblanco_de_los_arroyos_centro_urbano-43338306369_100500/;Castilblanco de los Arroyos;;"Este chalet está situado en la urbanización dehesa de campoamor; posee vigilancia privada, helipuerto, con calificación de urbana ...";37.726166;-6.105907;5 habs.;1 baño;163 m²;sevilla
175.000 €;Piso en calle Afán de Ribera, 36;/comprar/piso-cerro_amate_el_cerro41006-43380143096_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);1ª planta;Vivienda de obra nueva en primera planta con ascensor, que consta de dos habitaciones, un baño y un amplio salón comedor cocina te...;37.3741;-5.96087;2 habs.;1 baño;68 m²;sevilla
475.000 €;;/comprar/casa_adosada-casco_antiguo_arenal41001-43347465265_100500/;Arenal (Distrito Casco Antiguo. Sevilla Capital);;Magnífica casa/edificio de cuatro plantas en el centro histórico de la ciudad. Rodeada de las principales atracciones turísticas d...;37.3872721;-5.9955605;9 habs.;4 baños;160 m²;sevilla
133.000 €;;/comprar/apartamento-la_algaba_centro_urbano-43337362360_100500/;La Algaba;Bajo;"Magnifico piso en una de las mejores zonas de la algaba, 
Construido en el año 2006, en una segunda planta con ascensor, consta de...";37.4568612;-6.011179;2 habs.;2 baños;72 m²;sevilla
290.000 €;;/comprar/piso-elcano_los_bermejales41012-40024941854_100500/;Elcano-Los Bermejales (Distrito Bellavista-La Palmera. Sevilla Capital);1ª planta;Magnífica vivienda de dos habitaciones y dos baños, salón comedor, cocina independiente, terraza lavadero, plaza de aparcamiento y...;37.3439822;-5.9753232;2 habs.;2 baños;104 m²;sevilla
340.000 €;;/comprar/piso-tabladilla_bami41013-44212943479_100200/;Tabladilla-Bami (Distrito Sur. Sevilla Capital);;"Piso señorial en venta en la misma avenida manuel siurot, junto a la av. La palmera.
Especialmente luminoso 
Exterior en todas su...";37.3635315;-5.9816241;4 habs.;;97 m²;sevilla
85.000 €;;/comprar/piso-osuna_centro_urbano-44177163442_510829/;Osuna;2ª planta;Plaza de la pastora. Amplio piso en 2ª planta que consta de: entrada, cocina amueblada, salón con aire acondicionado, 3 dormitorio...;37.2409035;-5.107479;3 habs.;1 baño;88 m²;sevilla
372.400 €;Ático en Avenida Montequinto,  S/N;/comprar/atico-montequinto_el_colmenar41089-4573859457_109700/;Montequinto-El Colmenar (Dos Hermanas);;Tipo xs. Ático en un edificio de obra nueva de 103 m² de superficie construida y ubicado en la zona de montequinto. Está distribui...;37.3332282;-5.9366368;3 habs.;2 baños;103 m²;sevilla
247.000 €;Ático en Avenida de la Navegación,  s/n;/comprar/atico-nuevo_bulevar-3841615831_109700/;Nuevo Bulevar (Mairena del Aljarafe);;P 6 3ºA. Ático en un edificio de obra nueva de 84 m2 de superficie construida y ubicado en la zona de Mairena del Aljarafe, enclavado en planta 3. Está distribuido en 3 habitaciones, 2 baños completos y terraza. Incluye extras como ascensor, garaje y trastero.;37,333396239;-6,073033529;3 habs.;2 baños;84 m²;sevilla
229.000 €;;/comprar/casa_adosada-arco_norte_la_alqueria41704-45058920491_100500/;Arco Norte-La Alquería (Distrito Zona Centro. Dos Hermanas);;Justo lo que estás buscando para formar un hogar. Casa adosada en av. De españa, una de las zonas más demandadas de dos hermanas, ...;37.2928983;-5.9209661;3 habs.;2 baños;96 m²;sevilla
108.500 €;;/comprar/piso-ecija_centro_urbano-44265681402_100200/;Écija;;"Se vende piso en zona del arroyo en écija, en calle juan paez, de 128m² construidos.
El inmueble con 60m² dispone de 2 habitacione...";37.5391351;-5.0851392;2 habs.;1 baño;128 m²;sevilla
238.000 €;;/comprar/casa_adosada-zona_plazas_el_arenal_la_polvora41701-40876926192_101800/;Zona Plazas El Arenal-La Pólvora (Distrito Zona Centro. Dos Hermanas);;Adosado de dos plantas que consta en planta baja de porche delantero, hall de entrada, dormitorio doble acondicionado como despach...;37.28502;-5.9276978;4 habs.;2 baños;155 m²;sevilla
69.950 €;;/comprar/chalet-la_roda_de_andalucia_los_perez-45035745163_100500/;Los Pérez (La Roda de Andalucía);;"¡Descubre tu refugio perfecto en la encantadora aldea de los pérez!

Ubicación y entorno
Imagina vivir en un lugar donde la tranqu...";37.196335577;-4.767368196;3 habs.;1 baño;128 m²;sevilla
60.000 €;;/comprar/piso-los_pajaritos_la_candelaria_madre_de_dios41006-44246331119_100200/;Los Pajaritos-La Candelaria-Madre de Dios (Distrito Cerro Amate. Sevilla Capital);;Barriada de la candelaría. Piso situado en calle candelera. La vivienda está reformada y consta de hall de entrada, 3 habitaciones...;37.3810077;-5.9544941;3 habs.;1 baño;57 m²;sevilla
279.000 €;;/comprar/piso-nuevo_bulevar-45020499855_510950/;Nuevo Bulevar (Mairena del Aljarafe);3ª planta;Maravilloso y luminoso piso ubicado en recinto privado en nuevo bulevar, cercano a todo tipo de servicios y comercios, así como re...;37.3387565;-6.0563101;4 habs.;2 baños;121 m²;sevilla
169.000 €;;/comprar/casa-brenes_centro_urbano-43383092244_100500/;Brenes;;Esta encantadora casa en brenes (sevilla), consta de dos plantas y ofrece la posibilidad de funcionar como dos hogares independien...;37.5510182;-5.8757897;5 habs.;2 baños;188 m²;sevilla
71.000 €;;/comprar/piso-los_pajaritos_la_candelaria_madre_de_dios41006-45930625632_527264/;Los Pajaritos-La Candelaria-Madre de Dios (Distrito Cerro Amate. Sevilla Capital);Bajo;¡Oportunidad única en la candelaria! Presentamos este acogedor piso en planta baja de 55 m², ideal para quienes buscan comodidad y...;37.3814599;-5.9557765;3 habs.;1 baño;55 m²;sevilla
350.000 €;;/comprar/casa-tomares_centro-45053585104_103800/;Centro (Tomares);;"Estupenda casa adosada en urbanización fuente de aljamar.
En el centro de tomares encontramos esta magnífica casa adosada haciendo...";37.3732998;-6.0442579;4 habs.;2 baños;170 m²;sevilla
270.000 €;;/comprar/chalet_unifamiliar-espartinas_centro_urbano-44263935342_521948/;Espartinas;;Oportunidad! Gran chalet independiente de una planta con amplia parcela, 150 m² construidos, 870 m² de parcela, amplio salón comed...;37.38805;-6.1421308;5 habs.;2 baños;140 m²;sevilla
99.900 €;;/comprar/casa-lora_del_rio_centro_urbano-44262861253_108900/;Lora del Río;;Magnifico piso independiente en pleno centro de lora del río, consta de 115 metros cuadrados distribuidos en cuatro dormitorios, a...;37.6589155;-5.5302957;4 habs.;1 baño;114 m²;sevilla
206.000 €;;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-42543902297_109300/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);7ª planta;"Te presento este estupendo piso vpo en edificio montesierra-sevilla este!

- este bonito piso está ubicado en plena avenida de las...";37.391703445;-5.920952686;3 habs.;2 baños;101 m²;sevilla
269.000 €;Casa adosada en calle Gordal, 26;/comprar/casa_adosada-palomares_del_rio_centro_urbano-4482901614_109700/;Palomares del Río;;Chalet 34. Casa adosada de obra nueva, de 132 m² de superficie construida, y ubicada en la zona de palomares del río.  Está distri...;37.3185114;-6.0765056;3 habs.;3 baños;132 m²;sevilla
253.000 €;;/comprar/piso-elcano_los_bermejales41012-45062204250_100200/;Elcano-Los Bermejales (Distrito Bellavista-La Palmera. Sevilla Capital);;"Magnifico piso en zona bermejales urbanizacion privada 
3 dormitorios.
2 baño. (uno en suite)
1 cocina
Ascensor.
Garaje.
Acabamos ...";37.3489961;-5.9812838;3 habs.;1 baño;103 m²;sevilla
350.000 €;;/comprar/piso-triana_casco_antiguo41010-41714299603_520026/;Triana Casco Antiguo (Distrito Triana. Sevilla Capital);1ª planta;Piso en venta en calle peatonal en san jacinto sevilla-triana. Esteriores: bloque en zona privativa con jardines, sleado. Distribi...;37.3846676;-6.0036859;3 habs.;2 baños;120 m²;sevilla
177.200 €;Piso en calle Berlín, 4;/comprar/piso-montequinto_el_colmenar41089-3892090743_109700/;Montequinto-El Colmenar (Dos Hermanas);2ª planta;Tipo iiis. Piso en un edificio de obra nueva de 102 m² de superficie construida y ubicado en la zona de dos hermanas, enclavado en...;37.3354227;-5.9230043;3 habs.;2 baños;102 m²;sevilla
188.999 €;;/comprar/piso-nervion_barrio41005-45919845568_527264/;Nervión (Distrito Nervión. Sevilla Capital);4ª planta;¡Descubre tu nuevo hogar en el corazón de marques de pickman! Este encantador piso de 65 m², completamente reformado en 2020, te o...;37.3810791;-5.9616316;2 habs.;1 baño;65 m²;sevilla
165.000 €;;/comprar/casa-almensilla_centro_urbano-45057435253_100500/;Almensilla;;"¡Fantástico chalet en venta cerca de sevilla!

Si buscas un hogar en un entorno tranquilo pero cercano a la ciudad, ¡Este es tu lu...";37.3074946;-6.0914539;2 habs.;1 baño;160 m²;sevilla
207.500 €;;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-44195832753_100500/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);2ª planta;¡Oportunidad única en sevilla este! Ponemos a la venta un encantador piso de vpo, situado en la emblemática avenida de las ciencia...;37.3981333;-5.9245531;3 habs.;2 baños;103 m²;sevilla
53.630 €;;/comprar/casa_pareada-el_castillo_de_las_guardas_centro_urbano-45039488939_100500/;El Castillo de Las Guardas;;Pareado en la sierra de esquina y con gran patio. Ha leído bien, ha llegado la oportunidad que esperaba. Casa situada entre encina...;37.665873536;-6.228828205;4 habs.;1 baño;174 m²;sevilla
950.000 €;;/comprar/chalet-heliopolis41012-38371864826_101800/;Heliópolis (Distrito Bellavista-La Palmera. Sevilla Capital);;"En el barrio de heliópolis. 
Se vende chalet de grandes dimensiones con posibilidad de división horizontal para tres viviendas.
Ti...";37.3542665;-5.9849496;10 habs.;4 baños;445 m²;sevilla
230.000 €;Piso en calle Columbretes,  s/n;/comprar/piso-cerro_amate-4388407348_109700/;Cerro Amate (Sevilla Capital);5ª planta;3, 5ºb. Piso en una finca de obra nueva de 123 m² de superficie construida y emplazado en la zona de sevilla capital, posicionado ...;37.3801754;-5.9148931;2 habs.;2 baños;123 m²;sevilla
233.000 €;;/comprar/piso-san_roque_la_calzada41003-45008999053_527264/;San Roque-La Calzada (Distrito Nervión. Sevilla Capital);6ª planta;"¡Descubre tu nuevo hogar en c/arroyo!
Este fantástico piso en venta de 90m² te ofrece todo lo que necesitas para vivir cómodamente...";37.39426766;-5.981812037;4 habs.;1 baño;90 m²;sevilla
299.000 €;;/comprar/piso-san_roque_la_calzada41003-39246842577_106000/;San Roque-La Calzada (Distrito Nervión. Sevilla Capital);3ª planta;"Acanto inmobiliaria le ofrece amplio y luminoso piso  en amador de los rios. !!!!
99 m² construidos, que se distribuyen en una ent...";37.3917998;-5.9830552;3 habs.;2 baños;99 m²;sevilla
240.000 €;Piso en calle Afán de Ribera, 36;/comprar/piso-cerro_amate_el_cerro41006-43424044273_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);Bajo;Vivienda de obra nueva en una excelente ubicación del cerro del águila, sevilla! Con una superficie construida de 96,45 metros cua...;37.3741;-5.96087;3 habs.;2 baños;96 m²;sevilla
575.000 €;Ático en calle Lumbreras, 35;/comprar/atico-casco_antiguo_san_lorenzo41002-4353678078_109700/;San Lorenzo (Distrito Casco Antiguo. Sevilla Capital);;Portal 1 - 2º a. Ático en un inmueble de obra nueva de 120 m² de superficie construida y situado en la zona de sevilla, acomodado ...;37.4012027;-5.9966472;3 habs.;3 baños;120 m²;sevilla
310.000 €;;/comprar/apartamento-san_bartolome_juderia41004-43422272638_100500/;San Bartolomé-Judería (Distrito Casco Antiguo. Sevilla Capital);Bajo;"Estamos antes un gran espacio de 156 m² en pleno centro de sevilla.
Actualmente es un local, al que se le está realizando el  camb...";37.3880281;-5.9888925;;2 baños;156 m²;sevilla
225.000 €;;/comprar/casa_adosada-gines_centro_urbano-43337429890_510950/;Gines;;Magnífica casa adosada en gines, con estupenda ubicación, se encuentra enfrente del parque municipal concejala dolores camino, tam...;37.3897847;-6.0808351;4 habs.;2 baños;149 m²;sevilla
