precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
830.000€;Piso de lujo en venta en Barcelona, España;https://rd.clk.thribee.com/id._1hGE1UT1hL/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.1/;Provincia de Barcelona;4  habitaciones;3  baños;157  m²;...Barcelona. Para conexiones nacionales e internacionales. Si estas buscando una vivienda muy amplia, con mucha luz natural y cálida no dejes...;Hace +30 días;LuxuryEstate;Barcelona
755.000€;Piso exclusivo de 104 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1jtun1c611_/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.2/;Provincia de Barcelona;3  habitaciones;2  baños;104  m²;...garaje para bicis, coche y motos en la misma finca. Este conjunto de tres edificios se encuentra en la zona más auténtica de Barcelona...;Hace +1 año;LuxuryEstate;Barcelona
1.425.000€;Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1ZN1m1W1Neq1R/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.3/;08008, Provincia de Barcelona;4  habitaciones;3  baños;194  m²;Impresionante piso ubicado en una excelente posición en la zona alta de Barcelona, junto a los Jardines de Villa Florida y Paseo de Bonanova...;Hace 11 días;LuxuryEstate;Barcelona
775.000€;Piso exclusivo de 104 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1h1vd1XP1N1U10/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.4/;08008, Provincia de Barcelona;3  habitaciones;2  baños;104  m²;...uno para renovar en un bonito/a edificio de estilo modernista en la prestigiosa zona de Golden Square en el distrito del Eixample de Barcelona...;Hace +30 días;LuxuryEstate;Barcelona
2.750.000€;Piso de alto standing de 340 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.XQAt301O1Y/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.5/;Provincia de Barcelona;5  habitaciones;4  baños;340  m²;En la entrada encontramos un señorial recibidor desde donde podemos acceder tanto al piso superior como al resto de estancias de la vivienda...;Hace +30 días;LuxuryEstate;Barcelona
627.000€;Piso de alto standing de 126 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1S1-1g1_1C1nPc/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.6/;08008, Provincia de Barcelona;3  habitaciones;2  baños;126  m²;...inmediatamente. En la cubierta superior se encuentra una zona comunitaria de 164m2 pensada para disfrutar de unas vistas impactantes a Barcelona...;Hace 18 días;LuxuryEstate;Barcelona
1.500.000€;Piso de lujo de 159 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1vXM1l1T1z17i/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.7/;Provincia de Barcelona;3  habitaciones;3  baños;159  m²;...planta. El edificio incluye servicio de conserjería y ascensor. En definitiva, estamos ante una propiedad única en el corazón de Barcelona...;Hace +30 días;LuxuryEstate;Barcelona
1.193.000€;Piso de alto standing de 145 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1w1RCl1u61T1v/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.8/;Provincia de Barcelona;3  habitaciones;2  baños;145  m²;...con zonas comunes y piscina comunitaria. Los pisos y plantas bajas tienen amplias terrazas que llenaran de luz cada rincón de tu nuevo hogar...;Hace +30 días;LuxuryEstate;Barcelona
1.400.000€;Piso exclusivo de 146 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1rQ1S1Rym121O/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.9/;Provincia de Barcelona;2  habitaciones;3  baños;146  m²;...tecnologías con un diseño innovador. Una oportunidad única para invertir en una propiedad verdaderamente especial en la ciudad de Barcelona...;Hace +30 días;LuxuryEstate;Barcelona
880.000€;Piso de alto standing de 150 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1u1FA1HY1S1r1v/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.20608trovit-web-7f7dc96976-qkhkw668c39db4c350/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.18/cookieid.1021157668c39db3c4952.75271265/pos.10/;08008, Provincia de Barcelona;4  habitaciones;2  baños;150  m²;Excelente piso en la Avenida Diagonal junto al Paseo de Gracia, en la Dreta de l´Eixample, en el centro de Barcelona. La vivienda está a...;Hace +30 días;LuxuryEstate;Barcelona
