precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
65.500€;Piso, Maracena;https://rd.clk.thribee.com/id.c191VW1i1wz1d/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.1/;Maracena, Provincia de Granada;1  habitaciones;1  baños;43  m²;¡Excelente oportunidad de inversión en el centro de Maracena! Este acogedor piso en venta es ideal para aquellos que buscan independizarse o para...;Hace 1 día;Idealista;Granada
339.500€;Chalet, Cajar;https://rd.clk.thribee.com/id.rzRY1y1R1Rt/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.1/;Cájar, Provincia de Granada;7 habitaciones;4 baños;457 m²;...la vivienda de sus sueños! Vivienda con 356 metros construidos, en 3 amplias plantas, en una de las mejores zonas del cinturón de Granada...;Hace 13 h 22 minutos;Idealista;Granada
358.000€;Chalet, Granada;https://rd.clk.thribee.com/id.CJh1h1v1Rno/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.2/;Granada, Provincia de Granada;4 habitaciones;2 baños;208 m²;Fantástica y amplia casa unifamiliar en Bola de Oro, frente al complejo deportivo Bola de Oro y junto a la guardería Virgen Madre. A un paso de l...;Hace 13 h 22 minutos;Idealista;Granada
179.000€;Piso, Motril;https://rd.clk.thribee.com/id.1S1M1RW01L1WP/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.2/;Motril, Provincia de Granada;3  habitaciones;2  baños;132  m²;Si te gusta la tranquilidad, este anuncio te puede interesar. Comercialización de 8 viviendas en la zona norte de Motril, en calle Jacaranda. Est...;Hace 1 día;Idealista;Granada
280.000€;Piso, Granada;https://rd.clk.thribee.com/id.1S1V1a1u1w1V1r1J/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.3/;Barrio, Valdegovía/Gaubea, Provincia de Araba/Álava;2  habitaciones;2  baños;97  m²;Precioso atico haciendo esquina junto a estacion de autobuses, orientacion sur y oeste (sol de mañana y de mediodia-tarde). Se distribuye en dos...;Hace 1 día;Idealista;Granada
149.900€;Piso, Maracena;https://rd.clk.thribee.com/id.1cV1j1d1k1RdQ/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.4/;Maracena, Provincia de Granada;4  habitaciones;2  baños;158  m²;Real Home vende en exclusiva este amplio piso en planta en el centro del pueblo de Maracena, compuesto por 4 amplios dormitorios, 2 baños complet...;Hace 1 día;Idealista;Granada
145.000€;Piso, Cuesta Escoriaza - Barranco del Abogado, Granada;https://rd.clk.thribee.com/id.19M1WrH1w13I/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.5/;Granada, Provincia de Granada;3  habitaciones;1  baños;90  m²;...homónima, en la comunidad autónoma de Andalucía. Está situada en la parte central de la comarca de la Vega de Granada, a una altitud de 680 m s...;Hace 1 día;Idealista;Granada
68.500€;Piso, Motril;https://rd.clk.thribee.com/id.1v1rla1ZS1X19/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.6/;Motril, Provincia de Granada;2  habitaciones;1  baños;65  m²;En la misma Travesía Santísimo, también conocida como la calle del cementerio, se encuentra un acogedor piso en un bloque que hace esquina. Este...;Hace 1 día;Idealista;Granada
115.000€;Piso, La Mamola;https://rd.clk.thribee.com/id.l1H1-x13k1K1Z/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.7/;La Mamola, Polopos, Provincia de Granada;2  habitaciones;1  baños;83  m²;...Granada. Bonito piso en una playa tranquila y familiar pero con buenas infraestructuras y con todos los servicios, colegio, banco, farmacia...;Hace 1 día;Idealista;Granada
94.000€;Piso, Casería de Montijo, Granada;https://rd.clk.thribee.com/id.pMO1a1V171Dp/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.8/;Montijo, Provincia de Badajoz;5  habitaciones;2  baños;85  m²;Piso con inquilinos. SOLO INVERSORES Rentabilidad: 9,57 % Renta: 750 € Propiedad con inquilinos construida en el 1975 en Granada, Granada. Es...;Hace 1 día;Idealista;Granada
120.000€;Piso, Granada;https://rd.clk.thribee.com/id.1cHiPm1V1Q2/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.9/;Zaidín;3  habitaciones;1  baños;80  m²;Junto avda de dilar y próximo a nuevo los carmenes. Tres dormitorios. Totalmente habitable. Baño reformado. Todo exterior. Soleado. Luminoso. Amp...;Hace 1 día;Idealista;Granada
249.900€;Piso, Salobreña;https://rd.clk.thribee.com/id.1PfYR1v1X1X/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.10/;Salobreña, Provincia de Granada;3  habitaciones;2  baños;91  m²;Descubre Tu Hogar de Ensueño en la Costa Tropical: Una Joya Oculta en Salobreña Impresionante Apartamento de 3 Dormitorios con Vistas Espectacula...;Hace 1 día;Idealista;Granada
115.500€;Piso, Itrabo;https://rd.clk.thribee.com/id.1Zl51v1O1N31s/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.11/;Itrabo, Provincia de Granada;4  habitaciones;2  baños;160  m²;En venta: Maravilloso ático en la serenidad de Itrabo, un lugar donde la tranquilidad es una forma de vida. Este espacioso hogar cuenta con cuatr...;Hace 1 día;Idealista;Granada
29.100€;Piso, Polígono Cartuja, Granada;https://rd.clk.thribee.com/id.y1X101x191uk3/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.12/;Granada, Provincia de Granada;3  habitaciones;2  baños;95  m²;Vivienda piso situado en un edificio residencial en la ciudad de Granada. El inmueble se encuentra ocupado ilegalmente por terceros y sin los...;Hace 1 día;Idealista;Granada
214.990€;Piso, Gran Capitán, Granada;https://rd.clk.thribee.com/id.YdLT1BM1H13/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.13/;Granada, Provincia de Granada;2  habitaciones;1  baños;108  m²;Magnífico piso en venta para inversores! Vivienda muy céntrica, en una de las mejores zonas de Granada, cerca de facultades, supermercados...;Hace 1 día;Idealista;Granada
74.900€;Piso, Granada;https://rd.clk.thribee.com/id.a1pL131RD1J1P/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.14/;Chana, Granada, Provincia de Granada;2  habitaciones;1  baños;95  m²;No se puede visitar ¡fantástica oportunidad de inversión! Se vende la NUDA PROPIEDAD de este piso en Calle Sur en Granada. La actual...;Hace 1 día;Idealista;Granada
199.000€;Piso, Gran Vía, Granada;https://rd.clk.thribee.com/id.v1t1y1h1oCQk/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.15/;Granada, Provincia de Granada;3  habitaciones;1  baños;91  m²;...inversión? Lo tenemos, te presentamos este piso de tres dormitorios, baño, salón, cocina y balcón en una de las zonas mas demandas de Granada...;Hace 1 día;Idealista;Granada
185.000€;Piso, Almuñécar;https://rd.clk.thribee.com/id.1m1I2Zi18k1t/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.16/;Almuñécar, Provincia de Granada;3  habitaciones;1  baños;102  m²;Gran piso en pleno centro de Almuñécar, unión de Carrera de la Concepción y Avd Costa del sol, junto al nuevo Mercado Municipal...;Hace 1 día;Idealista;Granada
240.000€;Piso, Almuñécar;https://rd.clk.thribee.com/id.W1zE1a51k1Z0/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.24708trovit-web-6b8f4f4cc8-j75s566a940ba89493/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.21/cookieid.102115766a940ba890161.62527138/pos.17/;Almuñécar, Provincia de Granada;2  habitaciones;2  baños;84  m²;Ponemos a la venta este precioso apartamento en la costa más demandada de Granada. Edificio La Azucarera EXCELENTE SITUACIÓN, a un minuto...;Hace 1 día;Idealista;Granada
