precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
950 €/mes;;/alquilar/casa_adosada-centro_dona_mercedes41701-42529265089_100500/;Centro-Doña Mercedes (Distrito Zona Centro. Dos Hermanas);3 habs.;3 baños;129 m²;"Adosado de 129m². Distribuido en dos plantas; cuenta con 3 habitaciones, amplio salón, cocina-comedor amueblada y equipada (frigor...";37.2801202;-5.9282639;;sevilla
2.200 €/mes;;/alquilar/piso-casco_antiguo_arenal41001-44190601036_100500/;Arenal (Distrito Casco Antiguo. Sevilla Capital);4 habs.;3 baños;205 m²;Espectacular vivienda en la mejor zona de sevilla, en la zona del arenal, al lado de la maestranza y a un minuto de la giralda. Co...;37.3849246;-5.9960743;3ª planta;sevilla
910 €/mes;;/alquilar/loft-feria_alameda41003-27511076864_510668/;Feria-Alameda (Distrito Casco Antiguo. Sevilla Capital);2 habs.;1 baño;87 m²;Centro, alameda de hércules: en exclusiva! Vivienda singular tipo loft con buenas calidades, techos altísimos abuhardillados y vig...;37.4010186;-5.9936387;;sevilla
890 €/mes;;/alquilar/casa_adosada-alcala_de_guadaira_centro-45892480183_100500/;Centro (Alcalá de Guadaíra);4 habs.;3 baños;183 m²;"Alquiler con opción a compra obligatoria: precio 299.000 (negociable) 
Hasta el 100% + gastos de financiación con las mejores cond...";37.3398971;-5.8409707;;sevilla
800 €/mes;;/alquilar/atico-casco_antiguo_arenal41001-45868148072_100500/;Arenal (Distrito Casco Antiguo. Sevilla Capital);1 hab.;1 baño;50 m²;El edificio con mucho encanto. Plaza garaje en alquiler cercana en plaza nueva. Comunidad incluida. El piso tiene mucha luz y muy ...;37.3856831;-5.9945602;;sevilla
750 €/mes;;/alquilar/piso-camas_centro_urbano-45850355770_106000/;Camas;3 habs.;1 baño;79 m²;"Se alquila piso en camas, sevilla!!!!

Amplio y luminoso piso en alquiler, con plaza de caraje incluida!!!!

Se alquila piso en la...";37.4086749;-6.0356277;3ª planta;sevilla
3.500 €/mes;;/alquilar/chalet-montequinto_el_colmenar41089-45886925301_101800/;Montequinto-El Colmenar (Dos Hermanas);5 habs.;3 baños;606 m²;"Magnífico chalet en cerros de montequinto:

- ubicación: en la prestigiosa zona de los cerros, monte quinto, a solo un minuto a p...";37.3279244;-5.9390502;;sevilla
1.200 €/mes;;/alquilar/chalet_unifamiliar-carmona_centro_urbano-44189634083_516479/;Carmona;3 habs.;3 baños;180 m²;Estupendo chalet independiente en pino grande de una sola planta muy luminosa en urbanización cerrada con vigilancia de 24h y fáci...;37.4348218;-5.8200438;;sevilla
1.100 €/mes;;/alquilar/atico-feria_alameda41003-42556230942_106000/;Feria-Alameda (Distrito Casco Antiguo. Sevilla Capital);2 habs.;1 baño;61 m²;"Acanto inmobiliaria le ofrece bonito ático dulplex en pleno centro de sevilla  amueblado. !!!!
61 m² que se distribuyen en dos pla...";37.3968965;-5.9921835;;sevilla
900 €/mes;;/alquilar/casa_adosada-umbrete_centro_urbano-45010268325_100500/;Umbrete;3 habs.;3 baños;108 m²;Fincax ofrece en alquiler sin amueblar, una vivienda adosada de diseño moderno y elegante! A estrenar, en umbrete a sólo 15 minuto...;37.3650968;-6.1588854;;sevilla
700 €/mes;Ático en calle Jose Maria Olazabal, nº 17;/alquilar/atico-las_pajanosas-44266393991_106000/;Las Pajanosas (Guillena);2 habs.;1 baño;82 m²;Oportunidad atico exclusivo en urb. Hato verde! Disponible a partir del 1 de julio. Precioso ático en alquiler por 700 euros/mes d...;37.3176;-5.95091;;sevilla
850 €/mes;;/alquilar/apartamento-alfalfa41004-45021789664_516479/;Alfalfa (Distrito Casco Antiguo. Sevilla Capital);1 hab.;1 baño;75 m²;"Home international pone en alquiler este magnífico apartamento con bonito patio en pleno centro.  

El piso dispone, de aire acond...";37.3913693;-5.992155;1ª planta;sevilla
1.900 €/mes;;/alquilar/chalet_unifamiliar-bormujos_centro-83351853775_516479/;Centro (Bormujos);4 habs.;3 baños;350 m²;"Disponible a partir del 1 de septiembre. 

Home international pone en alquiler y en venta este magnifico chalet independiente. Ubi...";37.3658389;-6.083441;;sevilla
750 €/mes;;/alquilar/piso-san_roque_la_calzada41018-45918668678_100500/;San Roque-La Calzada (Distrito Nervión. Sevilla Capital);1 hab.;1 baño;55 m²;"Estupendo apartamento amueblado junto a la avenida de la buhaira, zona de las más cotizadas de sevilla.
La vivienda tiene aproxima...";37.3879592;-5.9769597;1ª planta;sevilla
975 €/mes;;/alquilar/piso-encarnacion_regina41002-45051230821_100500/;Encarnación-Regina (Distrito Casco Antiguo. Sevilla Capital);1 hab.;1 baño;60 m²;Entre la basílica del gran poder y la popular alameda de hércules encontramos este estupendo apartamento amueblado, ubicado en una...;37.3940672;-5.9953208;1ª planta;sevilla
900 €/mes;;/alquilar/piso-zona_esperanza_de_triana41010-45068673649_995624/;Zona Esperanza de Triana (Distrito Triana. Sevilla Capital);2 habs.;1 baño;75 m²;Estudiantes o trabajadores. Piso en una zona de triana con todos los servicios alrededor, metro bus, alimentación, ocio, etc. Solo...;37.3774641;-6.0064878;3ª planta;sevilla
900 €/mes;;/alquilar/piso-villegas_los_principes41009-35890809710_100500/;Villegas-Los Príncipes (Distrito Macarena. Sevilla Capital);3 habs.;1 baño;74 m²;"Piso solo para estudiantes

Se alquila solo a estudiantes y por un periodo mínimo de un año piso amueblado en perfecto estado en 1...";37.4098271;-5.9797741;1ª planta;sevilla
450 €/mes;;/alquilar/piso-pino_montano41015-39176042746_101800/;Pino Montano (Distrito Norte. Sevilla Capital);2 habs.;1 baño;50 m²;Alquiler subvencionado por la consejería de fomento y vivienda de la junta de andalucia, en régimen de alquiler  (con garaje y tra...;37.4257581;-5.9711338;;sevilla
1.100 €/mes;Piso en Ronda de Triana;/alquilar/piso-barrio_leon_el_tardon_blas_infante41010-33361637399_515011/;Barrio León-El Tardón-Blas Infante (Distrito Triana. Sevilla Capital);2 habs.;2 baños;75 m²;"Excelente piso a estrenar con garaje opcional, exclusividad y altas calidades en triana

Esta promoción cuenta con 6 viviendas y p...";37.38912485623211;-6.010474852445418;1ª planta;sevilla
1.500 €/mes;;/alquilar/piso-los_remedios_barrio41011-45849301178_995624/;Los Remedios (Distrito Los Remedios. Sevilla Capital);4 habs.;2 baños;115 m²;Estudiantes. Estupendo piso entre virgen de lujan y república ärgentina, se entrega completamente amueblado y cocina reformada, di...;37.3772718;-5.9999221;3ª planta;sevilla
1.700 €/mes;;/alquilar/chalet-espartinas_centro_urbano-39229104872_103800/;Espartinas;7 habs.;3 baños;400 m²;"¡¡¡ Gran chalet con piscina en espartinas !!!

Disponibilidad: segunda quincena de julio y de septiembre. 
Gran chalet de 400 m² e...";37.3920824;-6.1340256;;sevilla
800 €/mes;;/alquilar/piso-los_remedios_barrio41011-45037217797_106000/;Los Remedios (Distrito Los Remedios. Sevilla Capital);1 hab.;1 baño;45 m²;¡Bienvenidos a su nuevo hogar en el encantador barrio de los remedios! Presentamos un excelente apartamento en alquiler ubicado en...;37.3748173;-5.9963143;2ª planta;sevilla
1.100 €/mes;Piso en calle Espartinas, 2;/alquilar/piso-zona_esperanza_de_triana41010-45074721869_995624/;Zona Esperanza de Triana (Distrito Triana. Sevilla Capital);3 habs.;1 baño;85 m²;Estudiantes. Fantástico piso en una de las principales calle del barrio de triana, metro, bus, supermercados, ocio, centro de salu...;37.38028;-6.005723;8ª planta;sevilla
600 €/mes;;/alquilar/piso-alcala_del_rio_centro_urbano-45013644597_523453/;Alcalá del Río;2 habs.;1 baño;70 m²;"Kámaraljarafe, la agencia que te acompaña a tu nuevo hogar.
Descubre este fantástico piso en alcalá del río, de 68 metros útiles, ...";37.5178606;-5.9791237;Bajo;sevilla
870 €/mes;;/alquilar/piso-nervion_ciudad_jardin41005-45834533978_501075/;Ciudad Jardín (Distrito Nervión. Sevilla Capital);3 habs.;1 baño;93 m²;. Piso amplio con muy buena situación y excelentes comunicaciones, a escasos minutos a pie del campo universitario, estación de sa...;37.3752579;-5.9674885;3ª planta;sevilla
1.000 €/mes;;/alquilar/piso-casco_antiguo_arenal41001-45837600805_100500/;Arenal (Distrito Casco Antiguo. Sevilla Capital);2 habs.;1 baño;70 m²;"Estupendo piso amueblado en pleno centro de sevilla, exterior, con grandes ventanales.
Se trata de un piso bajo, con aproximadamen...";37.388145;-5.9988701;;sevilla
1.350 €/mes;;/alquilar/piso-triana_casco_antiguo41010-44174496893_523453/;Triana Casco Antiguo (Distrito Triana. Sevilla Capital);3 habs.;1 baño;94 m²;"Kámaraljarafe, la agencia que te acompaña a tu nuevo hogar.

¡Alquila este encantador piso en la vibrante calle rodrigo de triana,...";37.384097;-6.0042652;Bajo;sevilla
780 €/mes;Piso en calle de la Vía Láctea, 2;/alquilar/piso-dos_hermanas_la_motilla41703-45921985710_100500/;La Motilla (Dos Hermanas);2 habs.;1 baño;60 m²;Piso en zona inmejorable, de 2 dormitorios, urbanización la motilla. Estupendas zonas comunitarias con piscina, pista de paddle y ...;37.2889;-5.9447;4ª planta;sevilla
1.200 €/mes;;/alquilar/piso-almensilla_centro_urbano-45052178140_106000/;Almensilla;3 habs.;2 baños;100 m²;"Magnifico piso completamente nuevo a estrenar, 95m² más terraza de 12m² en zona de nuevo bulevar de mairena del aljarafe.
Dispone ...";37.3120893;-6.1170176;4ª planta;sevilla
900 €/mes;;/alquilar/piso-nervion_barrio41005-45915651554_100500/;Nervión (Distrito Nervión. Sevilla Capital);1 hab.;1 baño;60 m²;"Se alquila por 11 meses¡ Alquilamos este estupendo apartamento amueblado, exterior y muy amplio, en el barrio de nervión. 
Se encu...";37.3849673;-5.9652376;5ª planta;sevilla
990 €/mes;;/alquilar/piso-zona_ronda_de_triana_cartuja41010-45061340551_100500/;Zona Ronda de Triana-Cartuja (Distrito Triana. Sevilla Capital);2 habs.;1 baño;80 m²;¡Descubre tu nuevo hogar en el corazón de triana! Este fantástico piso a estrenar te sorprenderá con su luminosidad y sus techos a...;37.3891905;-6.0082602;;sevilla
900 €/mes;Piso en calle Ares;/alquilar/piso-bellavista_la_palmera_bellavista41014-32579094821_515011/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);3 habs.;2 baños;105 m²;"Magnífico piso en urbanización exclusiva: jardines de hércules

En perfecto estado de conservación.
Se entrega recién pintado.
Con...";37.332449380763116;-5.9658285828246775;5ª planta;sevilla
1.200 €/mes;;/alquilar/piso-zona_esperanza_de_triana41010-45035275945_104700/;Zona Esperanza de Triana (Distrito Triana. Sevilla Capital);3 habs.;1 baño;69 m²;"¡Alquiler para estudiantes! Contrato mínimo de 10 meses. 
 Características del inmueble: piso reformado totalmente hace 2 años, de...";37.3793397;-6.0035588;;sevilla
