precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
450€;Elegant double bedroom next to Corral del Carbón;https://rd.clk.thribee.com/id.Zqs1fSgb1l/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.1/;18001, Provincia de Granada;8  habitaciones;2  baños;-;Hermosa habitación de dos niveles en el tercer piso de un edificio ubicado a menos de 1 minuto a pie de la Catedral. Habitación muy espaciosa y m...;Hace 4 días;Rentola;Granada
400€;Homely double bedroom near the Granada train station;https://rd.clk.thribee.com/id.1J1L91R1A1Gd1o/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.2/;18014, Provincia de Granada;5  habitaciones;3  baños;-;El piso está en una 3 planta con ascensor. Está ubicado cerca del centro, a 3 minutos de 3 paradas de autobús, en una de las cuales para el autob...;Hace 4 días;Rentola;Granada
805€;Studio, with outdoor area;https://rd.clk.thribee.com/id.1T1Rk1DY1rhB/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.3/;18009, Provincia de Granada;1  habitaciones;1  baños;-;...Granada. Campus center 10 minutes walking. Campus fuentenueva 15 minutes walking. Bills 150 Euros for bills including water, electricity and...;Hace 4 días;Rentola;Granada
475€;Welcoming double bedroom in the Albaicín district;https://rd.clk.thribee.com/id.nhK171YX1Yf/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.4/;18010, Provincia de Granada;3  habitaciones;1  baños;-;Cómodas y tranquilas habitaciones, tipo estudio, con llave en piso compartido de 3 habitaciones. Equipada con internet, VDSL, por wifi y por cabl...;Hace 4 días;Rentola;Granada
900€;Comfy 3-bedrooms apartment in Granada close to Plaza Andalucia;https://rd.clk.thribee.com/id.1g1t1h199vwE/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.5/;18012, Provincia de Granada;3  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 4 días;Rentola;Granada
365€;Bright double bedroom in the vicinity of Parque Federico García Lorca;https://rd.clk.thribee.com/id.SHDj1nC1m1I/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.6/;18004, Provincia de Granada;5  habitaciones;2  baños;-;Rental period for this listing is between 3. 24 months...;Hace 4 días;Rentola;Granada
450€;Great two-levels bedroom with views to Granada Cathedral;https://rd.clk.thribee.com/id.1M1G161-1_1K1y16/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.7/;18001, Provincia de Granada;8  habitaciones;2  baños;-;Hermosa habitación de dos niveles en el tercer piso de un edificio ubicado a menos de 1 minuto a pie de la Catedral. Habitación muy espaciosa y m...;Hace 4 días;Rentola;Granada
375€;Nice double bedroom near the amazing Federico García Lorca park;https://rd.clk.thribee.com/id.1a1_1Ig121f1Mq/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.8/;18004, Provincia de Granada;5  habitaciones;2  baños;-;Rental period for this listing is between 3. 24 months...;Hace 4 días;Rentola;Granada
250€;Pleasant single bedroom in Camino de Ronda;https://rd.clk.thribee.com/id.1u81B19O1G1t/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.9/;18003, Provincia de Granada;5  habitaciones;1  baños;-;Habitación única y excelentemente equipada en la ciudad de Granada: Smartv, cama de matrimonio, Amplia ventana, muebles a medida y de estilo...;Hace 4 días;Rentola;Granada
450€;Spaious room close to The Globe English Academy;https://rd.clk.thribee.com/id.81d18WNU1Ht/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.105006trovit-web-6b8f4f4cc8-j75s566a80234da7de/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.13/cookieid.102120566a80234da3c79.65227926/pos.10/;18008, Provincia de Granada;3  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 4 días;Rentola;Granada
