precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
210.000€;Piso, Churriana de la Vega;https://rd.clk.thribee.com/id.y1a10iJVv1f/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.1/;Churriana de la Vega, Provincia de Granada;2  habitaciones;2  baños;76  m²;...o buscas primera vivienda? Estás de suerte, ya a la venta esta magnífica vivienda en el pueblo más demandado del área metropolitana de Granada...;Hace 4 días;Idealista;Granada
140.000€;Piso, Alhendin;https://rd.clk.thribee.com/id.1N1W1Q11KA41N/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.1/;Alhendín, Provincia de Granada;2 habitaciones;2 baños;87 m²;Ponemos a tu disposición, este piso con terraza en el Residencial Niza en Alhendín. ¿Quieres disfrutar de la tranquilidad y a la vez vivir sin ru...;Hace 23 h 3 minutos;Idealista;Granada
149.000€;Piso, Armilla;https://rd.clk.thribee.com/id.51sY1F91O1-Q/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.2/;Armilla, Provincia de Granada;2 habitaciones;1 baños;67 m²;Increíble oportunidad en la zona mas demandada de Armilla! Magnifico piso con amplio zona de estar-comedor muy luminoso, desde donde podemos acce...;Hace 23 h 3 minutos;Idealista;Granada
129.900€;Piso, Albolote;https://rd.clk.thribee.com/id.TyF1-q12Ef/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.2/;Albolote, Provincia de Granada;2  habitaciones;1  baños;68  m²;Sale a la venta este bonito piso junto a Instituto Aricel, cuenta con una superficie de 68m2, distribuidos en amplio salón, cocina amueblada con...;Hace 4 días;Idealista;Granada
160.000€;Piso, Granada;https://rd.clk.thribee.com/id.6eqsDIB1H/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.3/;Zaidín;3  habitaciones;1  baños;95  m²;Amplio piso en venta en la Calle Santa Clara, Zaidín. Con una excelente ubicación y rodeado de comercios, este inmueble de 95 m2 ofrece 3 dormito...;Hace 4 días;Idealista;Granada
498.000€;Piso, Gran Capitán, Granada;https://rd.clk.thribee.com/id.1v1L1q31c1d1h19/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.4/;Granada, Provincia de Granada;6  habitaciones;2  baños;207  m²;Pisazo junto a Constitución, en calle Sta. Bárbara. Enorme piso de mas de 200m2 con seis habitaciones y dos baños, además de un salón de gran tam...;Hace 4 días;Idealista;Granada
90.000€;Piso, Atarfe;https://rd.clk.thribee.com/id.1MV1j1rHzKj/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.5/;Atarfe, Provincia de Granada;2  habitaciones;1  baños;67  m²;¡Oportunidad única en la Avenida Estación! Presentamos este encantador piso de 67 m² construidos y 54 m² útiles, ideal para quienes buscan comodi...;Hace 4 días;Idealista;Granada
185.000€;Piso, Motril;https://rd.clk.thribee.com/id.d1P1c1t1v1d1n10/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.6/;Motril, Provincia de Granada;4  habitaciones;2  baños;94  m²;...m², ubicado en la zona del puerto, te ofrece una vida de ensueño con vistas espectaculares y la brisa marina. A tan solo 45 minutos de Granada...;Hace 4 días;Idealista;Granada
126.000€;Piso, Motril;https://rd.clk.thribee.com/id.Dj1r1M1yYv1o/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.7/;Motril, Provincia de Granada;3  habitaciones;2  baños;95  m²;¡Tu nuevo hogar te espera en esta encantadora vivienda! Este espacioso piso de tres dormitorios y dos baños se encuentra en una zona tranquila y...;Hace 4 días;Idealista;Granada
264.000€;Piso, Motril;https://rd.clk.thribee.com/id.1e1A1qsZ1H1d1y/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.8/;Motril, Provincia de Granada;3  habitaciones;2  baños;110  m²;Espectacular piso ubicado en el residencial Aguacate Beach. El piso se encuentra absolutamente nuevo y dispone de 3 dormitorios, dos baños comple...;Hace 4 días;Idealista;Granada
150.000€;Piso, Churriana de la Vega;https://rd.clk.thribee.com/id.1pd1S1Xxj1V1h/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.9/;Churriana de la Vega, Provincia de Granada;3  habitaciones;1  baños;91  m²;Fantástico Piso en Venta en Churriana de la Vega Descripción: Sale a la venta este impresionante piso de 3 habitaciones, totalmente exterior y co...;Hace 4 días;Idealista;Granada
99.900€;Piso, Ogijares;https://rd.clk.thribee.com/id.f5RqH13F1P/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.10/;Ogíjares, Provincia de Granada;1  habitaciones;1  baños;61  m²;¿Estás buscando un piso en una ubicación privilegiada? ¡Tenemos lo que necesitas! Este piso en venta está situado en zona Mercadona, lo que signi...;Hace 4 días;Idealista;Granada
120.000€;Piso, Polopos;https://rd.clk.thribee.com/id.1m1K1m1Q_BZ1_/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.11/;Polopos, Provincia de Granada;3  habitaciones;2  baños;487  m²;OPORTUNIDAD DE INVERSIÓN: El Inmueble se transmite no habiéndose finalizado las obras de construcción. Consúltenos por las condiciones especiales...;Hace 4 días;Idealista;Granada
199.000€;Piso, Gran Vía, Granada;https://rd.clk.thribee.com/id.v1t1y1h1oCQk/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.12/;Granada, Provincia de Granada;3  habitaciones;1  baños;91  m²;...inversión? Lo tenemos, te presentamos este piso de tres dormitorios, baño, salón, cocina y balcón en una de las zonas mas demandas de Granada...;Hace 4 días;Idealista;Granada
133.000€;Piso, Churriana de la Vega;https://rd.clk.thribee.com/id.J1XT1om1MY1c/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.13/;Churriana de la Vega, Provincia de Granada;3  habitaciones;1  baños;142  m²;Sale a la venta un estupendo piso de 3 dormitorios en Churriana de la Vega. El piso consta de un salón-comedor, una gran cocina, un baño completo...;Hace 4 días;Idealista;Granada
30.000€;Piso, Guadix;https://rd.clk.thribee.com/id.wg1cV1EU1b1-/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.14/;Guadix, Provincia de Granada;4  habitaciones;2  baños;89  m²;Vivienda unifamiliar situada en la localidad de Guadix, en la provincia de Granada. La vivienda está compuesta de una planta, que consta de...;Hace 4 días;Idealista;Granada
820.000€;Piso, Catedral, Granada;https://rd.clk.thribee.com/id.6t1Cx1EWWb/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.15/;Granada, Provincia de Granada;5  habitaciones;3  baños;212  m²;Piso dúplex en el corazón del centro de Granada, con una ubicación privilegiada. Se encuentra completamente exterior, con vistas a dos calles...;Hace 4 días;Idealista;Granada
69.900€;Piso, Cenes de la Vega;https://rd.clk.thribee.com/id.h1p1rm21O1bc/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.16/;Cenes de la Vega, Provincia de Granada;2  habitaciones;1  baños;70  m²;¡Descubre tu nuevo hogar en Cenes de la Vega, un paraíso entre la capital granadina y Sierra Nevada! Este encantador piso te ofrece un ambiente a...;Hace 4 días;Idealista;Granada
87.000€;Piso, Polígono Cartuja, Granada;https://rd.clk.thribee.com/id.DK0K8161k1Z/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.17/;Granada, Provincia de Granada;3  habitaciones;2  baños;99  m²;Piso de 3 dormitorios en la calle Alejandro Dumas de Granada. Se vende alquilado. La renta mensual real de este inmueble es de 507,33 euros...;Hace 4 días;Idealista;Granada
266.500€;Piso, Granada;https://rd.clk.thribee.com/id.E1z1S1J1BJ1o6/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.18/;Fígares, Granada, Provincia de Granada;4  habitaciones;1  baños;126  m²;Este espacioso piso de 126 metros cuadrados construidos ofrece un confortable y acogedor hogar. Con una distribución perfecta, cuenta con 3 habit...;Hace 4 días;Idealista;Granada
115.000€;Piso, Motril;https://rd.clk.thribee.com/id.n1pVbEyG13/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.11985trovit-web-6f6984d597-4jgrz66a370d7d9b56/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.1/page.67/cookieid.10200123166a370d7d97fb7.47529535/pos.19/;Motril, Provincia de Granada;2  habitaciones;1  baños;72  m²;¡Oportunidad única en Motril! Presentamos este fantástico piso ubicado en una de las mejores zonas, donde la comodidad y la accesibilidad están g...;Hace 4 días;Idealista;Granada
