precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;raw_json;CCAA
270.000 €;Piso en Carrer del Pintor Pau Roig;/comprar/piso-premia_de_mar_centro_urbano-45061902398_525870/;Premià de Mar;3 habs.;1 baño;111 m²;1ª planta;"Nos complacería que visitarais con nosotras este fabuloso piso de 111 m² según catastro; amplio salón-comedor con grandes ventanal...";41.494828492;2.365552942;;barcelona
700.000 €;Ático en Carrer del Capità Arenas, 58;/comprar/atico-sarria_sant_gervasi_sarria08034-41738086133_139800/;Sarrià (Distrito Sarrià-Sant Gervasi. Barcelona Capital);2 habs.;1 baño;82 m²;;"One expertos inmobiliarios os presenta este super ático:
Impecable ático situado en unas de las mejores zonas de la capital, sarri...";41.39375166912119;2.1248300572921104;;barcelona
320.000 €;Piso en Carrer de Conxa Sisquella;/comprar/piso-la_garriga_centro_urbano-40917558156_164500/;La Garriga;3 habs.;2 baños;98 m²;Bajo;Vivienda en la planta baja de 3 habitaciones (1 doble y 2 individuales), comedor con cocina americana, 2 baños, lavadero, con una ...;41.694658264;2.287209528;;barcelona
360.000 €;Piso en Carrer del Canigó, 11;/comprar/piso-sant_josep08901-3751719468_109700/;Sant Josep (L'Hospitalet de Llobregat);3 habs.;2 baños;111 m²;2ª planta;Bloque e - esc. A - 2º 2ª. Piso en un edificio de obra nueva de 111 m² de superficie construida y ubicado en la zona de l´hospital...;41.3648056;2.1139512;;barcelona
199.000 €;Piso en calle Violinista Vensola, nº 50;/comprar/piso-terrassa_centre08222-42503486667_519629/;Centre (Terrassa);4 habs.;1 baño;98 m²;1ª planta;"¡Descubre tu nuevo hogar en la vibrante zona universitaria de terrassa!

Imagina despertar cada mañana en este encantador piso de ...";41.567740098788875;2.023925270048551;;barcelona
261.260 €;Piso en Olesa de Montserrat;/comprar/piso-olesa_de_montserrat_centro_urbano-44244552039_519284/;Olesa de Montserrat;4 habs.;2 baños;117 m²;4ª planta;Piso en el centro de olesa para entrar a vivir, está totalmente reformado y actualizado, con altas calidades en los materiales, y ...;41.539915916;1.898585787;;barcelona
1.125.000 €;Piso en Carrer de Provença;/comprar/piso-la_dreta_de_eixample08008-4226887133_109700/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);2 habs.;2 baños;127 m²;;Piso en una finca de obra nueva de 127 m² de superficie construida y emplazado en la zona de barcelona capital. Está dispuesto en ...;41.392457567;2.158513377;;barcelona
260.000 €;Ático en Llefià-Artigues;/comprar/atico-llefia_sant_roc_artigues08914-9180528199_101800/;Llefià-Artigues (Badalona);4 habs.;1 baño;90 m²;;Estupendo ático exterior muy soleado de 4 habitaciones (tres son dobles), gran salón-comedor con salida a amplia terraza de unos 1...;41.4441871;2.2191712;;barcelona
210.000 €;Piso en Carrer del Pedraforca;/comprar/piso-hospitalet_de_llobregat_la_florida08905-43407572492_525021/;La Florida (L'Hospitalet de Llobregat);4 habs.;1 baño;86 m²;1ª planta;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.3735053;2.1112026;;barcelona
335.000 €;Casa adosada en Palau-Solità I Plegamans;/comprar/casa_adosada-palau_solita_i_plegamans_centro_urbano-43381395374_216500/;Palau-solità i Plegamans;4 habs.;2 baños;204 m²;;En zona can cladelles, de palau-solità i plegamans, casa unifamiliar adosada esquinera, 204 m² construidos (194 m² útiles en total...;41.583614693;2.169071447;;barcelona
236.800 €;Piso en Avinguda d'Europa, 29;/comprar/piso-mas_rampinyo_carrerada_mas_pomada-4567733104_109700/;Mas Rampinyo-Carrerada-Mas Pomada (Montcada i Reixac);2 habs.;2 baños;100 m²;;Piso en un inmueble de obra nueva de 100 m² de superficie construida y situado en la zona de montcada i reixac. Está estructurado ...;41.4983681;2.1804847;;barcelona
220.000 €;Casa en La Vila;/comprar/casa-martorell_centro_urbano-38338670325_100500/;Martorell;4 habs.;2 baños;328 m²;;"Si emociona pensarlo, imagínate hacerlo.

Si buscas espacio y un proyecto en el que dejar volar tu imaginación, esta casa no te de...";41.4736893;1.935276;;barcelona
925.000 €;Piso en Carrer del Doctor Ferran;/comprar/piso-pedralbes08034-45099659741_991923/;Pedralbes (Distrito Les Corts. Barcelona Capital);4 habs.;2 baños;134 m²;3ª planta;"Gran piso totalmente exterior con privilegiada ubicación en pedralbes

Este espléndido piso, ubicado en la prestigiosa zona de ped...";41.389840567;2.124429696;;barcelona
395.000 €;Piso en Plaça de Granados, 3;/comprar/piso-centre_covadonga_centre08201-44237592140_108700/;Centre (Distrito Centre-Covadonga. Sabadell);5 habs.;2 baños;180 m²;;"Magnífico piso en venta en plaça granados
Lidia torrents de iad españa comercializa en exclusiva este magnífico piso en la emblemá...";41.551;2.10424;;barcelona
243.900 €;Dúplex en Carrer de Soler i Diffent;/comprar/duplex-la_cogullada08224-42508965223_510396/;La Cogullada (Distrito Segle XX-La Cogullada. Terrassa);3 habs.;2 baños;120 m²;Bajo;"Dhabitat presenta fantástico dúplex con encanto y muy acogedor.
Construido en 2003, con vistas a la montaña, a cinco minutos del c...";41.5536768;2.0018814;;barcelona
330.000 €;Piso en Carrer de Narcís Monturiol, 15;/comprar/piso-palleja_centro_urbano-3924035739_109700/;Pallejà;4 habs.;2 baños;114 m²;3ª planta;3º. Piso en una finca de obra nueva de 114 m² de superficie construida y emplazado en la zona de pallejà, posicionado en planta 3....;41.4237343;1.9961032;;barcelona
216.000 €;Piso en calle Mercè Rodoreda;/comprar/piso-calella_centro_urbano-38351111355_996907/;Calella;3 habs.;2 baños;86 m²;2ª planta;"Plaza de aparcamiento para coche y moto incluida en el precio
Cerca de todos los servicios, inmejorable ubicación
Piso de 3 habita...";41.617867135;2.667054178;;barcelona
205.000 €;Casa en Carrer de Lluís Coll;/comprar/casa-manlleu_centro_urbano-37599371918_365900/;Manlleu;6 habs.;3 baños;240 m²;;Finca con dos pisos independientes de 3 habitaciones cada uno al lado de las piscinas municipales. La casa tiene un amplio garaje ...;42.003631582;2.290981743;;barcelona
409.000 €;Piso en Rambla de Sant Joan, 90;/comprar/piso-badalona_centre08912-4329875310_109700/;Centre (Badalona);3 habs.;2 baños;110 m²;;A21. Piso en un inmueble de obra nueva de 110 m² de superficie construida y situado en la zona de badalona. Está estructurado en 3...;41.4483965;2.2383097;;barcelona
319.000 €;Chalet en Can Salgot;/comprar/chalet-llica_amunt_centro_urbano-37534055734_100500/;Lliçà d'Amunt;4 habs.;2 baños;147 m²;;"Casa con piscina situada en parcela de 590m² distribuida en 2 `plantas. 
Planta superior nos encontramos con 2 habitaciones, salón...";41.597149208;2.214590448;;barcelona
189.000 €;Piso en L'Eixample Centre-Barri Antic;/comprar/piso-eixample_centre_barri_antic-37557524142_100200/;L'Eixample Centre-Barri Antic (Viladecans);4 habs.;1 baño;90 m²;;Nova viladecans tiene el placer de ofrecerles este excelente ático totalmente exterior con ascensor de 90m² construidos de los cua...;41.3192412;2.0130322;;barcelona
315.000 €;Piso en Carrer de Batllori, 10;/comprar/piso-sant_josep08901-4120804493_109700/;Sant Josep (L'Hospitalet de Llobregat);3 habs.;2 baños;104 m²;;"Planta Tipo - Vivienda AT1. Vivienda Libre. Piso en un inmueble de obra nueva de 104 m2 de superficie construida y situado en la zona de L´Hospitalet de Llobregat. Está estructurado en 3 habitaciones, 2 baños completos, terraza y tiene certificación energética B. Aporta como extras ascensor.
* Plaza de garaje y trastero no incluidos en el precio. Precios sujetos a disponibilidad. Impuestos no incluidos";41,3638035;2,1113803;;barcelona
251.000 €;Piso en Carrer dels Calders, 157;/comprar/piso-eixample_sant_oleguer08203-3583566194_109700/;Eixample-Sant Oleguer (Sabadell);3 habs.;2 baños;92 m²;;A15. Piso en un edificio de obra nueva de 92 m² de superficie construida y ubicado en la zona de sabadell. Está distribuido en 3 h...;41.5354207;2.1168783;;barcelona
195.500 €;Piso en Carrer de Salvador Espriu, 3;/comprar/piso-santpedor_centro_urbano-45036276936_100500/;Santpedor;3 habs.;2 baños;94 m²;2ª planta;"Por fin, oikin presenta esta  promoción de obra nueva en santpedor: ""edifci riu d´or""
El pueblo de santpedor ofrece una ubicación ...";41.7837;1.84295;;barcelona
5.500.000 €;Casa en El Raval;/comprar/casa-el_raval08001-38358992684_991211/;El Raval (Distrito Ciutat Vella. Barcelona Capital);2 habs.;2 baños;2.040 m²;;Edificio residencial en venta situado en una de las zonas más turísticas de barcelona, junto al macba, en el distrito de ciutat ve...;41.3809452;2.1683914;;barcelona
189.900 €;Piso en L'Eixample Centre-Barri Antic;/comprar/piso-eixample_centre_barri_antic-43384174661_106700/;L'Eixample Centre-Barri Antic (Viladecans);3 habs.;1 baño;80 m²;;"Argi&co os presenta este magnifico piso exterior con orientación nordeste con mucha entrada de luz de 80m² con ascensor.

Primero ...";41.317815719;2.012634054;;barcelona
399.000 €;Piso en Passeig Marítim, 173;/comprar/piso-lluminetes-45044045789_515193/;Lluminetes (Castelldefels);3 habs.;2 baños;80 m²;3ª planta;Precioso apartamento en primerísima línea de mar con vistas a la playa y montaña. Totalmente exterior y super soleado. Consta de 2...;41.26553;1.9751527;;barcelona
350.000 €;Chalet en Sant Celoni;/comprar/chalet-sant_celoni_centro_urbano-45004890326_108500/;Sant Celoni;7 habs.;3 baños;265 m²;;Espectacular propiedad en venta en sant celoni. Casa en venta en sant celoni, situada en la zona del hospital, muy cerca del centr...;41.688352674;2.487472472;;barcelona
205.000 €;Piso en Plaça Merce Rodoreda;/comprar/piso-palau_solita_i_plegamans_centro_urbano-42577072085_216500/;Palau-solità i Plegamans;2 habs.;1 baño;68 m²;Bajo;"Finca del 2002, con parking y ascensor, en zona ""can maiol"", de palau-solità i plegamans, a 20 minutos de barcelona.  Piso bajos, ...";41.59417791;2.173527729;;barcelona
199.000 €;Piso en Carrer de l'Enginyer Moncunill;/comprar/piso-hospitalet_de_llobregat_la_florida08905-44179105892_525021/;La Florida (L'Hospitalet de Llobregat);3 habs.;1 baño;67 m²;Bajo;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.3720505;2.1113999;;barcelona
293.552 €;Piso en Barri Sales;/comprar/piso-la_torre_roja_camprecios_grup_sant_jordi-44260214522_100500/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);3 habs.;2 baños;97 m²;2ª planta;¡No te pierdas esta increíble oportunidad! Se vende una espaciosa vivienda con 3 habitaciones y 2 baños,  salón comedor muy amplio...;41.3186575;2.0263252;;barcelona
425.000 €;Chalet unifamiliar en Carrer del Mas Sabatat;/comprar/chalet_unifamiliar-olivella_centro_urbano-42553700792_528061/;Olivella;4 habs.;3 baños;330 m²;;Esta encantadora casa en olivella, rodeada de árboles con vistas despejadas, nos aporta tranquilidad y paz. Su amplio salón con un...;41.313633156;1.770089879;;barcelona
205.000 €;Dúplex en Sagrada Família;/comprar/duplex-manresa_sagrada_familia-43432867888_519054/;Sagrada Família (Manresa);4 habs.;2 baños;125 m²;3ª planta;Este impresionante dúplex de 125 m² totales, distribuido en dos plantas, se encuentra en el municipio de manresa. Ubicado en la zo...;41.724043944;1.836996797;;barcelona
790.000 €;Piso en La Dreta de L'eixample;/comprar/piso-la_dreta_de_eixample08008-41744963574_106700/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);2 habs.;2 baños;84 m²;;La ubicación de esta vivienda en venta en la rambla catalunya de barcelona es muy deseable. Está frente al famoso passatge de la c...;41.3932274;2.159673;;barcelona
960.000 €;Ático en Carrer de Mallorca;/comprar/atico-la_sagrada_familia08013-43368054082_524291/;La Sagrada Família (Distrito Eixample. Barcelona Capital);4 habs.;3 baños;141 m²;;Piso en la calle mallorca (sagrada familia ), a pocos metros de la sagrada familia. Cerca de todo tipo de comercios y transporte p...;41.4057957;2.1783149;;barcelona
172.000 €;Piso en Olesa de Montserrat;/comprar/piso-olesa_de_montserrat_centro_urbano-43412428216_519284/;Olesa de Montserrat;3 habs.;1 baño;74 m²;2ª planta;Exclusivo piso en olesa, zona tranquila, con todos los servicios y supermercados. La vivienda está perfectamente conservada. El ac...;41.540480931;1.898972233;;barcelona
395.000 €;Casa en Sant Fost de Campsentelles;/comprar/casa-sant_fost_de_campsentelles_centro_urbano-40082335188_100500/;Sant Fost de Campsentelles;4 habs.;2 baños;180 m²;;"Te presentamos una casa a 4 vientos en el centro de sant fost de capsentelles
Una casa con un especial encanto, construida en mate...";41.517887526;2.23206101;;barcelona
1.050.000 €;Casa en Playa - Lluminetes;/comprar/casa-lluminetes-43423067861_103800/;Lluminetes (Castelldefels);3 habs.;;164 m²;;"Adosada en la playa a estrenar!!
Casa de nueva construcción a pocos metros del mar.
La vivienda que se encuentra pareada a un solo...";41.2668879;1.9708172;;barcelona
420.000 €;Chalet en calle;/comprar/chalet-canyamars08318-42577030402_107700/;Canyamars (Dosrius);5 habs.;3 baños;200 m²;;Cómo saber si las casa que estás buscando reúne todos los requisitos que buscas? La respuesta es sencilla, si cuándo estás en ella...;41.5983926;2.4396951;;barcelona
260.000 €;Piso en Carrer de Pompeu Fabra;/comprar/piso-casagemes_canyado-39181859735_992744/;Casagemes-Canyadó (Badalona);3 habs.;1 baño;97 m²;4ª planta;"¿Que te parecen estas ideas para tu nuevo hogar?!!
Bienvenido a tu nuevo hogar en una de las zonas más encantadoras de badalona, d...";41.456508;2.2582708;;barcelona
395.000 €;Casa en Santa Eulàlia de Riuprimer;/comprar/casa-santa_eulalia_de_riuprimer_centro_urbano-20006264548_253600/;Santa Eulàlia de Riuprimer;4 habs.;2 baños;184 m²;;Casa tipus xalet adossat a tres vents  d’obra nova de 184 m² construït en un solar d’uns 290 m² ubicat en zona residencial, a pocs...;41.91076823470261;2.1919431921686794;;barcelona
670.000 €;Piso en Avinguda de la Mare de Déu de Montserrat, 2;/comprar/piso-gracia_la_salut08024-3881503021_109700/;La Salut (Distrito Gràcia. Barcelona Capital);3 habs.;3 baños;111 m²;Bajo;Pb-1ª. Piso en planta baja de 3 habitaciones, 3 cuartos de baño y patio de 22 m².;41.4127034;2.1600666;;barcelona
350.200 €;Ático en calle de La Creu de Xiviria Con Rambla Sant Jordi,  S/N;/comprar/atico-la_geltru_casernes_armanya-4046401727_109700/;La Geltrú-Casernes-L'Armanyà (Vilanova i la Geltrú);3 habs.;2 baños;96 m²;;P5-4-b. Ático en un inmueble de obra nueva de 96 m² de superficie construida y situado en la zona de vilanova i la geltrú. Está es...;41.226213111;1.742266495;;barcelona
257.500 €;Piso en Carrer de la Marina;/comprar/piso-la_sagrada_familia08013-45053792838_525021/;La Sagrada Família (Distrito Eixample. Barcelona Capital);1 hab.;1 baño;56 m²;3ª planta;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.403252;2.1762328;;barcelona
169.000 €;Ático en Carrer de Marcel·lí Esquius;/comprar/atico-pubilla_cases-45085173028_525021/;Pubilla Cases (L'Hospitalet de Llobregat);3 habs.;1 baño;60 m²;;"*whatsapp para visitas.-6.0.2-2.5-4.5-1.2*
(seis-cero-dos-veinticinco-cuarenta y cinco- doce) 

_____________estudio miraflores l’...";41.3700684;2.0995642;;barcelona
138.800 €;Piso en Carrer de Sant Ramon;/comprar/piso-estacio_del_nord_estacio_de_franca-40866331755_518674/;Estació del Nord-Estació de França (Mollet del Vallès);3 habs.;1 baño;75 m²;2ª planta;"¡Oportunidad! Piso de 3 habitaciones, baño y lavadero.
Perfecto para aquellos que buscan un hogar cómodo y acogedor. 
Cuenta con d...";41.533823366;2.214484231;;barcelona
470.000 €;Piso en Carrer de Borràs, 63;/comprar/piso-la_creu_alta08208-4535648477_109700/;La Creu Alta (Sabadell);3 habs.;2 baños;127 m²;Bajo;Bajos 2. Vivienda de 3 dormitorios, con 2 terrazas solárium privadas de 22 m², 2 baños completos, gran salón comedor de diseño, co...;41.5536366;2.1016209;;barcelona
930.000 €;Chalet en Tiana;/comprar/chalet-tiana_centro_urbano08391-45012470751_109300/;Tiana;6 habs.;3 baños;435 m²;;Star homes les presenta este encantador chalet reformado en el prestigioso pueblo de tiana, disfrutando de una ubicación privilegi...;41.477535154;2.26600529;;barcelona
330.000 €;Piso en Avinguda de la Llibertat;/comprar/piso-estacio_del_nord_estacio_de_franca-41699765438_100500/;Estació del Nord-Estació de França (Mollet del Vallès);3 habs.;2 baños;108 m²;1ª planta;¡Bienvenido a tu nuevo hogar en la illa de mollet del vallés, donde la comodidad y la ubicación privilegiada se fusionan para ofre...;41.535633512;2.211578298;;barcelona
630.000 €;Chalet en calle Carrer Rafael Casanovas;/comprar/chalet-vallromanes_centro_urbano-35849164876_100500/;Vallromanes;6 habs.;3 baños;552 m²;;¡Prepárate para una joya en vallromanes que combina historia, espacio y naturaleza! Esta casa no es solo un inmueble, es un pedazo...;41.536682052;2.295195407;;barcelona
1.400.000 €;Piso en Turó Parc;/comprar/piso-sant_gervasi_galvany08017-41677372729_106700/;Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital);5 habs.;3 baños;230 m²;;Descubre tu nuevo hogar en la prestigiosa avenida diagonal. Este magnífico piso te cautivará desde el primer instante. Su luminosi...;41.391770228;2.139184453;;barcelona
850.000 €;Piso en Passeig Sant Joan, 31;/comprar/piso-la_dreta_de_eixample08010-40867392020_101800/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);2 habs.;2 baños;138 m²;1ª planta;"Magnífico piso a reformar en el corazón de paseo sant joan. 
El piso tiene una superficie de131 m² construidos, se encuentra ubica...";41.3934;2.17703;;barcelona
281.000 €;Piso en Carrer de Victoria dels Àngels, 2;/comprar/piso-mas_rampinyo_carrerada_mas_pomada-3939227002_109700/;Mas Rampinyo-Carrerada-Mas Pomada (Montcada i Reixac);3 habs.;2 baños;104 m²;1ª planta;Esc. A - 1º 2ª. Piso en un inmueble de obra nueva de 104 m2 de superficie construida y situado en la zona de Montcada i Reixac, acomodado en planta 1. Está estructurado en 3 habitaciones. Aporta como extras ascensor.;41,498709;2,1822205;;barcelona
1.295.000 €;Casa en Valldoreix;/comprar/casa-sant_cugat_del_valles_valldoreix08197-43420020935_106700/;Valldoreix (Sant Cugat del Vallès);4 habs.;3 baños;374 m²;;Presentamos una de las propiedades más encantadoras, serenas y luminosas de la prestigiosa zona de valldoreix, en sant cugat del v...;41.4569964;2.0350504;;barcelona
380.000 €;Ático en Carrer de Salvany;/comprar/atico-eixample_sant_oleguer08203-43349620371_518064/;Eixample-Sant Oleguer (Sabadell);3 habs.;2 baños;146 m²;;Eixample, junto a c/ brutau, ático dúplex seminuevo (2018) de 146m² según catastro y 100m² útiles según cédula de habitabilidad. D...;41.5371145;2.1168468;;barcelona
239.000 €;Piso en Plaça de Jaume Balmes;/comprar/piso-centre_zona_estacio_passeig_de_joan_maragall-36689837255_515193/;Centre-Zona Estació-Passeig de Joan Maragall (Gavà);3 habs.;1 baño;80 m²;3ª planta;"Para inversores, piso alquilado desde 2021

Junto al ayuntamiento de gava 903€ mensuales. Excelente inquilino
Piso en el centro de...";41.3039;1.9984;;barcelona
199.000 €;Piso en Carrer dels Cortada;/comprar/piso-la_teixonera08035-45013184101_513853/;La Teixonera (Distrito Horta-Guinardó. Barcelona Capital);2 habs.;1 baño;71 m²;1ª planta;Atención!! Precio final ya rebajado y no negociable. No se rebaja nada más. ** oportunidad única junto a vall d'hebron! Piso de di...;41.4235935;2.1459761;;barcelona
700.000 €;Ático en Carrer del Capità Arenas, 58;/comprar/atico-sarria_sant_gervasi_sarria08034-41687298955_139800/;Sarrià (Distrito Sarrià-Sant Gervasi. Barcelona Capital);2 habs.;1 baño;82 m²;;"One expertos inmobiliarios os presenta este super ático:
Impecable ático situado en unas de las mejores zonas de la capital, sarri...";41.39375166912119;2.1248300572921104;;barcelona
530.000 €;Casa adosada en Carrer del Dos de Maig;/comprar/casa_adosada-mollet_del_valles_centre-40074028257_100500/;Centre (Mollet del Vallès);3 habs.;4 baños;244 m²;;Imagina despertar cada día en una casa de ensueño, en el centro vibrante de mollet. Esta es tu oportunidad de vivir la vida que me...;41.539521834;2.216953781;;barcelona
310.000 €;Piso en Avinguda de Manuel Girona;/comprar/piso-el_castell_poble_vell-43368022415_100500/;El Castell-Poble Vell (Castelldefels);4 habs.;2 baños;120 m²;5ª planta;Les ofrecemos una vivienda en una de las zonas mejor comunicadas y con proximidad a comercios, colegios, ambulatorio, etc. Es un 5...;41.2856889;1.982312;;barcelona
169.000 €;Piso en Carrer d'Aragó;/comprar/piso-cardedeu_centro_urbano-43339033532_516807/;Cardedeu;3 habs.;1 baño;68 m²;3ª planta;Piso en venta en cardedeu, con una superficie de 68m² distribuidos en 3 habitaciones, 1 de ellas dobles. La cocina es amplia y sol...;41.640296517;2.364102927;;barcelona
185.000 €;Piso en Plaça Gran;/comprar/piso-montmelo_centro_urbano-42530593711_100500/;Montmeló;3 habs.;;70 m²;4ª planta;Te presento este encantador piso completamente reformado, lo que garantiza un buen estado y una sensación de estrenar, dispone tam...;41.5517261;2.2490219;;barcelona
512.500 €;Piso en Carrer d'Alí Bei;/comprar/piso-la_dreta_de_eixample08010-43361645611_100500/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);4 habs.;2 baños;123 m²;2ª planta;Oim real estate, presenta en exclusiva, magnífico apartamento de 123 m², en su estado original,  con un alto potencial. Oportunida...;41.392115;2.1786374;;barcelona
1.495.000 €;Piso en Carrer de Ferran Agulló;/comprar/piso-sant_gervasi_galvany08021-39253147312_101800/;Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital);3 habs.;3 baños;172 m²;;Extraordinaria propiedad de 172 m² construidos está ubicado en elegante finca regia y se encuentra en una de las zonas más solicit...;41.3957336;2.1408511;;barcelona
258.500 €;Piso en Carrer Arcadi I Casanovas y Eix 2;/comprar/piso-martorell_centro_urbano-45058607965_109700/;Martorell;3 habs.;2 baños;103 m²;;Piso en un edificio de obra nueva de 103 m² de superficie construida y ubicado en la zona de martorell, con orientación norte. Est...;41.482161;1.911153;;barcelona
510.000 €;Piso en Carrer d'Amílcar;/comprar/piso-vilapicina_la_torre_llobeta08031-41740754714_137000/;Vilapicina-La Torre Llobeta (Distrito Nou Barris. Barcelona Capital);5 habs.;2 baños;140 m²;3ª planta;¡Hola! Si has llegado a leer la descripción, este piso es perfecto para ti. En osona activa estaremos encantados de resolver tus d...;41.4263135;2.1724388;;barcelona
190.000 €;Piso en calle de Emilia Pardo Bazán;/comprar/piso-sant_andreu_la_sagrera08027-40836038144_100200/;La Sagrera (Distrito Sant Andreu. Barcelona Capital);2 habs.;1 baño;61 m²;2ª planta;"Encantadora vivienda de 2 habitaciones dobles en la calle emilia pardo bazán. 
En excelente estado, con cocina amplia, galería abi...";41.4253037;2.185756;;barcelona
305.000 €;Piso en Avinguda d'Antoni Gaudí, 15;/comprar/piso-can_pantiquet_riera_seca-3901202070_109700/;Can Pantiquet-Riera Seca (Mollet del Vallès);3 habs.;2 baños;101 m²;Bajo;Pb-1ª. Piso en un inmueble de obra nueva de 101 m² de superficie construida y situado en la zona de mollet del vallès, acomodado e...;41.5452006;2.2177888;;barcelona
1.270.000 €;Chalet en Maresme;/comprar/chalet-premia_de_dalt_centro_urbano-43358329262_108700/;Premià de Dalt;6 habs.;3 baños;531 m²;;"Casa a cuatro vientos con vistas al mar en premià de dalt

Bienvenido a esta excepcional propiedad que combina lujo, comodidad y v...";41.493742338;2.342797278;;barcelona
325.000 €;Chalet en calle;/comprar/chalet-piera_centro_urbano-43383149131_107700/;Piera;6 habs.;3 baños;280 m²;;Amplia casa en venta en can martí, piera. La propiedad cuenta con 280 m² construidos y un garaje de 26m² en una parcela de 650m² t...;41.5531211;1.7543918;;barcelona
485.000 €;Piso en Carrer de Llull, 229;/comprar/piso-sant_marti_el_poblenou08005-44229081967_526729/;El Poblenou (Distrito Sant Martí. Barcelona Capital);3 habs.;1 baño;90 m²;3ª planta;La vivienda se encuentra en una finca en excelente estado, en una de las mejores y más cotizadas zonas del poblenou en barcelona, ...;41.403004;2.204295;;barcelona
280.000 €;Casa unifamiliar en Passatge de la Companyia;/comprar/casa_unifamiliar-sant_andreu_navas08027-44231392775_100200/;Navas (Distrito Sant Andreu. Barcelona Capital);4 habs.;1 baño;150 m²;;¡Oportunidad única! Casa de 150m² para reformar, situada en una calle tranquila y accesible. Esta propiedad a pie de calle ofrece ...;41.4199512;2.1833721;;barcelona
370.000 €;Piso en calle;/comprar/piso-el_baix_guinardo08025-45056839139_107700/;El Baix Guinardó (Distrito Horta-Guinardó. Barcelona Capital);3 habs.;1 baño;77 m²;;Hermoso piso de 70m² con una espectacular terraza de 15m². Este piso es muy luminoso y tranquilo, ubicado en un edificio construid...;41.4107904111252;2.16623696140817;;barcelona
165.000 €;Piso en Masquefa;/comprar/piso-masquefa_centro_urbano-34240253762_109300/;Masquefa;3 habs.;2 baños;118 m²;;¡Descubre tu nuevo hogar en masquefa! Este encantador piso en venta te ofrece la combinación perfecta de comodidad y estilo de vid...;41.501833211;1.818127253;;barcelona
640.000 €;Chalet en Carrer de les Acàcies;/comprar/chalet-marianao-39174421991_100500/;Marianao (Sant Boi de Llobregat);5 habs.;4 baños;367 m²;;"¿Te acuerdas de esta frase? Siempre soñé con tener una casa. 
Hoy te presentamos esta casa, totalmente independiente y con tanto t...";41.3505469;2.0163612;;barcelona
258.000 €;Piso en Carrer de Ramoneda, 62;/comprar/piso-la_gavarra-4344180018_109700/;La Gavarra (Cornellà de Llobregat);2 habs.;1 baño;86 m²;;Piso totalmente exterior en planta baja con amplia terraza de 23,95m², vivienda de 2 habitaciones amplio comedor con cocina americ...;41.3624609;2.0780227;;barcelona
350.000 €;Casa unifamiliar en La Torre-roja-Campreciós-Grup Sant Jordi;/comprar/casa_unifamiliar-la_torre_roja_camprecios_grup_sant_jordi-44224947126_100200/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);3 habs.;;106 m²;;"Nova viladecans tiene el placer de presentarles este excepcional inmueble en carretera sant climent, de viladecans.

 Casa a pie d...";41.320973379;2.016951285;;barcelona
172.000 €;Piso en Carrer Camí Reial, 193;/comprar/piso-palau_solita_i_plegamans_centro_urbano-45088141471_216500/;Palau-solità i Plegamans;2 habs.;1 baño;74 m²;3ª planta;Piso reservado:       en muy buena zona de palau-solità i plegamans, frente a la nueva biblioteca, y a 100 metros de mercadona y l...;41.59012;2.178253;;barcelona
460.000 €;Casa en Carrer de la Verge de Montserrat, 15;/comprar/casa-sant_fost_de_campsentelles_centro_urbano-45075987646_100500/;Sant Fost de Campsentelles;5 habs.;2 baños;296 m²;;"Casa centro urbano sant fost de campsentelles

Presentamos una casa, situada sobre una parcela de 556m², con 296 m² construidos se...";41.5214;2.2345;;barcelona
369.000 €;Piso en Front Maritim;/comprar/piso-gorg_progres_pep_ventura08912-43415622853_100500/;Gorg-Progrés-Pep Ventura (Badalona);2 habs.;2 baños;69 m²;1ª planta;¡Bienvenido a tu nuevo hogar en la zona de gorg! Este encantador piso semi-nuevo de 2 habitaciones y 2 baños ofrece comodidad y es...;41.4431873;2.2448173;;barcelona
495.000 €;Chalet en Vallés Oriental;/comprar/chalet-sant_feliu_de_codines_centro_urbano-45013490224_108700/;Sant Feliu de Codines;5 habs.;5 baños;361 m²;;Esteban méndez y su equipo de iad le presentan esta fantástica casa con terrazas, piscina y espectaculares vistas en sant feliu de...;41.684037487;2.163642964;;barcelona
