precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
950€;Piso alquiler estudiantes con terraza junto a Traumatologia;https://rd.clk.thribee.com/id.11_c11m1u1vE/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.1/;18013, San Francisco, Cáceres, Provincia de Cáceres;4  habitaciones;2  baños;107  m²;Piso de estudiantes en zona Traumatología ideal para cualquier facultad de Cartuja o Ciencias. Dispone de calefacción y agua caliente central inc...;Hace 2 días;Vadevender;Granada
900€;EST / Piso de CUATRO dormitorios zona La Chana;https://rd.clk.thribee.com/id.M1L1o1b81KM1x/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.1/;18015, La Granada, Provincia de Barcelona;4 habitaciones;1 baños;115 m²;REf. 2095. Comunidad Incluida. *Cobramos gastos por consultoría inmobiliaria equivalente al precio de la vivienda mas iva...;Hace 5 días;Vadevender;Granada
1.100€;Piso en Alquiler en La Granada;https://rd.clk.thribee.com/id.1wG9m1z1F1K14/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.2/;18012, San Ildefonso, Jaén, Provincia de Jaén;4 habitaciones;2 baños;105 m²;...y del centro de Granada, disfrutarás de una excelente conexión con todo lo que la ciudad tiene para ofrecer. Inmobiliaria We Care Europe...;Hace 5 días;Vadevender;Granada
1.600€;Estupenda vivienda en tiro de linea;https://rd.clk.thribee.com/id.1c1CaWP1a1Y15/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.2/;41013, Sevilla, Provincia de Sevilla;4  habitaciones;1  baños;85  m²;1. Piso? Piso en Sevilla zona Tiro de Línea, 85 m. De superficie, 4 habitaciones, un baño, un aseo, propiedad reformada, cocina equipada, orienta...;Hace 2 días;Vadevender;Granada
1.200€;Piso en Alquiler en Los Sevillanos, Sevilla;https://rd.clk.thribee.com/id.1fT1cfrS1xM/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.3/;41003, Sevilla, Provincia de Sevilla;4  habitaciones;2  baños;95  m²;Piso junto a la Pza. San Agustín. Consta de 95 m² con salón con aire acondicionado frío-calor y 4 habitaciones, una de ellas doble. Cocina indepe...;Hace 2 días;Vadevender;Granada
4.500€;Espectacular vivienda en alquiler en una de las urbanizaciones más exclusivas de arenales del sol!;https://rd.clk.thribee.com/id.bNEg141T1RF/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.4/;03195, Alicante, Provincia de Alicante;2  habitaciones;2  baños;100  m²;Viivenda unica en a en una de las mejores zonas de arenales del sol! La vivienda está formada por: Habitación de matrimonio con baño y plato de d...;Hace 2 días;Vadevender;Granada
1.000€;Apartamento con garaje incluido en pleno centro de sevilla;https://rd.clk.thribee.com/id.PZ17_1D1E_1e/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.5/;41001, Sevilla, Provincia de Sevilla;2  habitaciones;1  baños;65  m²;Se alquila apartamento en el arenal, en magnifica casa palacio, ubicación junto al río. El apartamento muy luminosos, dispone de dos dormitorios,...;Hace 2 días;Vadevender;Granada
1.500€;¡Fantástico piso con terraza de uso privado!;https://rd.clk.thribee.com/id._yLx1qm1gD/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.6/;41004, Santa Cruz, Casco Antiguo, Sevilla, Provincia de Sevilla;4  habitaciones;2  baños;115  m²;Se alquila magnífico piso CON TERRAZA en pleno casco histórico de Sevilla. Situado a 4 minutos a pie de la Catedral de Sevilla y a 6 minutos del...;Hace 2 días;Vadevender;Granada
825€;Estupendo piso de alquiler en bami;https://rd.clk.thribee.com/id.u1241D4R1AF/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.7/;41013, Bami, Distrito Sur, Sevilla, Provincia de Sevilla;3  habitaciones;1  baños;74  m²;Piso amueblado en BAMI, primera planta con ascensor de 71 metros cuadrados distribuidos en salón, un baño con plato de ducha, cocina amueblada co...;Hace 2 días;Vadevender;Granada
700€;Solo para estudiantes;https://rd.clk.thribee.com/id.u1e1d1c1Il1_1G/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.1746trovit-web-6f6984d597-z9klm66a358c8ce39d/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Granada/type.2/page.15/cookieid.102115666a358c8ce02e4.20232459/pos.8/;41006, Sevilla, Provincia de Sevilla;2  habitaciones;1  baños;48  m²;Solo para estudiantes. Piso en la Barriada Hispalis. La vivienda es una planta baja reformada, consta actualmente de salón comedor, dos dormitori...;Hace 2 días;Vadevender;Granada
