precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
775€;1 dormitorio, Granada 18010 1ES67380-;https://rd.clk.thribee.com/id.1Mue11n1o1EA/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.1/;18010, Granada, Provincia de Granada;1  habitaciones;1  baños;-;...se encuentra en Granada Granada 18010. Tiene 1 dormitorio, 1 baño. Esta 1 dormitorio apartamentos en Granada Granada es para alquilar por 775...;Hace 6 días;Listanza;Granada
1.400€;2 dormitorio, Granada 18009 1ES73947-;https://rd.clk.thribee.com/id.1MUP1yE1MH1_/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.2/;18009, Granada, Provincia de Granada;2  habitaciones;1  baños;-;...se encuentra en Granada Granada 18009. Tiene 2 dormitorios, 1 baño. Esta 2 dormitorio apartamentos en Granada Granada es para alquilar por 1400...;Hace 6 días;Listanza;Granada
1.500€;2 dormitorio, Granada 18002 1ES63037-;https://rd.clk.thribee.com/id.1O1b1Io1DE1HC/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.3/;18002, Granada, Provincia de Granada;2  habitaciones;1  baños;-;...se encuentra en Granada Granada 18002. Tiene 2 dormitorios, 1 baño. Esta 2 dormitorio apartamentos en Granada Granada es para alquilar por 1500...;Hace +30 días;Listanza;Granada
980€;3 dormitorio, Granada 18012 1ES56859-;https://rd.clk.thribee.com/id.1S1x1i1o_B1r1T/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.4/;18012, Granada, Provincia de Granada;3  habitaciones;1  baños;-;...se encuentra en Granada Granada 18012. Tiene 3 dormitorios, 1 baño. Esta 3 dormitorio apartamentos en Granada Granada es para alquilar por 980...;Hace +30 días;Listanza;Granada
682€;Granada 18009 1ES44502-;https://rd.clk.thribee.com/id.1fT1_J1K_R1T/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.5/;18009, Granada, Provincia de Granada;-;1  baños;-;...se encuentra en Granada Granada 18009. Tiene 0 dormitorio, 1 baño. Esta 0 dormitorio apartamentos en Granada Granada es para alquilar por 682...;Hace +30 días;Listanza;Granada
490€;Granada 18002 1ES55273-;https://rd.clk.thribee.com/id.1w1IF1a1K1A6G/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.6/;18002, Granada, Provincia de Granada;-;1  baños;-;...se encuentra en Granada Granada 18002. Tiene 0 dormitorio, 1 baño. Esta 0 dormitorio apartamentos en Granada Granada es para alquilar por 490...;Hace 23 días;Listanza;Granada
705€;Granada 18015 1ES67376-;https://rd.clk.thribee.com/id.1y1s1C1MmDwJ/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.7/;18015, Granada, Provincia de Granada;-;-;-;...Esta casa se encuentra en Granada Granada 18015. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Granada Granada es para alquilar por 705...;Hace 6 días;Listanza;Granada
2.030€;2 dormitorio, Granada 1ES77942-;https://rd.clk.thribee.com/id.X1B1qe1YK1mX/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.8/;Granada, Provincia de Granada;2  habitaciones;1  baños;-;...casa se encuentra en Granada Granada. Tiene 2 dormitorios, 1 baño. Esta 2 dormitorio apartamentos en Granada Granada es para alquilar por 2030...;Hace 2 días;Listanza;Granada
1.160€;1 dormitorio, Granada 1ES78064-;https://rd.clk.thribee.com/id.Yq1X1E171h31l/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.9/;Granada, Provincia de Granada;1  habitaciones;1  baños;-;...casa se encuentra en Granada Granada. Tiene 1 dormitorio, 1 baño. Esta 1 dormitorio apartamentos en Granada Granada es para alquilar por 1160...;Hace 2 días;Listanza;Granada
1.200€;1 dormitorio, Granada 18001 1ES52536-;https://rd.clk.thribee.com/id.1pg1N1311NUD/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.112469trovit-web-86bb757b58-rcnwt66818ad613f6b/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.granada%20provincia/type.2/page.2/cookieid.102011266818ad613ada4.21279437/pos.10/;18001, Granada, Provincia de Granada;1  habitaciones;-;-;...casa se encuentra en Granada Granada 18001. Tiene 1 dormitorio. Esta 1 dormitorio apartamentos en Granada Granada es para alquilar por 1200...;Hace +30 días;Listanza;Granada
