precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;raw_json;CCAA
314.000 €;Ático en calle Doctor Juan Bta. Peset Aleixandre,  S/N;/comprar/atico-quart_de_poblet_centro_urbano-3084633499_109700/;Quart de Poblet;3 habs.;2 baños;111 m²;K7. Ático en un edificio de obra nueva de 111 m2 de superficie construida y ubicado en la zona de Quart de Poblet, enclavado en planta 7. Está distribuido en 3 habitaciones, 2 baños completos y terraza de 26,21 m2. Incluye extras como ascensor.;39,4698;-0,501074;;;valencia
255.000 €;Casa en calle de Ramón Abargues;/comprar/casa-oliva_nucli_urba-45041632981_100500/;Nucli Urbà (Oliva);3 habs.;3 baños;261 m²;En la población de oliva, a 2000 metros del mar, a 8 km de gandía y, a tan solo 87 km del aeropuerto de valencia, tenemos para ti ...;38.916513747;-0.115293916;;;valencia
89.000 €;Casa en Manuel;/comprar/casa-manuel_centro_urbano-44214097777_108900/;Manuel;2 habs.;2 baños;81 m²;"Bonita casa&nbsp; de 81m² construidos aprox. Con calidades de primera, situada en la población de manuel, municipio de la comarca ...";39.0517112;-0.492404;;;valencia
354.000 €;Piso en calle del Músico Maestro Sosa, 27;/comprar/piso-arrancapins46007-44167949723_108900/;Arrancapins (Distrito Extramurs. València Capital);4 habs.;2 baños;128 m²;¡Descubre tu próximo hogar en esta amplia propiedad! Ubicada en una de las zonas más privilegiadas de la ciudad, junto a la modern...;39.4612844;-0.3840872;1ª planta;;valencia
695.000 €;Piso en Passatge del Doctor Serra;/comprar/piso-russafa46004-21676434982_522542/;Russafa (Distrito L'Eixample. València Capital);5 habs.;3 baños;266 m²;"Venta piso señorial en el corazon de valencia

Bajada de precio !!

La vivienda dispone de una superficie gráfica 266 m² construid...";39.4665566;-0.3754188;9ª planta;;valencia
170.000 €;Chalet en Nou Lepanto,  Sn;/comprar/chalet-petres_centro_urbano-44226406061_109700/;Petrés;4 habs.;3 baños;136 m²;Nuevo residencial en la localidad de petres, a un paso de sagunto y del parque empresarial. 22 unifamiliares llave en mano a un pr...;39.6924366406;-0.3255898387666666;;;valencia
535.000 €;Casa en Albaida;/comprar/casa-albaida_centro_urbano-92542996007_997517/;Albaida;5 habs.;4 baños;1.120 m²;Al sur de valencia, en la tranquila y bella zona de la vall d’albaida, se encuentra esta majestuosa propiedad de más de 1.100 m² ú...;38.8408773;-0.5212019;;;valencia
122.000 €;Apartamento en Carrer del Bovetar, 27;/comprar/apartamento-miramar_centro_urbano-14173034103_106000/;Miramar;2 habs.;1 baño;Más de 20;"Inmueble en perfectas condiciones.
Oportunidad, apartamento completamente reformado en perfectas condiciones, dos dormitorios con ...";38.9589;-0.12631;;;valencia
240.000 €;Chalet en Riba-roja de Túria;/comprar/chalet-riba_roja_de_turia_centro_urbano-43354281007_109300/;Riba-roja de Túria;3 habs.;2 baños;273 m²;Descubra esta  casa con terreno en riba-roja de túria. Esta propiedad  cuenta con una parcela de 96 m², donde se erige una imponen...;39.5221357;-0.5233467;;;valencia
800.000 €;Casa en Platja D´Oliva;/comprar/casa-platja_oliva-17524098992_997517/;Platja d'Oliva (Oliva);7 habs.;3 baños;363 m²;A un agradable paseo de la playa de oliva, en una tranquila zona residencial, se encuentra esta casa de 363 m² distribuidos en dos...;38.92096196;-0.086720519;;;valencia
197.000 €;Apartamento en Avinguda Caudeli, 14;/comprar/apartamento-xeresa_centro_urbano-15885277086_100500/;Xeresa;1 hab.;2 baños;80 m²;"Apartamentos y villas exclusivas en el ""resort"" xeresa del monte.
 
 Ubicado en un paraje idílico este resort, construido con prim...";39.0063;-0.203051;Bajo;;valencia
215.000 €;Ático en Avinguda del Cid;/comprar/atico-nou_moles46018-38356580853_515764/;Nou Moles (Distrito L'Olivereta. València Capital);3 habs.;2 baños;120 m²;Mestalla inmobiliaria pone en venta ático en la avenida del cid de 125m² distribuido actualmente en 3 habitaciones y 2 baños, saló...;39.469002519;-0.400109879;;;valencia
45.000 €;Casa en Carrer de Cánovas del Castillo, 14;/comprar/casa-oliva_nucli_urba-42514588992_100500/;Nucli Urbà (Oliva);2 habs.;1 baño;77 m²;"Vivienda para reformar en dos plantas en oliva. Distribuida en:

En la planta primera está situado el salón-comedor con cocina am...";38.9197;-0.1257;;;valencia
40.000 €;Casa en Carrer de l'Aseo;/comprar/casa-utiel_centro_urbano-95012181756_990914/;Utiel;3 habs.;1 baño;123 m²;40.000 €. Utiel (valencia), c/ aseo, casa en venta, con muebles y electrodomesticos,  consta de: planta baja, 1ª planta, buhardill...;39.566215107;-1.204650758;;;valencia
69.000 €;Finca rústica en calle Pol. 7;/comprar/finca_rustica-cheste_centro_urbano-38334815976_103800/;Cheste;2 habs.;;160 m²;Referente a los suministros, dispone de agua a través de un aljibe de 9m cúbicos, rellenable mediante agua de lluvia o cuba. Para ...;39.531721554;-0.722362422;;;valencia
150.000 €;Piso en calle Cl Catorce Abril, nº 25;/comprar/piso-centre_port-44204655609_108900/;Centre Port (Distrito Port de Sagunt. Sagunt - Sagunto);3 habs.;2 baños;92 m²;Disfrute de  esta exquisita propiedad, estratégicamente ubicada en puerto de sagunto. a solo un paseo de distancia de la playa y a...;39.6617975;-0.2195256;2ª planta;;valencia
165.000 €;Piso en El Perelló;/comprar/piso-sueca_el_perello46420-40887540522_100500/;El Perelló (Sueca);2 habs.;1 baño;70 m²;"***expercasa massanassa -alfafar*** dispone de un bonito apartamento esquinero a 50m de la playa de el perelló

El inmueble se enc...";39.272397864;-0.272297006;1ª planta;;valencia
88.000 €;Piso en Nucli Urbà;/comprar/piso-oliva_nucli_urba-45028255839_108500/;Nucli Urbà (Oliva);3 habs.;2 baños;145 m²;Se vende amplio piso situado en oliva, valencia, al que se accede desde los bajos del edificio y se situa en la entre-planta. El i...;38.9242923;-0.1242583;;;valencia
193.000 €;Piso en calle de Hernán Cortés;/comprar/piso-zona_campus_universitari-40872225821_101800/;Zona Campus Universitari (Burjassot);3 habs.;2 baños;110 m²;Ponemos a la venta esta vivienda, casi nueva, en zona facultades de burjasot. Situada en una cuarta planta con ascensor  y con pla...;39.5111985;-0.4182615;4ª planta;;valencia
70.000 €;Casa en Carrer Sant Josep, 3;/comprar/casa-llauri_centro_urbano-14200882307_516920/;Llaurí;5 habs.;3 baños;260 m²;"Magnífica oportunidad para comprar esta fantástica vivienda. 
Está en pleno centro del pueblo, cerca de los comercios y de la farm...";39.14640252204808;-0.3307596876128078;;;valencia
1.200.000 €;Casa en Cheste;/comprar/casa-cheste_centro_urbano-21686511492_997517/;Cheste;8 habs.;7 baños;1.348 m²;Ubicada en cheste a tan solo 22 km de la ciudad de valencia y conectando la a3 (valencia-madrid) con todos los servicios urbanos d...;39.49335453679703;-0.6812643451705627;;;valencia
298.000 €;Chalet adosado en calle Geminis;/comprar/chalet_adosado-playa_de_canet-42535332910_992468/;Playa de Canet (Canet d'en Berenguer);3 habs.;3 baños;248 m²;"Precioso chalet adosado de diseño en la playa de canet de berenguer, en primera linea de playa.

La primera planta dispone de ampl...";39.6802;-0.2174194;;;valencia
135.000 €;Piso en Sagunto;/comprar/piso-sagunt_poble_centre46500-44174737875_103800/;Centre (Distrito Sagunt Poble. Sagunt - Sagunto);4 habs.;;120 m²;Piso  en sagunto, con 120 m² construidos, 4 dormitorios, 2 baños, buen estado, exterior, planta 1, 1 terraza(s), cocina independie...;39.679015;-0.278764;1ª planta;;valencia
89.000 €;Casa en calle Mayor;/comprar/casa-miramar_centro_urbano-42537673437_997486/;Miramar;2 habs.;2 baños;100 m²;"Casa totalmente reformada en el pueblo de miramar a 1 km se la playa junto a la iglesia, zona centro de miramar, 
Rodeado de los ...";38.950839826;-0.139294798;;;valencia
66.000 €;Casa en calle Diputat Villanueva o de los Hostals;/comprar/casa-xativa_centro_urbano-40079073306_994429/;Xàtiva;;1 baño;204 m²;La casa está situada en el municipio de xàtiva (zona centro) a 63 kilómetros de valencia capital. Dotada del tren de cercanías, c...;38.987587445;-0.526593956;;;valencia
118.000 €;Piso en Avinguda de València;/comprar/piso-oliva_nucli_urba-35915411717_526805/;Nucli Urbà (Oliva);3 habs.;2 baños;114 m²;Adaix graogandia, quiere  presentarles este magnifico y amplio piso céntrico, ubicado en una de las mejores zonas privilegiadas de...;38.923637214;-0.123399576;2ª planta;;valencia
50.000 €;Chalet en Carrer de Concepción Arenal;/comprar/chalet-carlet_centro_urbano-44232414356_100500/;Carlet;5 habs.;;219 m²;Te recomendamos esta vivienda en el pueblo de carlet  , ideal inversion ,  integrado en la comarca de ribera alta, se sitúa a 34 k...;39.2256895;-0.5250504;;;valencia
179.900 €;Dúplex en calle Joan El Caçador;/comprar/duplex-silla_centro_urbano-44166990283_100500/;Silla;3 habs.;3 baños;146 m²;Descubre este impresionante ático dúplex con terraza, que combina elegancia, espacio y vistas panorámicas. Con 146 m² según catast...;39.3687766;-0.4110285;5ª planta;;valencia
530.000 €;Piso en El Pla del Remei;/comprar/piso-el_pla_del_remei46004-855146911_100500/;El Pla del Remei (Distrito L'Eixample. València Capital);3 habs.;2 baños;110 m²;Grupo alain le ofrece esta exclusiva vivienda de lujo en la calle jorge juan, mejor zona del pla del remei, con vistas al mercado ...;39.4689146;-0.3691728;4ª planta;;valencia
154.999 €;Piso en La Raiosa;/comprar/piso-hort_de_senabre46017-43386929001_100500/;L'Hort de Senabre (Distrito Jesús. València Capital);4 habs.;2 baños;90 m²;Salico servicios inmobiliarios vende magnifico piso reformado en l'hort de senabre en calle santander, en una quinta planta sin as...;39.454494;-0.3899421;5ª planta;;valencia
590.000 €;Chalet en Centre;/comprar/chalet-sagunt_poble_centre-43395874036_109300/;Centre (Distrito Sagunt Poble. Sagunt - Sagunto);6 habs.;5 baños;722 m²;"Fabulosa propiedad de revista en urbanizacion consolidada de gilet

Espectaculares vistas a la montaña desde cualquier punto de la...";39.6742156;-0.323649;;;valencia
259.000 €;Piso en Avenida Primado Reig,  25;/comprar/piso-rascanya_orriols46019-4464699730_109700/;Orriols (Distrito Rascanya. València Capital);3 habs.;2 baños;97 m²;P3-A-Pta 7. Piso en una finca de obra nueva de 97 m2 de superficie construida y emplazado en la zona de València Capital, posicionado en planta 3. Está dispuesto en 3 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor.;39,4905084;-0,3716101;3ª planta;;valencia
375.000 €;Casa en Vila Vella;/comprar/casa-vila_vella-44214071986_524083/;Vila Vella (Llíria);4 habs.;3 baños;320 m²;"Casa ubicada en el corazón de llíria, a un paso de todos los servicios y rodeada de un ambiente familiar y acogedor.

Imagina desp...";39.6264007;-0.5972318;;;valencia
169.000 €;Casa en Carrer Galícia;/comprar/casa-catarroja_centro_urbano-42594991498_100500/;Catarroja;9 habs.;2 baños;300 m²;Una estupenda oportunidad, se vende amplia casa en catarroja para reformarla a tu gusto. Tiene 10,10 metros de fachada  por 15,88 ...;39.401544;-0.4061363;;;valencia
120.000 €;Casa adosada en calle de Tramoyeres;/comprar/casa_adosada-el_cabanyal_el_canyamelar46011-44257257789_100500/;El Cabanyal-El Canyamelar (Distrito Poblats Marítims. València Capital);2 habs.;1 baño;55 m²;¡Oportunidad única en la costa! Se vende acogedora casa adosada de dos plantas, perfecta para aquellos que buscan un proyecto con ...;39.4734112;-0.330665;;;valencia
349.900 €;Piso en L'Illa Perduda;/comprar/piso-illa_perduda46022-43410574546_109300/;L'Illa Perduda (Distrito Algirós. València Capital);4 habs.;2 baños;120 m²;"¡Atención a todos los amantes de valència y sus encantos!  
Tenemos el placer de presentarles este maravilloso piso situado en uno...";39.469664871;-0.341805507;1ª planta;;valencia
330.000 €;Chalet en calle Colinas de Venta Cabrera;/comprar/chalet-montserrat_centro_urbano-43402915008_100500/;Montserrat;4 habs.;2 baños;410 m²;"Magnífico chalet en una de las urbanizaciones más buscadas de monserrat ""colinas de venta cabrera"", con una gran parcela de casi 1...";39.366965813;-0.578474233;;;valencia
299.000 €;Piso en Carrer del Pintor Julio Vila Prades;/comprar/piso-la_petxina46008-44213006470_990914/;La Petxina (Distrito Extramurs. València Capital);3 habs.;2 baños;109 m²;299.000 e. Z/ angel guimera, c/ pintor vila prades, vivienda chaflan, salon comedor amplio, 3 habitaciones, cocina independiente, ...;39.4701477;-0.3898718;2ª planta;;valencia
180.000 €;Piso en Safor;/comprar/piso-tavernes_de_la_valldigna_centro_urbano-44172545375_108700/;Tavernes de la Valldigna;3 habs.;2 baños;110 m²;"*** solicite visita virtual***
Les presentamos este increíble apartamento situado en la playa de tavernes de valldigna, con unas v...";39.0895917;-0.2163631;;;valencia
415.000 €;Casa en Benimaclet;/comprar/casa-benimaclet_barrio46020-33395766087_100900/;Benimaclet (Distrito Benimaclet. València Capital);4 habs.;3 baños;168 m²;Unifamiliar en benimaclet (valencia) de tres plantas sobre rasante y un sótano bajo rasante. Situada en el chaflán de la manzana a...;39.487893;-0.3596678;;;valencia
279.000 €;Piso en calle del Maestro Bellver;/comprar/piso-patraix_barrio46018-44258550183_100500/;Patraix (Distrito Patraix. València Capital);3 habs.;2 baños;129 m²;Te presentamos esta magnífica vivienda en el encantador barrio de arrancapins, situada en la calle mestre bellver. Este luminoso p...;39.4661552;-0.3911242;2ª planta;;valencia
750.000 €;Casa en Espioca;/comprar/casa-espioca-7502528045_997517/;Espioca (Alginet);9 habs.;4 baños;540 m²;En la prestigiosa urbanización tancat de l'alter, con control de acceso, seguridad y vigilancia 24 horas, a tan solo 15 minutos de...;39.2713144;-0.4933124;;;valencia
115.000 €;Apartamento en Les Palmeres;/comprar/apartamento-sueca_el_perello46420-42524290866_109300/;El Perelló (Sueca);1 hab.;1 baño;65 m²;Precioso y acogedor piso en venta en les palmeres en la costa de valencia. Situado a tan solo 100m de la bonita playa mediterránea...;39.271656459;-0.271302202;;;valencia
235.000 €;Piso en calle de la Constitución, 47;/comprar/piso-zona_avinguda_al_vedat-45026749267_992124/;Zona Avinguda al Vedat (Torrent);3 habs.;2 baños;107 m²;Garaje y trastero incluidos. Finca 2007. Todo exterior y con vistas despejadas. Muy luminoso y soleado. 2º con ascensor, de 3 dorm...;39.431;-0.47853255;2ª planta;;valencia
158.000 €;Piso en Avenida de la Albufera;/comprar/piso-alfafar_centro_urbano-44172036550_100900/;Alfafar;2 habs.;1 baño;82 m²;Habitale presenta esta preciosa vivienda en alfafar, en la misma avenida principal con todos los comercios y servicios a la mano, ...;39.422971696;-0.386519959;3ª planta;;valencia
200.000 €;Casa en Albal;/comprar/casa-albal_centro_urbano-30842224485_100900/;Albal;3 habs.;2 baños;330 m²;"Fantástica casa para reformar. A que esperas? Ven y nosotros te gestionamos la reforma. Infórmate ya en habitale 
#ref:46-34476";39.397918158;-0.405568276;;;valencia
117.000 €;Piso en calle del Maestro Serrano;/comprar/piso-alginet_centro_urbano-44171162316_100500/;Alginet;3 habs.;2 baños;146 m²;Piso situado en la 1º planta de un edificio plurifamiliar bajo rasante con 3 alturas en el municipio de alginet, provincia de vale...;39.2585066;-0.4702435;1ª planta;;valencia
89.000 €;Piso en Centro;/comprar/piso-sueca_centro_urbano-43394907532_100500/;Sueca;3 habs.;1 baño;85 m²;Hola que tal, soy una vivienda situada en la población de sueca, muy cerca del centro del pueblo con todos los servicios cercanos,...;39.1983293;-0.3136074;1ª planta;;valencia
55.000 €;Piso en calle del Obispo Juan Osta;/comprar/piso-oliva_nucli_urba-43412407503_527601/;Nucli Urbà (Oliva);3 habs.;1 baño;105 m²;Se vende este amplio piso situado en el cuarto piso de un edificio en la zona de nucli urbà en oliva. La vivienda cuenta con una s...;38.9223181;-0.1226101;4ª planta;;valencia
150.000 €;Piso en Vilamarxant;/comprar/piso-vilamarxant_centro_urbano-43372550880_109300/;Vilamarxant;2 habs.;2 baños;84 m²;¡Atención todos los amantes de las propiedades de ensueño! En esta ocasión, tengo el placer de presentarles una oferta que no podr...;39.569461269;-0.630429941;1ª planta;;valencia
130.000 €;Piso en Carrer de Blasco Ibáñez;/comprar/piso-sueca_el_perello-23391731351_524110/;El Perelló (Sueca);3 habs.;2 baños;115 m²;Adeval servicios inmobiliarios, vende piso en el perello, ideal para residencia de todo el año y como inversión de vivienda para v...;39.276875496;-0.274943936;2ª planta;;valencia
325.000 €;Casa en Carrer de Sant Jaume;/comprar/casa-alcasser_centro_urbano-39183740534_103800/;Alcàsser;4 habs.;2 baños;444 m²;"Osgial servicios inmobiliarios ofrece una gran casa de pueblo para reformar de 444m².

La vivienda toda en planta baja, cuenta con...";39.3670319;-0.4445488;;;valencia
119.500 €;Piso en Carrer del Dos de Maig;/comprar/piso-montserrat_centro_urbano-45079784788_100500/;Montserrat;3 habs.;;114 m²;"Oportunidad, para entrar a vivir!

Vivienda exterior de reciente construcción (año 2007) totalmente amueblada y equipada con elect...";39.356217;-0.6045645;2ª planta;;valencia
320.000 €;Ático en Valterna-Terramelar;/comprar/atico-valterna_terramelar46989-45063241286_109300/;Valterna-Terramelar (Paterna);4 habs.;3 baños;191 m²;Ubicado en la encantadora valterna, este espectacular ático dúplex es una de las joyas de la corona de nuestra exclusiva cartera d...;39.513121741;-0.431348425;;;valencia
189.000 €;Chalet en calle Pl Poligono;/comprar/chalet-montserrat_centro_urbano-37514029239_100500/;Montserrat;3 habs.;;125 m²;"Foro valencia, recomienda esta propiedad a tan solo 30 min de valencia con una comunicación ideal a la ciudad; parcela  de aproxim...";39.348418137;-0.578301388;;;valencia
200.000 €;Chalet en Carrer Virgen Merced;/comprar/chalet-gatova_centro_urbano-99195156127_994429/;Gátova;4 habs.;2 baños;183 m²;"Magnifico chalet en urbanizacion "" la tejeria "" en gatova , junto parque natural de la sierra calderona. La vivienda esta ubicada ...";39.7758435;-0.5293889;;;valencia
180.000 €;Piso en Playa de Tavernes;/comprar/piso-tavernes_de_la_valldigna_centro_urbano-38388259203_100500/;Tavernes de la Valldigna;3 habs.;2 baños;128 m²;Estupendo apartamento a la venta en tavernes playa, de 125 m² en un entorno con buenas vistas. Se trata de un primer piso esquiner...;39.102515474;-0.225773778;1ª planta;;valencia
220.000 €;Casa en Oliva Nova Golf;/comprar/casa-oliva_nova-36735317981_100500/;Oliva Nova (Oliva);3 habs.;2 baños;100 m²;Casa con terreno de 1600 m², con gran potencial,  distribuida en una planta,  con porche, salón, comedor y cocina en un ambiente, ...;38.913787649;-0.11290199;;;valencia
123.000 €;Piso en Sagunto;/comprar/piso-sagunt_poble_centre46500-41741608944_103800/;Centre (Distrito Sagunt Poble. Sagunt - Sagunto);4 habs.;2 baños;149 m²;"Solidinmuebles vende estupenda vivienda en el barrio de la antigua morería de sagunto.

La amplia vivienda cuenta con 149 m² exter...";39.6802885;-0.2789613;;;valencia
149.990 €;Piso en calle Dr Desiderio Gallego Moya, nº 15;/comprar/piso-quart_de_poblet_centro_urbano-35914784074_100500/;Quart de Poblet;3 habs.;2 baños;129 m²;Este amplio piso se encuentra ubicado en la zona de quart de poblet, a solo unos minutos del aeropuerto y fácil acceso a las princ...;39.4836;-0.445683;Bajo;;valencia
850.000 €;Casa en Benaguasil;/comprar/casa-benaguasil_centro_urbano-60040480017_997517/;Benaguasil;4 habs.;4 baños;675 m²;Situado en la población de benaguacil, sobre una parcela de 1.350 m² con gran privacidad, se encuentra esta casa de lujo, de recie...;39.595797334;-0.59779924;;;valencia
240.000 €;Piso en calle V Roca Cervera;/comprar/piso-xirivella_centro_urbano46950-40895368315_100500/;Xirivella;4 habs.;2 baños;138 m²;Magnifica vivienda en venta en xirivella, en zona consolidada con todos los servicios a tu alcance. Una vivienda amplia para famil...;39.465537;-0.4233296;2ª planta;;valencia
328.000 €;Piso en Avenida José Roca Coll,  1311;/comprar/piso-safranar46014-4592704874_109700/;Safranar (Distrito Patraix. València Capital);3 habs.;2 baños;130 m²;Esc. 1 Pl. 5ª Pt. g T6. Piso en una finca de obra nueva de 130 m2 de superficie construida y emplazado en la zona de València Capital, posicionado en planta 5. Está dispuesto en 3 habitaciones, 2 baños completos y dispone de certificación energética B. Cuenta como extras ascensor, garaje y trastero.;39,458844505;-0,399195484;5ª planta;;valencia
45.000 €;Chalet adosado en calle Huerta;/comprar/chalet_adosado-alberic_centro_urbano-39254356759_993822/;Alberic;3 habs.;2 baños;173 m²;"Sin comisión inmobiliaria.

Casa adosada en calle huertas de alberic.
Construido en 1900, con 173 m² construidos en dos plantas + ...";39.11418369;-0.517310191;;;valencia
220.000 €;Piso en Avinguda del Doctor Waksman;/comprar/piso-en_corts46006-45042868372_996165/;En Corts (Distrito Quatre Carreres. València Capital);2 habs.;2 baños;80 m²;Se vende un acogedor piso en la zona de en corts, ubicado en la séptima planta de un edificio con ascensor. Con una superficie tot...;39.4560674;-0.3725397;7ª planta;;valencia
77.000 €;Casa en Carrer de Gabriel Miró;/comprar/casa-bocairent_centro_urbano-35910996832_100900/;Bocairent;4 habs.;2 baños;148 m²;Vivir en un pueblo de sierra es vivir bien, y mas si estás en la zona mas tranquila del pueblo, te presentamos esta vivienda de 1...;38.766997414;-0.612590693;;;valencia
76.000 €;Piso en Carrer de Joanot Martorell, 1;/comprar/piso-oliva_nucli_urba-43355404672_528045/;Nucli Urbà (Oliva);3 habs.;1 baño;105 m²;Esta vivienda está ubicada en el segundo piso de un edificio sin ascensor en oliva, una localidad conocida por su ambiente tranqui...;38.922295;-0.12562041;2ª planta;;valencia
148.000 €;Piso en Plaza de Germans Iborra;/comprar/piso-silla_centro_urbano-39199883950_100500/;Silla;3 habs.;2 baños;105 m²;Piso en venta de 104 m² y 3 dormitorios situada en silla, en la provincia de valencia. Situado en un área residencial con todos lo...;39.365093;-0.415192341;2ª planta;;valencia
435.000 €;Casa adosada en Carrer del Pacífic;/comprar/casa_adosada-bonavista_zona_de_estacio-35878660011_100500/;Bonavista-Zona de l'Estació (Cullera);4 habs.;5 baños;296 m²;"Espectacular vivienda en cullera en la provincia de valencia! 
Este adosado seguramente es el tipo de hogar que siempre has soñado...";39.1828109;-0.2329926;;;valencia
35.000 €;Casa en Carrer de Gabriel y Galán;/comprar/casa-bunol_centro_urbano-43345203698_109300/;Buñol;4 habs.;2 baños;85 m²;Casa de pueblo de 2 plantas más terraza, de 85 m², para reformar a tu gusto. Consta de planta baja con comedor con chimenea, cocin...;39.419845399;-0.791333066;;;valencia
200.000 €;Piso en Carrer Rafael Lapesa Melgar, 8;/comprar/piso-cami_real46017-41753227667_100500/;Camí Real (Distrito Jesús. València Capital);3 habs.;;95 m²;Para inversores! Bienvenido a tu nuevo hogar! Impecable piso en zona residencial privada con zonas comunes. Este piso está listo p...;39.4389;-0.388737;5ª planta;;valencia
41.500 €;Ático en Carrer del General Prim;/comprar/atico-cogullada-43388130692_101800/;Cogullada (Carcaixent);4 habs.;1 baño;149 m²;"¡Inversión con potencial en carcaixent, valencia!

Piso con terraza para transformar en tu espacio soñado

Bienvenido al emocionan...";39.1214268;-0.4517923;;;valencia
168.000 €;Piso en calle Alacant 28 y C/ Molins 57 Y,  59;/comprar/piso-santa_rita_alborgi46980-4177481831_109700/;Santa Rita-Alborgí (Paterna);2 habs.;2 baños;102 m²;Tipo p. Piso en una finca de obra nueva con garaje y trastero incluido en el precio con una superficie construida c.e.c de 102 m² ...;39.5063084;-0.4538473;;;valencia
209.000 €;Ático en calle del Ceramista Ros, 1;/comprar/atico-vara_de_quart46014-34209221895_992124/;Vara de Quart (Distrito Patraix. València Capital);2 habs.;1 baño;74 m²;Atico con terraza de 20 mt. 8º con ascensor, exterior, de 2 dormitorios, salon, cocina, baño ( con entrada también por habitación ...;39.463315136917316;-0.4033794951810299;;;valencia
298.000 €;Piso en Avinguda del Cid;/comprar/piso-soternes46014-40841857797_100500/;Soternes (Distrito L'Olivereta. València Capital);3 habs.;2 baños;93 m²;Esta cautivadora propiedad destaca por sus vistas despejadas, excelente orientación y una circulación de aire óptima gracias a sus...;39.4703178;-0.4075978;8ª planta;;valencia
125.000 €;Chalet rústico en Carrer Mayor, 39;/comprar/chalet_rustico-benifairo_de_les_valls_centro_urbano-44175921612_992222/;Benifairó de les Valls;6 habs.;2 baños;504 m²;"¡Increíble oportunidad de inversión en benifairó de les valls, a un paso del paraíso costero!

Helice inmobiliaria te ofrece en ex...";39.72851;-0.26729372;;;valencia
300.000 €;Piso en Avenida de la Constitución, 206;/comprar/piso-rascanya_orriols46019-41751468463_109700/;Orriols (Distrito Rascanya. València Capital);3 habs.;2 baños;131 m²;Piso en una finca de obra nueva de 131 m² de superficie construida y emplazado en la zona de valència capital, con orientación sur...;39.492593;-0.373656;;;valencia
795.000 €;Chalet en Gilet;/comprar/chalet-gilet_centro_urbano-43400887852_109300/;Gilet;4 habs.;2 baños;430 m²;"Espectacular chalet de lujo en la montaña de gilet

Este increíble chalet de lujo con altas calidades seguro que te enamora nada m...";39.681060768;-0.336968475;;;valencia
119.000 €;Apartamento en Piles;/comprar/apartamento-piles_centro_urbano-44221913596_997486/;Piles;3 habs.;1 baño;84 m²;"Apartamento a pocos metros del mar.
Edificio de 1970 sin ascensor.
Reformado,
3 dormitorios,
1 baño completo
Salón comedor con amp...";38.94850024;-0.115855848;3ª planta;;valencia
335.000 €;Dúplex en calle Sant Rafael;/comprar/duplex-gandia_ciutat_centre_historic46701-43372744809_100500/;Centre Històric (Distrito Gandia Ciutat. Gandia);4 habs.;3 baños;204 m²;"La vivienda es un dúplex que tiene una superficie de 204 m² y está distribuida en dos plantas.
 
 En la planta primera se encuentr...";38.966629;-0.183916;6ª planta;;valencia
280.000 €;Piso en Zona Avinguda Alta-Auditori;/comprar/piso-zona_avinguda_alta_auditori46900-42540710142_109300/;Zona Avinguda Alta-Auditori (Torrent);3 habs.;2 baños;163 m²;Purificación mora inmobiliaria le ofrece este excelente ático en la zona más demandada y moderna de la ciudad de torrent. rodeado ...;39.423511304;-0.478642901;2ª planta;;valencia
164.000 €;Piso en Massanassa;/comprar/piso-massanassa_centro_urbano-42556713464_100500/;Massanassa;3 habs.;2 baños;167 m²;"Magnífico piso en massanassa! 
Deja ya de pagar un alquiler y paga tu propia vivienda!
Este inmueble está ubicado en una zona priv...";39.4070056;-0.3847903;3ª planta;;valencia
110.000 €;Casa en Xàtiva;/comprar/casa-xativa_centro_urbano-37585521043_108900/;Xàtiva;5 habs.;2 baños;245 m²;Ubicada en la parte baja del casco antiguo de xàtiva, cerca de colegios, institutos, bonitos parques y a unos pasos de la avenida ...;38.989093387;-0.515685417;;;valencia
145.000 €;Piso en Na Rovella;/comprar/piso-na_rovella46013-45078337387_100200/;Na Rovella (Distrito Quatre Carreres. València Capital);3 habs.;;94 m²;"Se vende vivienda en el barrio na rovella
La vivienda cuenta con una superficie de 94m² la cual se distribuye en tres habitaciones...";39.453089862;-0.367490874;;;valencia
229.000 €;Piso en calle de Sant Vicent Màrtir;/comprar/piso-la_raiosa_san_vicente_martir-44197223259_100500/;La Raïosa-San Vicente Mártir (Distrito Jesús. València Capital);3 habs.;;74 m²;Vivienda exterior luminosa con orientación este en 2ª altura de edificio con ascensor con reforma integral a estrenar de 74m² en c...;39.4562425;-0.3840689;2ª planta;;valencia
950.000 €;Chalet en Urbanització El Pinar;/comprar/chalet-picassent_centro_urbano-32591749083_100500/;Picassent;4 habs.;3 baños;500 m²;"¡Bienvenido al hogar de tus sueños en la exclusiva urbanización el pinar de picassent! Este 
Impresionante chalet independiente de...";39.345827451;-0.521780809;;;valencia
180.000 €;Dúplex en Avenida de Arrabal, 67;/comprar/duplex-requena_centro_urbano-37516185969_992784/;Requena;3 habs.;3 baños;115 m²;"En requena, capital de la vendimia, dispones de un ático dúplex , con mucha luz natural todo el día y unas vistas espectaculares.
...";39.48863542285712;-1.1094283590404501;4ª planta;;valencia
