"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","433847.934","4585891.432","433755.972","4585690.463","2.207282","41.420041","BUS -V31-136--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430495.18","4582581.904","430403.248","4582380.966","2.167546","41.38995","BUS -22-24--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433663.758","4588024.64","433571.798","4587823.651","2.204844","41.439239","BUS -11-H4--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430163.594","4584412.519","430071.665","4584211.565","2.163369","41.406409","BUS -V19--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428176.886","4585770.319","428084.976","4585569.353","2.139441","41.418462","BUS -V17-H4-H2--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429059.746","4587844.303","428967.829","4587643.317","2.14976","41.43722","NITBUS -N4--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433338.598","4585896.108","433246.641","4585695.139","2.201187","41.420041","BUS -V29--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425475.73","4585711.374","425383.845","4585510.409","2.107129","41.417685","BUS -118-128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432134.631","4581446.635","432042.683","4581245.707","2.187281","41.379865","NITBUS -N12-N28--","01","03","Ciutat Vella","la Barceloneta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433754.271","4587389.727","433662.31","4587188.744","2.205997","41.433528","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430888.947","4586331.463","430797.012","4586130.491","2.171826","41.423755","BUS -V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433128.574","4583508.167","433036.618","4583307.22","2.198938","41.398516","BUS -B25-B20-136--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430344.598","4583390.53","430252.668","4583189.585","2.165652","41.39722","BUS -47--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426083.328","4576103.169","425991.435","4575902.293","2.115572","41.331205","BUS -109--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426292.084","4575414.555","426200.189","4575213.685","2.11815","41.325022","BUS -109--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429245.161","4586470.824","429153.242","4586269.851","2.15214","41.424866","BUS -19-87-H2--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428871.854","4585696.833","428779.938","4585495.867","2.147765","41.417862","BUS -22-129-V19--","06","29","Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428717.413","4585417.893","428625.498","4585216.93","2.14595","41.415337","BUS -22-87-V19--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433529.008","4587362.927","433437.049","4587161.944","2.203304","41.433268","BUS -60--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430685.497","4590308.046","430593.565","4590107.037","2.168935","41.459552","NITBUS -N3--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430251.357","4581973.37","430159.427","4581772.438","2.1647","41.384448","BUS -120--","01","01","Ciutat Vella","el Raval","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425230.151","4585191.286","425138.268","4584990.326","2.104255","41.412978","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433633.141","4584514.653","433541.181","4584313.697","2.204863","41.407623","NITBUS -N7--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428535.575","4579219.594","428443.66","4579018.688","2.144506","41.359495","BUS -13--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428075.071","4585524.733","427983.162","4585323.769","2.138252","41.416241","NITBUS -N4--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431630.808","4585802.909","431538.866","4585601.941","2.180763","41.419058","NITBUS -N1-N4--","09","63","Sant Andreu","Navas","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427673.447","4587020.09","427581.542","4586819.112","2.133267","41.429673","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433712.485","4583339.252","433620.523","4583138.306","2.205941","41.397043","BUS -H16-V27--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432514.34","4587788.131","432422.391","4587587.145","2.191113","41.437013","BUS -126-H4-V31--","09","60","Sant Andreu","Sant Andreu","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431747.016","4590319.143","431655.075","4590118.133","2.181643","41.459743","NITBUS -N3--","08","54","Nou Barris","Torre Baró","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433110.497","4584446.631","433018.541","4584245.675","2.198618","41.406967","NITBUS -N11-N8--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432762.168","4584103.896","432670.215","4583902.944","2.194489","41.403851","BUS -H14--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426529.543","4585931.092","426437.648","4585730.125","2.119711","41.419761","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432338.579","4582867.993","432246.63","4582667.052","2.18956","41.392684","BUS -V21--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427856.945","4581029.984","427765.037","4580829.062","2.136178","41.37574","BUS -115-V5--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427436.975","4581917.528","427345.071","4581716.597","2.13105","41.383696","BUS -V5--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428647.464","4581415.529","428555.549","4581214.603","2.145585","41.379283","BUS -V7-D40--","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429840.312","4579788.082","429748.385","4579587.171","2.160037","41.36473","BUS -150--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432092.702","4590948.309","432000.758","4590747.294","2.185711","41.465439","BUS -183--","08","56","Nou Barris","Vallbona","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431976.013","4590689.153","431884.07","4590488.14","2.184343","41.463095","BUS -183-197--","08","56","Nou Barris","Vallbona","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425827.685","4581151.07","425735.796","4580950.147","2.111899","41.376646","BUS -H8--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430837.924","4583397.346","430745.989","4583196.401","2.171552","41.397324","BUS -B24-X1--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431554.071","4590477.076","431462.131","4590276.065","2.179315","41.461149","BUS -183--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431376.854","4590109.474","431284.916","4589908.467","2.177235","41.457823","BUS -199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431186.158","4589845.706","431094.222","4589644.701","2.174982","41.455431","BUS -199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428499.984","4586459.028","428408.071","4586258.055","2.143225","41.424694","BUS -M19--","07","41","Horta-Guinardó","la Vall d'Hebron","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431067.695","4589694.835","430975.76","4589493.831","2.173581","41.454062","BUS -199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427862.861","4585071.957","427770.954","4584870.997","2.135767","41.412144","BUS -196-V13--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428505.864","4586998.16","428413.951","4586797.182","2.143232","41.42955","BUS -135--","07","40","Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433555.208","4588186.074","433463.249","4587985.084","2.203527","41.440684","BUS -11-60-V33--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433555.208","4588186.074","433463.249","4587985.084","2.203527","41.440684","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432767.189","4583978.499","432675.236","4583777.548","2.194563","41.402722","BUS -V25--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433136.905","4583595.358","433044.949","4583394.41","2.199028","41.399302","NITBUS -N8--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427810.734","4579850.093","427718.826","4579649.182","2.135766","41.365109","BUS -V3--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433725.916","4586183.109","433633.955","4585982.137","2.20579","41.422658","BUS -B24-H10--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433207.343","4588604.528","433115.388","4588403.534","2.199317","41.444423","BUS -11-M28--","09","58","Sant Andreu","Baró de Viver","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432336.87","4581289.082","432244.92","4581088.156","2.189717","41.378463","NITBUS -N12-N28--","01","03","Ciutat Vella","la Barceloneta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432354.307","4584031.976","432262.358","4583831.024","2.189618","41.403169","BUS -192-V23-X1--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431874.321","4582204.53","431782.376","4582003.596","2.184082","41.386669","BUS -BCTO--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429915.495","4580215.11","429823.568","4580014.195","2.160887","41.368583","BUS -BCTO--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429143.578","4580176.698","429051.658","4579975.783","2.151662","41.368169","BUS -BCTO--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428053.259","4581414.676","427961.349","4581213.75","2.13848","41.379222","BUS -BCTO--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426578.529","4581370.203","426486.633","4581169.278","2.120851","41.378688","BUS -BCTO--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430717.691","4585308.303","430625.758","4585107.34","2.169894","41.414525","BUS -V23--","07","33","Horta-Guinardó","el Baix Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430239.869","4586843.101","430147.94","4586642.124","2.164","41.428306","BUS -H2--","08","44","Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430920.919","4583368.686","430828.983","4583167.741","2.172548","41.397073","BUS -6-19-V19-D50--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432372.738","4589459.442","432280.791","4589258.44","2.189231","41.452053","BUS -11-126-127-V31--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427874.703","4584222.349","427782.796","4584021.397","2.13601","41.404494","BUS -V13--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427835.543","4583925.179","427743.636","4583724.23","2.135577","41.401814","BUS -V13--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428364.478","4582185.534","428272.565","4581984.601","2.14211","41.386193","NITBUS -N0--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434283.233","4585648.531","434191.267","4585447.564","2.212517","41.417889","BUS -V33--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433446.947","4583046.577","433354.988","4582845.634","2.202797","41.394385","NITBUS -N28--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428175.677","4575056.096","428083.764","4574855.229","2.140697","41.321964","BUS -88-89--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430505.088","4582277.172","430413.156","4582076.237","2.167699","41.387206","BUS -L95-E95--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425747.499","4581246.503","425655.61","4581045.579","2.110929","41.377498","BUS -M14--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425577.548","4581405.118","425485.661","4581204.193","2.108877","41.378911","BUS -M14--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431092.355","4580256.933","431000.417","4580056.017","2.174952","41.369061","BUS -88-89--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429641.019","4578245.194","429549.093","4578044.297","2.157834","41.350817","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428211.829","4576309.944","428119.916","4576109.065","2.140981","41.33326","BUS -88-89--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430895.85","4579690.363","430803.913","4579489.452","2.172668","41.363941","BUS -88-89--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431111.934","4580274.925","431019.996","4580074.009","2.175184","41.369225","BUS -88-89--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434355.491","4584262.803","434263.524","4584061.849","2.213532","41.405414","BUS -V29--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433958.44","4583732.817","433866.476","4583531.868","2.20884","41.400608","BUS -V31--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429281.719","4582429.11","429189.798","4582228.174","2.153051","41.388468","BUS -109--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434297.921","4585406.912","434205.955","4585205.947","2.212719","41.415714","BUS -H14--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428652.66","4582995.201","428560.745","4582794.26","2.145461","41.393511","BUS -27-D40--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428756.295","4585020.21","428664.38","4584819.25","2.146462","41.411758","BUS -87--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428860.356","4585381.082","428768.44","4585180.119","2.147664","41.415018","BUS -87--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433873.142","4587415.227","433781.18","4587214.244","2.207417","41.433767","BUS -B21-B24--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432989.594","4583910.707","432897.639","4583709.756","2.197231","41.40213","BUS -H14--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428579.965","4575097.288","428488.048","4574896.42","2.145522","41.322371","BUS -88-89--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433423.917","4586730.255","433331.959","4586529.278","2.202116","41.427561","BUS -33-V31-136--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432129.845","4585474.449","432037.899","4585273.484","2.186771","41.416142","BUS -62--","09","63","Sant Andreu","Navas","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429771.886","4583809.758","429679.961","4583608.809","2.158753","41.400946","BUS -39--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429959.078","4583560.682","429867.151","4583359.736","2.161021","41.398719","BUS -39--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431824.642","4583427.844","431732.698","4583226.898","2.18335","41.397683","BUS -6-V21--","02","05","Eixample","el Fort Pienc","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427428.372","4581017.166","427336.468","4580816.244","2.131055","41.375586","NITBUS -N14-N2-N28--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426034.043","4583283.403","425942.152","4583082.46","2.114106","41.39587","BUS -101--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425713.135","4585503.858","425621.248","4585302.895","2.109995","41.415838","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430279.484","4580221.404","430187.553","4580020.488","2.165238","41.368671","BUS -55--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427801.732","4586777.101","427709.826","4586576.125","2.134832","41.427496","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428656.643","4581116.327","428564.727","4580915.404","2.14573","41.376589","BUS -115--","03","15","Sants-Montjuïc","Hostafrancs","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432526.278","4586757.561","432434.328","4586556.584","2.191371","41.427732","BUS -11-H6--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431464.373","4590609.497","431372.434","4590408.485","2.178226","41.462334","BUS -62-76-104-183--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428876.487","4577824.055","428784.568","4577623.162","2.148745","41.346956","BUS -21--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426960.215","4581225.943","426868.315","4581025.019","2.125432","41.377424","BUS -54--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426960.215","4581225.943","426868.315","4581025.019","2.125432","41.377424","NITBUS -N3--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431845.067","4590531.06","431753.125","4590330.048","2.182793","41.46166","NITBUS -N3--","08","56","Nou Barris","Vallbona","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431799.517","4588049.985","431707.574","4587848.996","2.182528","41.43931","BUS -11-132-H4-M19--","08","45","Nou Barris","Porta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429943.904","4581957.795","429851.977","4581756.863","2.161025","41.384281","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430066.544","4582526.187","429974.616","4582325.25","2.162426","41.389411","NITBUS -N5-N7-N9--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428149.965","4580976.886","428058.054","4580775.964","2.139688","41.375288","BUS -D20-V5-52--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426913.201","4575398.279","426821.3","4575197.409","2.125573","41.324932","BUS -109--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431608.758","4585786.796","431516.817","4585585.828","2.180501","41.418911","NITBUS -N1-N4--","07","35","Horta-Guinardó","el Guinardó","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","434478.084","4585255.724","434386.116","4585054.76","2.214891","41.414367","NITBUS -N6--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433958.476","4586410.255","433866.513","4586209.281","2.208548","41.424723","NITBUS -N8--","10","73","Sant Martí","la Verneda i la Pau","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","434224.998","4585907.756","434133.032","4585706.787","2.211792","41.420219","NITBUS -N11--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428337.592","4577808.377","428245.678","4577607.484","2.142306","41.346767","BUS -21-23-109-V3--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430224.438","4580246.359","430132.508","4580045.443","2.164577","41.368891","BUS -100--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431378.097","4581034.188","431286.156","4580833.265","2.178281","41.376086","BUS -100--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426070.154","4583307.349","425978.263","4583106.406","2.114535","41.396089","BUS -68-H4--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432864.18","4585340.913","432772.227","4585139.949","2.195572","41.415001","BUS -33-H10--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431535.365","4591138.103","431443.426","4590937.086","2.179016","41.467101","BUS -96-155--","08","56","Nou Barris","Vallbona","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426871.109","4583730.565","426779.211","4583529.618","2.124064","41.399974","BUS -68-V7--","05","24","Sarrià-Sant Gervasi","les Tres Torres","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429405.517","4582159.545","429313.595","4581958.612","2.154563","41.386051","BUS -109-H10--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429780.788","4588118.058","429688.864","4587917.069","2.158358","41.439749","BUS -27-60-76-185-H4-M19--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427452.556","4585556.82","427360.653","4585355.856","2.1308","41.416474","BUS -196--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429766.467","4585619.697","429674.542","4585418.732","2.158477","41.417247","BUS -24-86-V19--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433563.867","4588037.326","433471.908","4587836.337","2.203647","41.439345","BUS -60-V33-133--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429768.565","4581786.733","429676.639","4581585.803","2.158948","41.382725","BUS -H12-52--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430328.559","4582792.35","430236.628","4582591.411","2.165529","41.391831","NITBUS -N4-N5-N6-N9--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430910.331","4583406.98","430818.395","4583206.035","2.172417","41.397417","NITBUS -N1-N4--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432054.708","4589181.855","431962.763","4588980.856","2.185455","41.449526","BUS -76-H2-D50--","08","53","Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430349.509","4582354.03","430257.578","4582153.095","2.16583","41.387885","BUS -54-H12-52--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428501.456","4584319.942","428409.543","4584118.989","2.143496","41.405429","BUS -H6--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430775.163","4588438.334","430683.23","4588237.342","2.170223","41.44272","BUS -60--","08","48","Nou Barris","la Guineueta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431875.672","4581698.545","431783.727","4581497.615","2.184156","41.382112","NITBUS -N0-N12-N6--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429239.727","4583624.859","429147.807","4583423.912","2.152409","41.399234","BUS -22-24-V17--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433156.833","4582901.694","433064.876","4582700.753","2.199343","41.393056","BUS -59-H16-V27--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433421.348","4584008.314","433329.389","4583807.362","2.202385","41.403045","BUS -192-B25-B20-136--","10","68","Sant Martí","el Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433421.348","4584008.314","433329.389","4583807.362","2.202385","41.403045","NITBUS -N6--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432558.021","4582676.199","432466.07","4582475.26","2.192206","41.390975","BUS -V21-H16-136--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429537.277","4584072.735","429445.354","4583871.784","2.155916","41.403294","BUS -39-114--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433090.837","4585610.722","432998.882","4585409.756","2.198254","41.41745","BUS -33-H10--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433090.837","4585610.722","432998.882","4585409.756","2.198254","41.41745","NITBUS -N8--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431093.861","4586103.564","431001.924","4585902.594","2.174304","41.42172","BUS -D40--","07","35","Horta-Guinardó","el Guinardó","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432731.271","4588832.667","432639.32","4588631.671","2.193593","41.446438","NITBUS -N9--","09","60","Sant Andreu","Sant Andreu","",""
