CODI_CAPA,CAPA_GENERICA,NOM_CAPA,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI
K014,Transports i serveis relacionats,Autobusos diürns,433296.166,4585700.567,2.201779,41.420094,BUS -33-H10--,10.0,73.0,Sant Martí,la Verneda i la Pau
K015,Transports i serveis relacionats,Autobusos nocturns,428942.426,4584193.684,2.149862,41.406149,NITBUS -N4--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,429766.384,4581967.534,2.159977,41.386171,BUS -54-V13--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,428596.301,4586044.825,2.145503,41.42279,BUS -19-H2--,7.0,38.0,Horta-Guinardó,la Teixonera
K014,Transports i serveis relacionats,Autobusos diürns,430803.422,4585559.302,2.171968,41.418611,BUS -39-D40-V23--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,431024.751,4590400.247,2.174064,41.46223,BUS -62-76-155--,8.0,55.0,Nou Barris,Ciutat Meridiana
K015,Transports i serveis relacionats,Autobusos nocturns,431024.751,4590400.247,2.174064,41.46223,NITBUS -N3--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,431794.751,4587187.78,2.183646,41.433363,BUS -62-96-126-133--,9.0,60.0,Sant Andreu,Sant Andreu
K014,Transports i serveis relacionats,Autobusos diürns,427879.831,4586579.758,2.136866,41.427544,BUS -19-76-112--,7.0,39.0,Horta-Guinardó,Sant Genís dels Agudells
K014,Transports i serveis relacionats,Autobusos diürns,428481.969,4584969.197,2.144262,41.413093,BUS -22-87-V19--,6.0,28.0,Gràcia,Vallcarca i els Penitents
K015,Transports i serveis relacionats,Autobusos nocturns,428481.969,4584969.197,2.144262,41.413093,NITBUS -N5--,6.0,28.0,Gràcia,Vallcarca i els Penitents
K014,Transports i serveis relacionats,Autobusos diürns,429684.731,4585159.715,2.15863,41.414915,BUS -24-V19--,6.0,30.0,Gràcia,la Salut
K014,Transports i serveis relacionats,Autobusos diürns,432409.959,4587857.391,2.190934,41.439445,BUS -126-H4-V31--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,430872.686,4588549.852,2.172455,41.445551,NITBUS -N6--,8.0,50.0,Nou Barris,les Roquetes
K014,Transports i serveis relacionats,Autobusos diürns,426811.983,4576000.678,2.125365,41.332166,BUS -21-109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,429749.593,4580717.526,2.159921,41.374911,NITBUS -N0--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K015,Transports i serveis relacionats,Autobusos nocturns,430899.576,4590148.961,2.172594,41.459956,NITBUS -N3--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,428246.216,4586001.766,2.141319,41.422371,BUS -19-27-119-H4--,7.0,38.0,Horta-Guinardó,la Teixonera
K014,Transports i serveis relacionats,Autobusos diürns,427008.23,4582138.67,2.126971,41.387467,BUS -70-V3-V5-M12-175--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,431468.505,4582456.419,2.180278,41.390721,BUS -B25-B20-H16-V19--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,433695.756,4584087.563,2.206737,41.405599,BUS -B25-V27--,10.0,69.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,429985.764,4581280.262,2.16268,41.38,BUS -55-120-141-H16-V11-D50--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,427816.507,4575869.163,2.137384,41.331072,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,427095.825,4575772.993,2.128784,41.330141,BUS -109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,428634.268,4584164.18,2.146179,41.405856,NITBUS -N0--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,431029.244,4586910.689,2.174516,41.430801,BUS -47-132-D40-V29-D50--,8.0,46.0,Nou Barris,el Turó de la Peira
K014,Transports i serveis relacionats,Autobusos diürns,431648.009,4586849.64,2.181928,41.430305,BUS -11-34-122-H6-V29--,8.0,45.0,Nou Barris,Porta
K015,Transports i serveis relacionats,Autobusos nocturns,428544.549,4586923.242,2.14478,41.430697,NITBUS -N4--,7.0,40.0,Horta-Guinardó,Montbau
K015,Transports i serveis relacionats,Autobusos nocturns,431857.378,4581548.995,2.185031,41.382581,NITBUS -N0-N12-N6-N8-N28--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,432463.673,4581167.497,2.192323,41.379196,BUS -47-59-D20--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,430057.084,4584242.349,2.163191,41.406685,BUS -V19--,6.0,32.0,Gràcia,el Camp d'en Grassot i Gràcia Nova
K014,Transports i serveis relacionats,Autobusos diürns,430522.087,4586550.034,2.168488,41.427509,BUS -19-V25--,8.0,44.0,Nou Barris,Vilapicina i la Torre Llobeta
K014,Transports i serveis relacionats,Autobusos diürns,429287.391,4587649.515,2.153584,41.437304,BUS -102-V25--,7.0,43.0,Horta-Guinardó,Horta
K014,Transports i serveis relacionats,Autobusos diürns,428563.175,4583778.613,2.145374,41.402377,BUS -V15--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,428108.913,4583660.863,2.139954,41.401276,NITBUS -N8--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,426210.731,4583981.166,2.117209,41.403988,NITBUS -N8--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K015,Transports i serveis relacionats,Autobusos nocturns,431548.752,4588750.158,2.180525,41.447413,NITBUS -N1-N6--,8.0,53.0,Nou Barris,la Trinitat Nova
K015,Transports i serveis relacionats,Autobusos nocturns,429422.175,4581293.164,2.155939,41.380067,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,429421.032,4580806.207,2.155982,41.375681,BUS -55--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,430210.092,4585148.639,2.164916,41.414861,NITBUS -N0-N6--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,433632.051,4584104.0,2.205973,41.405742,BUS -B25-B20-136--,10.0,68.0,Sant Martí,el Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,433632.051,4584104.0,2.205973,41.405742,NITBUS -N6--,10.0,68.0,Sant Martí,el Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,432700.512,4584482.779,2.194787,41.409076,NITBUS -N2--,10.0,71.0,Sant Martí,Provençals del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,432351.554,4585137.981,2.190539,41.414948,BUS -33-34-B24-H10--,9.0,63.0,Sant Andreu,Navas
K015,Transports i serveis relacionats,Autobusos nocturns,430285.931,4583475.272,2.166017,41.399796,NITBUS -N6--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,431140.181,4586424.33,2.175899,41.426431,NITBUS -N1-N6--,8.0,44.0,Nou Barris,Vilapicina i la Torre Llobeta
K014,Transports i serveis relacionats,Autobusos diürns,428966.258,4584151.925,2.150152,41.405775,BUS -27-D40--,6.0,31.0,Gràcia,la Vila de Gràcia
K014,Transports i serveis relacionats,Autobusos diürns,428915.943,4584263.558,2.149537,41.406776,BUS -24-H6-D40--,6.0,31.0,Gràcia,la Vila de Gràcia
K015,Transports i serveis relacionats,Autobusos nocturns,428915.943,4584263.558,2.149537,41.406776,NITBUS -N0--,6.0,31.0,Gràcia,la Vila de Gràcia
K014,Transports i serveis relacionats,Autobusos diürns,428960.205,4583918.159,2.150107,41.403669,BUS -27-D40--,6.0,31.0,Gràcia,la Vila de Gràcia
K015,Transports i serveis relacionats,Autobusos nocturns,432407.424,4586037.782,2.191107,41.423057,NITBUS -N9--,9.0,61.0,Sant Andreu,la Sagrera
K014,Transports i serveis relacionats,Autobusos diürns,432045.137,4585920.263,2.186785,41.421968,BUS -62-96-H8-V27--,9.0,61.0,Sant Andreu,la Sagrera
K014,Transports i serveis relacionats,Autobusos diürns,426556.888,4582090.822,2.121579,41.386995,BUS -7-33-L97-H6-E97-E98--,4.0,21.0,Les Corts,Pedralbes
K015,Transports i serveis relacionats,Autobusos nocturns,430649.618,4585329.723,2.170154,41.41653,NITBUS -N6--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,432925.432,4584707.188,2.197453,41.411116,BUS -H12--,10.0,71.0,Sant Martí,Provençals del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,427126.076,4581193.187,2.128494,41.378962,BUS -54--,3.0,17.0,Sants-Montjuïc,Sants - Badal
K014,Transports i serveis relacionats,Autobusos diürns,432529.567,4587208.539,2.192438,41.433612,BUS -11-126-133--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,430842.555,4582276.948,2.172812,41.389051,NITBUS -N11-N12-N15-N4-N8-N28--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,430145.589,4581907.136,2.164519,41.38566,NITBUS -N6--,1.0,1.0,Ciutat Vella,el Raval
K015,Transports i serveis relacionats,Autobusos nocturns,430051.771,4582765.063,2.163298,41.393379,NITBUS -N4-N6--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,428253.042,4584809.581,2.141542,41.411635,BUS -V17-V19--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Transports i serveis relacionats,Autobusos nocturns,430844.799,4587406.081,2.172252,41.435247,NITBUS -N1-N6--,8.0,45.0,Nou Barris,Porta
K015,Transports i serveis relacionats,Autobusos nocturns,431614.808,4584209.048,2.181829,41.406519,NITBUS -N9--,2.0,6.0,Eixample,la Sagrada Família
K014,Transports i serveis relacionats,Autobusos diürns,431006.913,4582985.847,2.174697,41.39545,BUS -6-19-V19-D50--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,431057.21,4582991.143,2.175298,41.395502,NITBUS -N1-N4--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,425723.838,4582101.307,2.111615,41.387013,BUS -113-JM-H4-E44-175--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,428907.647,4580313.594,2.149901,41.371199,BUS -13-150--,3.0,14.0,Sants-Montjuïc,la Font de la Guatlla
K014,Transports i serveis relacionats,Autobusos diürns,426850.419,4582575.049,2.125031,41.391383,BUS -6--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K015,Transports i serveis relacionats,Autobusos nocturns,429281.102,4583042.117,2.154048,41.395807,NITBUS -N5--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Transports i serveis relacionats,Autobusos diürns,426341.512,4582430.314,2.118962,41.390033,BUS -63-78-V5--,4.0,21.0,Les Corts,Pedralbes
K015,Transports i serveis relacionats,Autobusos nocturns,427046.228,4582250.205,2.127412,41.388475,NITBUS -N12--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,428244.948,4586776.093,2.141212,41.429345,BUS -V21--,7.0,40.0,Horta-Guinardó,Montbau
K014,Transports i serveis relacionats,Autobusos diürns,425080.257,4582604.787,2.103856,41.391488,BUS -113--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,429898.032,4585194.62,2.161177,41.415248,BUS -114--,7.0,34.0,Horta-Guinardó,Can Baró
K015,Transports i serveis relacionats,Autobusos nocturns,432402.954,4583946.4,2.191287,41.40422,NITBUS -N7--,10.0,66.0,Sant Martí,el Parc i la Llacuna del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,425146.827,4581917.936,2.104737,41.385308,NITBUS -N12--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,426901.423,4582400.997,2.125662,41.38982,BUS -6-34--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,425589.058,4581776.486,2.110043,41.384075,BUS -67-M14--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,425452.216,4581732.037,2.108412,41.383662,BUS -67-L97-E97-E98-E79-E43-E30--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,431310.744,4580904.089,2.178567,41.376726,BUS -59-120-D20-H14-V13--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K015,Transports i serveis relacionats,Autobusos nocturns,431466.961,4581169.408,2.180405,41.379129,NITBUS -N0-N6--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K015,Transports i serveis relacionats,Autobusos nocturns,431302.471,4580904.723,2.178468,41.376731,NITBUS -N0-N6--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K014,Transports i serveis relacionats,Autobusos diürns,428507.014,4578155.491,2.145365,41.351726,BUS -23-109-V3--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,428937.452,4581793.192,2.150084,41.384528,BUS -109-H10--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,430069.684,4580738.416,2.163746,41.375127,NITBUS -N0--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,431342.999,4584890.997,2.1785,41.412638,NITBUS -N1-N4--,10.0,64.0,Sant Martí,el Camp de l'Arpa del Clot
K015,Transports i serveis relacionats,Autobusos nocturns,429154.013,4582450.801,2.152597,41.39047,NITBUS -N7--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430959.619,4588852.795,2.173461,41.448287,BUS -127--,8.0,50.0,Nou Barris,les Roquetes
K014,Transports i serveis relacionats,Autobusos diürns,429098.374,4585915.096,2.151526,41.421666,BUS -119--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,426638.756,4582182.369,2.122547,41.387827,BUS -113--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,425113.141,4585106.611,2.10394,41.414023,BUS -128--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,425007.24,4585243.718,2.102656,41.415248,BUS -128--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,433858.453,4586250.879,2.208447,41.425097,BUS -B24-H10--,10.0,73.0,Sant Martí,la Verneda i la Pau
K014,Transports i serveis relacionats,Autobusos diürns,427565.404,4583389.481,2.133485,41.398783,BUS -70-H6--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K015,Transports i serveis relacionats,Autobusos nocturns,427565.404,4583389.481,2.133485,41.398783,NITBUS -N0-N7--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,427557.237,4582948.779,2.13344,41.394813,BUS -70-H6--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K015,Transports i serveis relacionats,Autobusos nocturns,428938.446,4580793.71,2.150213,41.375526,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,428737.095,4579196.22,2.147993,41.36112,BUS -13--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,430305.301,4582516.251,2.166359,41.39116,BUS -100-101--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430158.118,4585236.629,2.164284,41.415649,BUS -114--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,430050.538,4582247.353,2.163343,41.388716,BUS -101--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,432553.463,4587181.558,2.192727,41.433371,BUS -11-V31--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,432553.463,4587181.558,2.192727,41.433371,NITBUS -N9--,9.0,60.0,Sant Andreu,Sant Andreu
K014,Transports i serveis relacionats,Autobusos diürns,430162.413,4583557.734,2.16453,41.400528,BUS -H8--,6.0,31.0,Gràcia,la Vila de Gràcia
K014,Transports i serveis relacionats,Autobusos diürns,430492.566,4588974.846,2.167856,41.449346,BUS -182--,8.0,50.0,Nou Barris,les Roquetes
K014,Transports i serveis relacionats,Autobusos diürns,428529.27,4581127.705,2.145281,41.378498,BUS -109-L94-CJ-V7-D40--,3.0,15.0,Sants-Montjuïc,Hostafrancs
K014,Transports i serveis relacionats,Autobusos diürns,427962.365,4581195.49,2.138494,41.379058,BUS -100--,3.0,18.0,Sants-Montjuïc,Sants
K014,Transports i serveis relacionats,Autobusos diürns,431556.227,4582510.994,2.181321,41.39122,BUS -47-V17-H16-V15-V19--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,428312.341,4581296.832,2.142667,41.380002,BUS -78--,3.0,15.0,Sants-Montjuïc,Hostafrancs
K014,Transports i serveis relacionats,Autobusos diürns,425881.106,4583612.471,2.113311,41.400637,BUS -130--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,428213.922,4584792.426,2.141076,41.411477,BUS -131--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,428457.023,4584635.358,2.144003,41.410084,BUS -131--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,426063.973,4581886.32,2.115709,41.385108,BUS -7-67-M14-175--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,429170.457,4578593.651,2.153244,41.355731,BUS -107--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K015,Transports i serveis relacionats,Autobusos nocturns,432810.814,4582414.211,2.196336,41.390454,NITBUS -N8--,10.0,67.0,Sant Martí,la Vila Olímpica del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,428668.418,4584364.14,2.146564,41.40766,BUS -131--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Transports i serveis relacionats,Autobusos nocturns,432065.334,4585293.657,2.187097,41.416326,NITBUS -N3--,9.0,63.0,Sant Andreu,Navas
K015,Transports i serveis relacionats,Autobusos nocturns,427611.212,4580792.734,2.134343,41.375399,NITBUS -N14-N2-N28--,3.0,18.0,Sants-Montjuïc,Sants
K014,Transports i serveis relacionats,Autobusos diürns,426031.868,4582755.562,2.115219,41.392934,BUS -63-78-V5--,4.0,21.0,Les Corts,Pedralbes
K015,Transports i serveis relacionats,Autobusos nocturns,433216.919,4584991.389,2.200909,41.4137,NITBUS -N2--,10.0,71.0,Sant Martí,Provençals del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,430995.529,4580664.82,2.174825,41.374544,BUS -21-D20-H14-88-V11-89--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K015,Transports i serveis relacionats,Autobusos nocturns,431028.162,4588752.104,2.174293,41.447386,NITBUS -N6--,8.0,50.0,Nou Barris,les Roquetes
K014,Transports i serveis relacionats,Autobusos diürns,426180.409,4581142.684,2.117192,41.378421,BUS -54--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,430872.905,4586569.438,2.172684,41.427715,BUS -122--,8.0,44.0,Nou Barris,Vilapicina i la Torre Llobeta
K014,Transports i serveis relacionats,Autobusos diürns,426701.43,4581243.876,2.12341,41.37938,BUS -H8--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,430776.269,4584327.039,2.171784,41.40751,BUS -47-H8--,2.0,6.0,Eixample,la Sagrada Família
K014,Transports i serveis relacionats,Autobusos diürns,426355.504,4581412.258,2.119253,41.380865,BUS -113-M12--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K015,Transports i serveis relacionats,Autobusos nocturns,428207.897,4584040.933,2.141093,41.404708,NITBUS -N0--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,431149.631,4587382.857,2.175903,41.435064,BUS -132--,8.0,45.0,Nou Barris,Porta
K015,Transports i serveis relacionats,Autobusos nocturns,431556.425,4590293.604,2.180442,41.461315,NITBUS -N3--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,431936.072,4584523.229,2.185637,41.409376,BUS -33-34-B24-H10--,10.0,64.0,Sant Martí,el Camp de l'Arpa del Clot
K014,Transports i serveis relacionats,Autobusos diürns,429040.547,4581689.926,2.151329,41.383607,BUS -109-H10--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,429527.295,4586244.772,2.156619,41.424673,NITBUS -N4--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,427774.502,4584640.132,2.135837,41.410066,BUS -123-H4-V13--,5.0,25.0,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K015,Transports i serveis relacionats,Autobusos nocturns,427365.762,4582755.174,2.131173,41.393052,NITBUS -N7--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,429828.905,4586806.645,2.160163,41.42976,BUS -185-86-V25--,7.0,43.0,Horta-Guinardó,Horta
K014,Transports i serveis relacionats,Autobusos diürns,429433.838,4588024.695,2.155293,41.440696,BUS -185--,7.0,43.0,Horta-Guinardó,Horta
K014,Transports i serveis relacionats,Autobusos diürns,427608.532,4579493.066,2.134466,41.363693,BUS -46-65-79-L16-L70-L72-L80-L86-L94-L95-H12-V3--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,428123.739,4579496.271,2.140625,41.363768,BUS -13--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,434168.624,4584013.304,2.212402,41.404969,BUS -H16--,10.0,69.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,434417.3,4584243.206,2.215352,41.40706,BUS -H16--,10.0,69.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,430633.4,4588268.352,2.169623,41.442995,NITBUS -N4-N6--,8.0,49.0,Nou Barris,Canyelles
K014,Transports i serveis relacionats,Autobusos diürns,427381.738,4583289.95,2.1313,41.39787,BUS -68--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,432609.277,4582194.695,2.19395,41.38846,BUS -H16--,10.0,67.0,Sant Martí,la Vila Olímpica del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,424509.203,4586656.756,2.096521,41.427928,BUS -128--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,429609.375,4586366.882,2.157587,41.42578,BUS -86-87-V21--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,431186.648,4587980.614,2.176278,41.440451,BUS -11-76-H2-D40-V29-D50--,8.0,51.0,Nou Barris,Verdun
K014,Transports i serveis relacionats,Autobusos diürns,431428.206,4587824.436,2.179187,41.439065,BUS -11-H4-M19--,8.0,52.0,Nou Barris,la Prosperitat
K014,Transports i serveis relacionats,Autobusos diürns,433663.971,4585427.171,2.20621,41.417662,BUS -H12--,10.0,71.0,Sant Martí,Provençals del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,433730.281,4585540.589,2.206991,41.418689,BUS -H12--,10.0,73.0,Sant Martí,la Verneda i la Pau
K014,Transports i serveis relacionats,Autobusos diürns,427579.472,4579154.498,2.134159,41.360641,BUS -79-125--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,430473.92,4585528.149,2.168029,41.418302,BUS -114--,7.0,35.0,Horta-Guinardó,el Guinardó
K015,Transports i serveis relacionats,Autobusos nocturns,428129.932,4582560.03,2.140336,41.391363,NITBUS -N12--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,430107.325,4585975.013,2.163591,41.422295,BUS -117--,7.0,36.0,Horta-Guinardó,la Font d'en Fargues
K014,Transports i serveis relacionats,Autobusos diürns,431802.782,4585929.093,2.183884,41.422027,BUS -191--,9.0,62.0,Sant Andreu,el Congrés i els Indians
K014,Transports i serveis relacionats,Autobusos diürns,432653.07,4589471.47,2.193664,41.454003,BUS -11-V31--,9.0,57.0,Sant Andreu,la Trinitat Vella
K014,Transports i serveis relacionats,Autobusos diürns,428969.283,4585568.619,2.150022,41.418534,BUS -129--,6.0,29.0,Gràcia,el Coll
K014,Transports i serveis relacionats,Autobusos diürns,426488.454,4583464.057,2.120594,41.399357,BUS -130--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,430333.46,4584862.219,2.166425,41.412292,BUS -H6--,7.0,33.0,Horta-Guinardó,el Baix Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,428891.329,4580815.932,2.149647,41.375722,BUS -H12-52--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431338.713,4582647.616,2.178704,41.392432,BUS -19-B25-B20-V19-D50--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,424486.995,4585384.469,2.096414,41.416467,BUS -118--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,429697.097,4586071.914,2.158671,41.423131,BUS -V23--,7.0,36.0,Horta-Guinardó,la Font d'en Fargues
K014,Transports i serveis relacionats,Autobusos diürns,429323.684,4587567.221,2.154028,41.436566,BUS -185--,7.0,43.0,Horta-Guinardó,Horta
K014,Transports i serveis relacionats,Autobusos diürns,423869.183,4586585.514,2.088871,41.427226,BUS -118--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
