CODI_CAPA,CAPA_GENERICA,NOM_CAPA,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI
K014,Transports i serveis relacionats,Autobusos diürns,430046.977,4581938.953,2.163336,41.385938,BUS -H12-52--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,433774.958,4587327.384,2.20733,41.434786,BUS -V33--,9.0,59.0,Sant Andreu,el Bon Pastor
K015,Transports i serveis relacionats,Autobusos nocturns,430839.652,4588371.301,2.17208,41.44394,NITBUS -N6--,8.0,50.0,Nou Barris,les Roquetes
K014,Transports i serveis relacionats,Autobusos diürns,428458.129,4584781.017,2.143999,41.411396,BUS -22-87-V17--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,428773.337,4587144.045,2.147491,41.432706,BUS -V21--,7.0,41.0,Horta-Guinardó,la Vall d'Hebron
K015,Transports i serveis relacionats,Autobusos nocturns,430111.59,4583948.265,2.163877,41.404041,NITBUS -N6--,6.0,32.0,Gràcia,el Camp d'en Grassot i Gràcia Nova
K014,Transports i serveis relacionats,Autobusos diürns,430269.051,4588422.854,2.165244,41.444355,BUS -27-47-V27--,8.0,49.0,Nou Barris,Canyelles
K014,Transports i serveis relacionats,Autobusos diürns,431699.905,4583233.536,2.182957,41.39774,BUS -6-54-V21--,2.0,5.0,Eixample,el Fort Pienc
K014,Transports i serveis relacionats,Autobusos diürns,431347.986,4582664.405,2.178813,41.392584,BUS -19-54-V19--,2.0,5.0,Eixample,el Fort Pienc
K015,Transports i serveis relacionats,Autobusos nocturns,431347.986,4582664.405,2.178813,41.392584,NITBUS -N4--,2.0,5.0,Eixample,el Fort Pienc
K015,Transports i serveis relacionats,Autobusos nocturns,427795.839,4582494.291,2.136348,41.390741,NITBUS -N12--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,427549.058,4586677.435,2.132896,41.428394,BUS -112--,7.0,39.0,Horta-Guinardó,Sant Genís dels Agudells
K014,Transports i serveis relacionats,Autobusos diürns,432818.441,4581901.975,2.196484,41.385841,BUS -47--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,432534.635,4581316.501,2.193155,41.380544,BUS -47-59-D20--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,432661.042,4581610.213,2.194634,41.3832,BUS -47-59-D20--,1.0,3.0,Ciutat Vella,la Barceloneta
K015,Transports i serveis relacionats,Autobusos nocturns,430624.879,4584552.986,2.169947,41.409532,NITBUS -N0--,7.0,33.0,Horta-Guinardó,el Baix Guinardó
K015,Transports i serveis relacionats,Autobusos nocturns,429353.807,4586407.342,2.154524,41.426122,NITBUS -N4--,7.0,37.0,Horta-Guinardó,el Carmel
K015,Transports i serveis relacionats,Autobusos nocturns,433157.26,4588866.688,2.199767,41.448598,NITBUS -N9--,9.0,57.0,Sant Andreu,la Trinitat Vella
K014,Transports i serveis relacionats,Autobusos diürns,429355.23,4583004.755,2.154939,41.395477,BUS -6-7-33-34-H8--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Transports i serveis relacionats,Autobusos diürns,433989.355,4584246.537,2.210232,41.407055,BUS -B20-V31-136--,10.0,69.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,432396.966,4586403.271,2.190941,41.426348,NITBUS -N9--,9.0,61.0,Sant Andreu,la Sagrera
K015,Transports i serveis relacionats,Autobusos nocturns,431068.548,4581131.994,2.175645,41.378758,NITBUS -N9--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K015,Transports i serveis relacionats,Autobusos nocturns,431193.898,4583069.783,2.176924,41.396222,NITBUS -N2-N3-N7--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,431682.797,4582584.063,2.182826,41.391889,NITBUS -N11-N15--,2.0,5.0,Eixample,el Fort Pienc
K015,Transports i serveis relacionats,Autobusos nocturns,431239.177,4586183.791,2.177111,41.424273,NITBUS -N1-N4--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,426842.394,4581365.25,2.125081,41.380486,BUS -M12-175--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,428347.416,4582011.395,2.143002,41.386441,BUS -27-59-H8-D40--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,429236.931,4581111.663,2.153745,41.378416,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,427091.07,4583906.525,2.127749,41.403397,BUS -H4--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,433427.029,4585244.707,2.203395,41.415999,BUS -H12--,10.0,72.0,Sant Martí,Sant Martí de Provençals
K014,Transports i serveis relacionats,Autobusos diürns,429700.611,4581651.853,2.159227,41.383322,BUS -59-141-V11--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,430168.029,4582127.199,2.164762,41.387644,NITBUS -N5-N7-N9--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,427378.918,4582783.133,2.131327,41.393305,NITBUS -N0-N7--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K015,Transports i serveis relacionats,Autobusos nocturns,426676.579,4582086.058,2.123011,41.386963,NITBUS -N12--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,430629.336,4585280.177,2.169917,41.416082,BUS -39-D40-V23--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,430605.494,4586071.59,2.169541,41.423208,BUS -117-V23--,7.0,36.0,Horta-Guinardó,la Font d'en Fargues
K014,Transports i serveis relacionats,Autobusos diürns,430308.761,4587853.227,2.165785,41.439228,BUS -47-76-122-V27-H4-M19-182--,8.0,48.0,Nou Barris,la Guineueta
K015,Transports i serveis relacionats,Autobusos nocturns,430803.422,4585559.302,2.171968,41.418611,NITBUS -N6--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,427802.534,4580798.599,2.13663,41.375469,BUS -D20-52--,3.0,18.0,Sants-Montjuïc,Sants
K015,Transports i serveis relacionats,Autobusos nocturns,427802.534,4580798.599,2.13663,41.375469,NITBUS -N14-N2-N28--,3.0,18.0,Sants-Montjuïc,Sants
K015,Transports i serveis relacionats,Autobusos nocturns,428028.927,4580790.465,2.139338,41.375416,NITBUS -N14-N2-N28--,3.0,18.0,Sants-Montjuïc,Sants
K015,Transports i serveis relacionats,Autobusos nocturns,425966.304,4580870.515,2.114665,41.37595,NITBUS -N14-N3--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,427837.951,4579726.382,2.137181,41.365815,BUS -46-65-79-109-L70-L72-L80-L86-L94-L95-H12-H16--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,433231.822,4586236.089,2.20095,41.424912,BUS -33-B24-V31-136--,10.0,73.0,Sant Martí,la Verneda i la Pau
K014,Transports i serveis relacionats,Autobusos diürns,432474.125,4584739.25,2.19205,41.411367,BUS -192--,10.0,65.0,Sant Martí,el Clot
K014,Transports i serveis relacionats,Autobusos diürns,433140.461,4588838.53,2.199569,41.448343,BUS -11-60-133-M28-M19--,9.0,58.0,Sant Andreu,Baró de Viver
K014,Transports i serveis relacionats,Autobusos diürns,429928.615,4582764.92,2.161825,41.393367,BUS -H10--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430510.359,4582119.691,2.168857,41.387606,BUS -24--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431701.136,4586103.699,2.182648,41.423591,BUS -V27-191--,9.0,62.0,Sant Andreu,el Congrés i els Indians
K015,Transports i serveis relacionats,Autobusos nocturns,427894.976,4584550.22,2.137289,41.409267,NITBUS -N5--,5.0,25.0,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Transports i serveis relacionats,Autobusos diürns,427853.077,4582591.648,2.137021,41.391623,BUS -6-34--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,427063.099,4575881.129,2.12838,41.331112,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,426287.216,4576251.355,2.119064,41.334376,BUS -21-109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,433024.298,4583050.528,2.198819,41.396203,BUS -V23--,10.0,68.0,Sant Martí,el Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,429353.987,4580645.759,2.155199,41.37423,BUS -55--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,431892.709,4581802.803,2.185425,41.38487,BUS -47-V17-H14-V15-V19--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,430210.73,4581976.789,2.16529,41.386293,BUS -55-59-67-H16-V13-D50--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431619.481,4582196.635,2.182113,41.388394,BUS -120--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K015,Transports i serveis relacionats,Autobusos nocturns,429985.764,4581280.262,2.16268,41.38,NITBUS -N6--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,427716.862,4575661.756,2.136218,41.329195,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,428465.463,4579974.422,2.144654,41.368105,BUS -13--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,427764.424,4581514.778,2.136089,41.381916,BUS -54--,3.0,18.0,Sants-Montjuïc,Sants
K014,Transports i serveis relacionats,Autobusos diürns,428459.82,4584105.946,2.144099,41.405316,BUS -H6--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,428634.268,4584164.18,2.146179,41.405856,BUS -H6--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,426208.168,4583926.565,2.117185,41.403496,BUS -130--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,431215.275,4586860.845,2.176748,41.430369,BUS -122-H6-V27-V29--,8.0,45.0,Nou Barris,Porta
K015,Transports i serveis relacionats,Autobusos nocturns,430035.46,4587877.737,2.162511,41.439425,NITBUS -N4-N6--,8.0,48.0,Nou Barris,la Guineueta
K014,Transports i serveis relacionats,Autobusos diürns,431241.809,4584118.982,2.177377,41.405676,BUS -19-V21--,2.0,6.0,Eixample,la Sagrada Família
K014,Transports i serveis relacionats,Autobusos diürns,431625.775,4584485.404,2.181929,41.409009,BUS -V23-D50--,10.0,64.0,Sant Martí,el Camp de l'Arpa del Clot
K014,Transports i serveis relacionats,Autobusos diürns,428740.322,4587406.064,2.147065,41.435063,BUS -27-60-76-H4-M19--,7.0,40.0,Horta-Guinardó,Montbau
K014,Transports i serveis relacionats,Autobusos diürns,432396.073,4588177.615,2.190732,41.442328,BUS -V31--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,431738.253,4582058.952,2.183549,41.387164,NITBUS -N12--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,427362.618,4575738.899,2.131976,41.329858,BUS -21-109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,431471.615,4586364.227,2.179872,41.425918,BUS -V27--,9.0,62.0,Sant Andreu,el Congrés i els Indians
K014,Transports i serveis relacionats,Autobusos diürns,427802.368,4582453.146,2.136431,41.390371,BUS -6-7-33-34-63-67-E79-E30--,4.0,19.0,Les Corts,les Corts
K015,Transports i serveis relacionats,Autobusos nocturns,428175.458,4583306.578,2.140792,41.398091,NITBUS -N7--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,428955.037,4583825.944,2.150056,41.402838,NITBUS -N4--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Transports i serveis relacionats,Autobusos nocturns,428262.2,4583505.682,2.141806,41.399892,NITBUS -N8--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,428008.923,4585014.519,2.138597,41.413458,NITBUS -N4-N5--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Transports i serveis relacionats,Autobusos nocturns,429886.235,4581356.5,2.161481,41.380678,NITBUS -N6--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,426190.442,4585640.597,2.116764,41.418932,BUS -111--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,428399.297,4582320.097,2.143586,41.389226,BUS -27-59-H8-D40--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,429422.175,4581293.164,2.155939,41.380067,BUS -L95-H12-E95-52--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,430218.098,4585736.566,2.164944,41.420157,NITBUS -N4-N5--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,427683.159,4586736.044,2.134493,41.428934,BUS -112--,7.0,39.0,Horta-Guinardó,Sant Genís dels Agudells
K015,Transports i serveis relacionats,Autobusos nocturns,428790.161,4580852.155,2.148433,41.376039,NITBUS -N0--,3.0,15.0,Sants-Montjuïc,Hostafrancs
K015,Transports i serveis relacionats,Autobusos nocturns,428659.321,4580754.815,2.14688,41.375151,NITBUS -N14-N2-N28--,3.0,15.0,Sants-Montjuïc,Hostafrancs
K014,Transports i serveis relacionats,Autobusos diürns,430730.226,4582229.28,2.171474,41.388612,BUS -52--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,433610.801,4586008.885,2.20551,41.422897,BUS -B24-H10--,10.0,73.0,Sant Martí,la Verneda i la Pau
K014,Transports i serveis relacionats,Autobusos diürns,428595.501,4582757.722,2.145881,41.393185,BUS -6-7-33-34-63-67-H8--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,428460.456,4582578.077,2.144287,41.391555,NITBUS -N12--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,430677.534,4581991.519,2.170871,41.386466,NITBUS -N12-N15-N4-N8-N28--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,429135.558,4583898.234,2.152207,41.403505,NITBUS -N4--,6.0,31.0,Gràcia,la Vila de Gràcia
K015,Transports i serveis relacionats,Autobusos nocturns,431570.539,4588757.28,2.180785,41.447479,NITBUS -N1--,8.0,53.0,Nou Barris,la Trinitat Nova
K014,Transports i serveis relacionats,Autobusos diürns,429672.438,4586398.134,2.158338,41.426067,BUS -102-87-V21-V23--,7.0,43.0,Horta-Guinardó,Horta
K014,Transports i serveis relacionats,Autobusos diürns,426976.444,4581448.281,2.126674,41.381246,BUS -H8--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,427401.154,4582365.331,2.131643,41.389544,BUS -7-33-63-67-78-L97-M14-E97-E98-E79-E43-E30--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,431725.949,4580938.472,2.183528,41.377071,BUS -V17--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K015,Transports i serveis relacionats,Autobusos nocturns,429315.86,4582045.08,2.15458,41.38683,NITBUS -N12--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,432081.318,4582771.965,2.187571,41.393615,BUS -H14--,10.0,66.0,Sant Martí,el Parc i la Llacuna del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,431538.647,4585172.044,2.180809,41.415186,BUS -19-47-D50-191--,10.0,64.0,Sant Martí,el Camp de l'Arpa del Clot
K015,Transports i serveis relacionats,Autobusos nocturns,428490.512,4580377.317,2.144906,41.371736,NITBUS -N1-N13-N15-N16-N17-N18--,3.0,14.0,Sants-Montjuïc,la Font de la Guatlla
K014,Transports i serveis relacionats,Autobusos diürns,428874.64,4586177.542,2.148818,41.42401,BUS -19-H2--,7.0,38.0,Horta-Guinardó,la Teixonera
K014,Transports i serveis relacionats,Autobusos diürns,429993.109,4585078.564,2.162328,41.414211,BUS -39-114-D40-V19-191--,7.0,34.0,Horta-Guinardó,Can Baró
K015,Transports i serveis relacionats,Autobusos nocturns,429993.109,4585078.564,2.162328,41.414211,NITBUS -N0-N6--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,430961.24,4583571.286,2.174083,41.400719,BUS -19-33-34-B24-H10-D50--,2.0,6.0,Eixample,la Sagrada Família
K015,Transports i serveis relacionats,Autobusos nocturns,430982.524,4580695.476,2.174666,41.374819,NITBUS -N0-N6--,1.0,1.0,Ciutat Vella,el Raval
K014,Transports i serveis relacionats,Autobusos diürns,429778.372,4584766.322,2.159796,41.41138,BUS -24-39-116-D40--,6.0,32.0,Gràcia,el Camp d'en Grassot i Gràcia Nova
K014,Transports i serveis relacionats,Autobusos diürns,430332.091,4585189.211,2.166371,41.415237,BUS -114--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,430152.714,4582985.035,2.16448,41.395369,BUS -H10--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,430822.325,4582286.135,2.172569,41.389132,NITBUS -N1-N2-N3-N7--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430842.555,4582276.948,2.172812,41.389051,BUS -19-H16-V15-D50--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430558.739,4582404.346,2.169403,41.390174,BUS -7-H12-D50-X1--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430102.334,4581956.516,2.163996,41.386101,BUS -54-59-L95-H12-V13-E95-52-X1--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,430145.589,4581907.136,2.164519,41.38566,BUS -55-H16-D50--,1.0,1.0,Ciutat Vella,el Raval
K015,Transports i serveis relacionats,Autobusos nocturns,429211.323,4584500.043,2.153043,41.408932,NITBUS -N0--,6.0,30.0,Gràcia,la Salut
K015,Transports i serveis relacionats,Autobusos nocturns,432011.083,4587873.34,2.186158,41.439555,NITBUS -N3--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,428773.868,4583611.552,2.147914,41.400891,NITBUS -N5--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Transports i serveis relacionats,Autobusos diürns,429292.518,4579736.264,2.15457,41.366033,BUS -125-150--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,428644.919,4579690.2,2.146833,41.365561,BUS -150--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,426846.598,4580986.267,2.125177,41.377073,BUS -54-175--,3.0,17.0,Sants-Montjuïc,Sants - Badal
K014,Transports i serveis relacionats,Autobusos diürns,429655.4,4585633.426,2.158223,41.419179,BUS -22-119--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,429794.408,4580344.706,2.1605,41.371557,BUS -55--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,428823.09,4582758.482,2.148603,41.393212,BUS -68-V11--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,428823.09,4582758.482,2.148603,41.393212,NITBUS -N7--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,428522.936,4582792.413,2.145009,41.393491,BUS -68-V11--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,428522.936,4582792.413,2.145009,41.393491,NITBUS -N7--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Transports i serveis relacionats,Autobusos diürns,430857.855,4587478.347,2.1724,41.435899,BUS -47-D40-V29-D50-182--,8.0,48.0,Nou Barris,la Guineueta
K015,Transports i serveis relacionats,Autobusos nocturns,431218.906,4584964.342,2.177007,41.413288,NITBUS -N1-N4--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,428003.81,4586282.521,2.138385,41.424878,BUS -112--,7.0,39.0,Horta-Guinardó,Sant Genís dels Agudells
K014,Transports i serveis relacionats,Autobusos diürns,425055.72,4582358.443,2.103593,41.389267,BUS -113--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,430020.71,4584855.576,2.162684,41.412205,BUS -114--,7.0,33.0,Horta-Guinardó,el Baix Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,431267.46,4586240.479,2.177443,41.424786,BUS -47-H6-D40-D50--,9.0,62.0,Sant Andreu,el Congrés i els Indians
K015,Transports i serveis relacionats,Autobusos nocturns,434217.361,4584575.211,2.212924,41.410034,NITBUS -N6-N7--,10.0,69.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,432994.461,4584181.613,2.198337,41.406388,NITBUS -N7--,10.0,71.0,Sant Martí,Provençals del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,432691.951,4584083.05,2.194729,41.405475,NITBUS -N7--,10.0,71.0,Sant Martí,Provençals del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,430376.841,4585184.117,2.166907,41.415195,BUS -39-D40--,7.0,33.0,Horta-Guinardó,el Baix Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,431784.856,4590249.809,2.183182,41.46094,BUS -96-104--,8.0,56.0,Nou Barris,Vallbona
K014,Transports i serveis relacionats,Autobusos diürns,433410.613,4584377.07,2.203294,41.408183,BUS -B25-V27--,10.0,71.0,Sant Martí,Provençals del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,425744.313,4583765.094,2.111656,41.401999,NITBUS -N8--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K015,Transports i serveis relacionats,Autobusos nocturns,428312.303,4578457.296,2.143002,41.354427,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,429388.736,4581302.815,2.155538,41.380151,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431057.452,4584308.26,2.17515,41.407365,BUS -19-V21--,2.0,6.0,Eixample,la Sagrada Família
K014,Transports i serveis relacionats,Autobusos diürns,430937.513,4588794.828,2.173203,41.447763,BUS -127--,8.0,50.0,Nou Barris,les Roquetes
K014,Transports i serveis relacionats,Autobusos diürns,431848.727,4589050.655,2.184082,41.450145,BUS -76-127-H2-D50-180-197--,8.0,53.0,Nou Barris,la Trinitat Nova
K014,Transports i serveis relacionats,Autobusos diürns,428727.776,4579226.845,2.147878,41.361395,BUS -13-125--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,423704.362,4585980.023,2.086975,41.421757,BUS -118--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,428723.436,4583286.29,2.147349,41.397957,BUS -V13--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,428723.436,4583286.29,2.147349,41.397957,NITBUS -N8--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,430887.117,4582250.21,2.173348,41.388814,NITBUS -N12-N15-N4--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,428490.045,4578131.343,2.145165,41.351507,BUS -23-109-V3--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,428490.045,4578131.343,2.145165,41.351507,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,429880.509,4580894.014,2.161466,41.376512,NITBUS -N6--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,431611.211,4589825.211,2.181151,41.457101,BUS -180--,8.0,54.0,Nou Barris,Torre Baró
K014,Transports i serveis relacionats,Autobusos diürns,431658.839,4590065.804,2.181694,41.459272,BUS -180--,8.0,54.0,Nou Barris,Torre Baró
K015,Transports i serveis relacionats,Autobusos nocturns,433218.288,4583217.167,2.201121,41.39772,NITBUS -N6-N8--,10.0,68.0,Sant Martí,el Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,431523.221,4583442.269,2.18082,41.399605,BUS -V21--,2.0,5.0,Eixample,el Fort Pienc
K015,Transports i serveis relacionats,Autobusos nocturns,431523.221,4583442.269,2.18082,41.399605,NITBUS -N0-N3--,2.0,5.0,Eixample,el Fort Pienc
K014,Transports i serveis relacionats,Autobusos diürns,425993.282,4583979.387,2.114608,41.403952,BUS -V7--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K015,Transports i serveis relacionats,Autobusos nocturns,426963.588,4583143.596,2.126316,41.396514,NITBUS -N7--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,427011.818,4582960.025,2.126915,41.394865,BUS -V7--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,430967.164,4584772.105,2.174017,41.411535,BUS -192-V23-191--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,432728.432,4586912.243,2.194851,41.43096,BUS -11-H8-V31--,9.0,60.0,Sant Andreu,Sant Andreu
