Region,Category,Enero-Marzo 2023,Enero-Marzo 2024,Porcentaje variación 2024/2023
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,79661.0,77809.0,-2.3
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,22.0,27.0,22.7
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,63.0,48.0,-23.8
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,1072.0,1171.0,9.2
"ANDALUCÍA,",4. Secuestro,10.0,9.0,-10.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,716.0,694.0,-3.1
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,716.0,694.0,-3.1
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,716.0,694.0,-3.1
"ANDALUCÍA,",6. Robos con violencia e intimidación,1750.0,1818.0,3.9
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,4977.0,4785.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,4977.0,4785.0
"ANDALUCÍA,",8. Hurtos,22998.0,21392.0,-7.0
"ANDALUCÍA,",9. Sustracciones de vehículos,1347.0,1526.0,13.3
"ANDALUCÍA,",10. Tráfico de drogas,1124.0,1047.0,-6.9
"ANDALUCÍA,",11. Resto de criminalidad convencional,45582.0,45292.0,-0.6
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),17745.0,21604.0,21.7
"ANDALUCÍA,",12.-Estafas informáticas,17745.0,21604.0,21.7
"ANDALUCÍA,",13.-Otros ciberdelitos,17745.0,21604.0,21.7
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,97406.0,99413.0,2.1
"ANDALUCÍA,",Provincia de ALMERÍA,97406.0,99413.0,2.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,6556.0,6652.0,1.5
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,2.0,6.0,200.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,7.0,1.0,-85.7
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,117.0,125.0,6.8
"ANDALUCÍA,",4. Secuestro,1.0,1.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,73.0,80.0,9.6
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,73.0,80.0,9.6
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,73.0,80.0,9.6
"ANDALUCÍA,",6. Robos con violencia e intimidación,129.0,157.0,21.7
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,503.0,463.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,503.0,463.0
"ANDALUCÍA,",8. Hurtos,1398.0,1463.0,4.6
"ANDALUCÍA,",9. Sustracciones de vehículos,89.0,82.0,-7.9
"ANDALUCÍA,",10. Tráfico de drogas,112.0,124.0,10.7
"ANDALUCÍA,",11. Resto de criminalidad convencional,4125.0,4150.0,0.6
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1013.0,1420.0,40.2
"ANDALUCÍA,",12.-Estafas informáticas,1013.0,1420.0,40.2
"ANDALUCÍA,",13.-Otros ciberdelitos,1013.0,1420.0,40.2
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,7569.0,8072.0,6.6
"ANDALUCÍA,",04003 Adra,7569.0,8072.0,6.6
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,232.0,225.0,-3.0
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,1.0,-50.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,2.0,1.0,-50.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,2.0,1.0,-50.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,2.0,1.0,-50.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,3.0,2.0,-33.3
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,14.0,16.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,14.0,16.0
"ANDALUCÍA,",8. Hurtos,42.0,66.0,57.1
"ANDALUCÍA,",9. Sustracciones de vehículos,1.0,3.0,200.0
"ANDALUCÍA,",10. Tráfico de drogas,6.0,3.0,-50.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,162.0,133.0,-17.9
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),21.0,37.0,76.2
"ANDALUCÍA,",12.-Estafas informáticas,21.0,37.0,76.2
"ANDALUCÍA,",13.-Otros ciberdelitos,21.0,37.0,76.2
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,253.0,262.0,3.6
"ANDALUCÍA,",04013 Almería,253.0,262.0,3.6
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,1766.0,1822.0,3.2
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,2.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,22.0,29.0,31.8
"ANDALUCÍA,",4. Secuestro,1.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,26.0,26.0,0.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,26.0,26.0,0.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,26.0,26.0,0.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,43.0,66.0,53.5
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,94.0,75.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,94.0,75.0
"ANDALUCÍA,",8. Hurtos,472.0,540.0,14.4
"ANDALUCÍA,",9. Sustracciones de vehículos,39.0,32.0,-17.9
"ANDALUCÍA,",10. Tráfico de drogas,47.0,47.0,0.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,1020.0,1006.0,-1.4
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),328.0,495.0,50.9
"ANDALUCÍA,",12.-Estafas informáticas,328.0,495.0,50.9
"ANDALUCÍA,",13.-Otros ciberdelitos,328.0,495.0,50.9
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,2094.0,2317.0,10.6
"ANDALUCÍA,",04902 Ejido (El),2094.0,2317.0,10.6
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,904.0,870.0,-3.8
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,24.0,17.0,-29.2
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,7.0,9.0,28.6
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,7.0,9.0,28.6
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,7.0,9.0,28.6
"ANDALUCÍA,",6. Robos con violencia e intimidación,11.0,15.0,36.4
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,53.0,32.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,53.0,32.0
"ANDALUCÍA,",8. Hurtos,210.0,156.0,-25.7
"ANDALUCÍA,",9. Sustracciones de vehículos,9.0,11.0,22.2
"ANDALUCÍA,",10. Tráfico de drogas,15.0,20.0,33.3
"ANDALUCÍA,",11. Resto de criminalidad convencional,574.0,610.0,6.3
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),90.0,88.0,-2.2
"ANDALUCÍA,",12.-Estafas informáticas,90.0,88.0,-2.2
"ANDALUCÍA,",13.-Otros ciberdelitos,90.0,88.0,-2.2
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,994.0,958.0,-3.6
"ANDALUCÍA,",04053 Huércal-Overa,994.0,958.0,-3.6
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,132.0,110.0,-16.7
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,0.0,-100.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,5.0,2.0,-60.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,5.0,2.0,-60.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,5.0,2.0,-60.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,0.0,2.0,100.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,29.0,9.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,29.0,9.0
"ANDALUCÍA,",8. Hurtos,29.0,25.0,-13.8
"ANDALUCÍA,",9. Sustracciones de vehículos,3.0,0.0,-100.0
"ANDALUCÍA,",10. Tráfico de drogas,1.0,1.0,0.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,62.0,71.0,14.5
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),26.0,40.0,53.8
"ANDALUCÍA,",12.-Estafas informáticas,26.0,40.0,53.8
"ANDALUCÍA,",13.-Otros ciberdelitos,26.0,40.0,53.8
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,158.0,150.0,-5.1
"ANDALUCÍA,",04066 Níjar,158.0,150.0,-5.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,330.0,315.0,-4.5
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,9.0,13.0,44.4
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,2.0,2.0,0.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,2.0,2.0,0.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,2.0,2.0,0.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,11.0,8.0,-27.3
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,12.0,14.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,12.0,14.0
"ANDALUCÍA,",8. Hurtos,36.0,42.0,16.7
"ANDALUCÍA,",9. Sustracciones de vehículos,0.0,5.0,100.0
"ANDALUCÍA,",10. Tráfico de drogas,5.0,3.0,-40.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,255.0,228.0,-10.6
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),40.0,52.0,30.0
"ANDALUCÍA,",12.-Estafas informáticas,40.0,52.0,30.0
"ANDALUCÍA,",13.-Otros ciberdelitos,40.0,52.0,30.0
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,370.0,367.0,-0.8
"ANDALUCÍA,",04079 Roquetas de Mar,370.0,367.0,-0.8
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,1289.0,1343.0,4.2
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,2.0,100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,17.0,28.0,64.7
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,14.0,21.0,50.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,14.0,21.0,50.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,14.0,21.0,50.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,47.0,45.0,-4.3
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,83.0,96.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,83.0,96.0
"ANDALUCÍA,",8. Hurtos,316.0,305.0,-3.5
"ANDALUCÍA,",9. Sustracciones de vehículos,10.0,7.0,-30.0
"ANDALUCÍA,",10. Tráfico de drogas,11.0,17.0,54.5
"ANDALUCÍA,",11. Resto de criminalidad convencional,790.0,822.0,4.1
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),117.0,243.0,107.7
"ANDALUCÍA,",12.-Estafas informáticas,117.0,243.0,107.7
"ANDALUCÍA,",13.-Otros ciberdelitos,117.0,243.0,107.7
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1406.0,1586.0,12.8
"ANDALUCÍA,",04102 Vícar,1406.0,1586.0,12.8
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,347.0,287.0,-17.3
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,1.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,4.0,7.0,75.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,3.0,4.0,33.3
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,3.0,4.0,33.3
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,3.0,4.0,33.3
"ANDALUCÍA,",6. Robos con violencia e intimidación,3.0,3.0,0.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,19.0,17.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,19.0,17.0
"ANDALUCÍA,",8. Hurtos,61.0,55.0,-9.8
"ANDALUCÍA,",9. Sustracciones de vehículos,3.0,3.0,0.0
"ANDALUCÍA,",10. Tráfico de drogas,9.0,11.0,22.2
"ANDALUCÍA,",11. Resto de criminalidad convencional,244.0,186.0,-23.8
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),38.0,41.0,7.9
"ANDALUCÍA,",12.-Estafas informáticas,38.0,41.0,7.9
"ANDALUCÍA,",13.-Otros ciberdelitos,38.0,41.0,7.9
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,385.0,328.0,-14.8
"ANDALUCÍA,",Provincia de CÁDIZ,385.0,328.0,-14.8
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,11374.0,10480.0,-7.9
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,4.0,11.0,175.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,13.0,8.0,-38.5
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,170.0,161.0,-5.3
"ANDALUCÍA,",4. Secuestro,1.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,109.0,85.0,-22.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,109.0,85.0,-22.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,109.0,85.0,-22.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,198.0,207.0,4.5
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,716.0,583.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,716.0,583.0
"ANDALUCÍA,",8. Hurtos,3077.0,2725.0,-11.4
"ANDALUCÍA,",9. Sustracciones de vehículos,234.0,253.0,8.1
"ANDALUCÍA,",10. Tráfico de drogas,185.0,176.0,-4.9
"ANDALUCÍA,",11. Resto de criminalidad convencional,6667.0,6271.0,-5.9
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2858.0,3304.0,15.6
"ANDALUCÍA,",12.-Estafas informáticas,2858.0,3304.0,15.6
"ANDALUCÍA,",13.-Otros ciberdelitos,2858.0,3304.0,15.6
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,14232.0,13784.0,-3.1
"ANDALUCÍA,",11004 Algeciras,14232.0,13784.0,-3.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,1250.0,1176.0,-5.9
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,2.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,24.0,21.0,-12.5
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,13.0,8.0,-38.5
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,13.0,8.0,-38.5
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,13.0,8.0,-38.5
"ANDALUCÍA,",6. Robos con violencia e intimidación,27.0,21.0,-22.2
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,49.0,41.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,49.0,41.0
"ANDALUCÍA,",8. Hurtos,282.0,218.0,-22.7
"ANDALUCÍA,",9. Sustracciones de vehículos,25.0,31.0,24.0
"ANDALUCÍA,",10. Tráfico de drogas,47.0,72.0,53.2
"ANDALUCÍA,",11. Resto de criminalidad convencional,780.0,764.0,-2.1
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),219.0,248.0,13.2
"ANDALUCÍA,",12.-Estafas informáticas,219.0,248.0,13.2
"ANDALUCÍA,",13.-Otros ciberdelitos,219.0,248.0,13.2
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1469.0,1424.0,-3.1
"ANDALUCÍA,",11006 Arcos de la Frontera,1469.0,1424.0,-3.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,200.0,170.0,-15.0
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,3.0,50.0
"ANDALUCÍA,",4. Secuestro,1.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,2.0,3.0,50.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,2.0,3.0,50.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,2.0,3.0,50.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,4.0,4.0,0.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,18.0,15.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,18.0,15.0
"ANDALUCÍA,",8. Hurtos,52.0,25.0,-51.9
"ANDALUCÍA,",9. Sustracciones de vehículos,8.0,3.0,-62.5
"ANDALUCÍA,",10. Tráfico de drogas,4.0,6.0,50.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,109.0,111.0,1.8
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),23.0,34.0,47.8
"ANDALUCÍA,",12.-Estafas informáticas,23.0,34.0,47.8
"ANDALUCÍA,",13.-Otros ciberdelitos,23.0,34.0,47.8
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,223.0,204.0,-8.5
"ANDALUCÍA,",11007 Barbate,223.0,204.0,-8.5
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,316.0,230.0,-27.2
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,2.0,100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,1.0,3.0,200.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,4.0,3.0,-25.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,4.0,3.0,-25.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,4.0,3.0,-25.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,4.0,2.0,-50.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,40.0,15.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,40.0,15.0
"ANDALUCÍA,",8. Hurtos,55.0,42.0,-23.6
"ANDALUCÍA,",9. Sustracciones de vehículos,1.0,0.0,-100.0
"ANDALUCÍA,",10. Tráfico de drogas,2.0,1.0,-50.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,209.0,162.0,-22.5
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),34.0,43.0,26.5
"ANDALUCÍA,",12.-Estafas informáticas,34.0,43.0,26.5
"ANDALUCÍA,",13.-Otros ciberdelitos,34.0,43.0,26.5
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,350.0,273.0,-22.0
"ANDALUCÍA,",11008 Barrios (Los),350.0,273.0,-22.0
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,234.0,231.0,-1.3
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,0.0,4.0,100.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,1.0,3.0,200.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,1.0,3.0,200.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,1.0,3.0,200.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,2.0,4.0,100.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,8.0,5.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,8.0,5.0
"ANDALUCÍA,",8. Hurtos,66.0,70.0,6.1
"ANDALUCÍA,",9. Sustracciones de vehículos,3.0,3.0,0.0
"ANDALUCÍA,",10. Tráfico de drogas,1.0,2.0,100.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,153.0,140.0,-8.5
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),42.0,86.0,104.8
"ANDALUCÍA,",12.-Estafas informáticas,42.0,86.0,104.8
"ANDALUCÍA,",13.-Otros ciberdelitos,42.0,86.0,104.8
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,276.0,317.0,14.9
"ANDALUCÍA,",11012 Cádiz,276.0,317.0,14.9
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,1138.0,1055.0,-7.3
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,15.0,12.0,-20.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,12.0,10.0,-16.7
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,12.0,10.0,-16.7
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,12.0,10.0,-16.7
"ANDALUCÍA,",6. Robos con violencia e intimidación,34.0,28.0,-17.6
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,49.0,43.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,49.0,43.0
"ANDALUCÍA,",8. Hurtos,494.0,432.0,-12.6
"ANDALUCÍA,",9. Sustracciones de vehículos,22.0,30.0,36.4
"ANDALUCÍA,",10. Tráfico de drogas,11.0,7.0,-36.4
"ANDALUCÍA,",11. Resto de criminalidad convencional,500.0,493.0,-1.4
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),388.0,415.0,7.0
"ANDALUCÍA,",12.-Estafas informáticas,388.0,415.0,7.0
"ANDALUCÍA,",13.-Otros ciberdelitos,388.0,415.0,7.0
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1526.0,1470.0,-3.7
"ANDALUCÍA,",11015 Chiclana de la Frontera,1526.0,1470.0,-3.7
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,741.0,712.0,-3.9
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,6.0,22.0,266.7
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,14.0,5.0,-64.3
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,14.0,5.0,-64.3
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,14.0,5.0,-64.3
"ANDALUCÍA,",6. Robos con violencia e intimidación,5.0,11.0,120.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,87.0,99.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,87.0,99.0
"ANDALUCÍA,",8. Hurtos,164.0,135.0,-17.7
"ANDALUCÍA,",9. Sustracciones de vehículos,21.0,13.0,-38.1
"ANDALUCÍA,",10. Tráfico de drogas,10.0,10.0,0.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,433.0,417.0,-3.7
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),228.0,254.0,11.4
"ANDALUCÍA,",12.-Estafas informáticas,228.0,254.0,11.4
"ANDALUCÍA,",13.-Otros ciberdelitos,228.0,254.0,11.4
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,969.0,966.0,-0.3
"ANDALUCÍA,",11014 Conil de la Frontera,969.0,966.0,-0.3
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,211.0,158.0,-25.1
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,4.0,1.0,-75.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,0.0,5.0,100.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,0.0,5.0,100.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,0.0,5.0,100.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,4.0,5.0,25.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,32.0,24.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,32.0,24.0
"ANDALUCÍA,",8. Hurtos,39.0,33.0,-15.4
"ANDALUCÍA,",9. Sustracciones de vehículos,5.0,2.0,-60.0
