Region,Category,Enero-Marzo 2023,Enero-Marzo 2024,Porcentaje variación 2024/2023
"ANDALUCÍA,",29015 Antequera,248.0,213.0,-14.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,295.0,264.0,-10.5
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,2.0,0.0
"ANDALUCÍA,",4. Secuestro,0.0,1.0,100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,1.0,0.0,-100.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,1.0,0.0,-100.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,2.0,3.0,50.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,22.0,15.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,22.0,15.0
"ANDALUCÍA,",8. Hurtos,73.0,61.0,-16.4
"ANDALUCÍA,",9. Sustracciones de vehículos,4.0,1.0,-75.0
"ANDALUCÍA,",10. Tráfico de drogas,0.0,1.0,100.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,190.0,180.0,-5.3
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),96.0,99.0,3.1
"ANDALUCÍA,",12.-Estafas informáticas,96.0,99.0,3.1
"ANDALUCÍA,",13.-Otros ciberdelitos,96.0,99.0,3.1
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,391.0,363.0,-7.2
"ANDALUCÍA,",29025 Benalmádena,391.0,363.0,-7.2
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,812.0,759.0,-6.5
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,8.0,6.0,-25.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,5.0,8.0,60.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,5.0,8.0,60.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,5.0,8.0,60.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,19.0,7.0,-63.2
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,38.0,39.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,38.0,39.0
"ANDALUCÍA,",8. Hurtos,229.0,196.0,-14.4
"ANDALUCÍA,",9. Sustracciones de vehículos,18.0,27.0,50.0
"ANDALUCÍA,",10. Tráfico de drogas,15.0,11.0,-26.7
"ANDALUCÍA,",11. Resto de criminalidad convencional,479.0,465.0,-2.9
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),204.0,259.0,27.0
"ANDALUCÍA,",12.-Estafas informáticas,204.0,259.0,27.0
"ANDALUCÍA,",13.-Otros ciberdelitos,204.0,259.0,27.0
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1016.0,1018.0,0.2
"ANDALUCÍA,",29038 Cártama,1016.0,1018.0,0.2
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,212.0,205.0,-3.3
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,8.0,9.0,12.5
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,1.0,5.0,400.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,1.0,5.0,400.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,1.0,5.0,400.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,5.0,2.0,-60.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,12.0,14.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,12.0,14.0
"ANDALUCÍA,",8. Hurtos,24.0,23.0,-4.2
"ANDALUCÍA,",9. Sustracciones de vehículos,2.0,5.0,150.0
"ANDALUCÍA,",10. Tráfico de drogas,0.0,1.0,100.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,159.0,146.0,-8.2
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),49.0,63.0,28.6
"ANDALUCÍA,",12.-Estafas informáticas,49.0,63.0,28.6
"ANDALUCÍA,",13.-Otros ciberdelitos,49.0,63.0,28.6
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,261.0,268.0,2.7
"ANDALUCÍA,",29042 Coín,261.0,268.0,2.7
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,172.0,193.0,12.2
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,0.0,7.0,100.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,4.0,3.0,-25.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,4.0,3.0,-25.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,4.0,3.0,-25.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,3.0,4.0,33.3
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,22.0,17.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,22.0,17.0
"ANDALUCÍA,",8. Hurtos,29.0,19.0,-34.5
"ANDALUCÍA,",9. Sustracciones de vehículos,4.0,3.0,-25.0
"ANDALUCÍA,",10. Tráfico de drogas,0.0,0.0,0.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,110.0,140.0,27.3
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),42.0,47.0,11.9
"ANDALUCÍA,",12.-Estafas informáticas,42.0,47.0,11.9
"ANDALUCÍA,",13.-Otros ciberdelitos,42.0,47.0,11.9
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,214.0,240.0,12.1
"ANDALUCÍA,",29051 Estepona,214.0,240.0,12.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,821.0,805.0,-1.9
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,12.0,10.0,-16.7
"ANDALUCÍA,",4. Secuestro,2.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,9.0,6.0,-33.3
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,9.0,6.0,-33.3
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,9.0,6.0,-33.3
"ANDALUCÍA,",6. Robos con violencia e intimidación,14.0,18.0,28.6
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,61.0,85.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,61.0,85.0
"ANDALUCÍA,",8. Hurtos,177.0,170.0,-4.0
"ANDALUCÍA,",9. Sustracciones de vehículos,19.0,16.0,-15.8
"ANDALUCÍA,",10. Tráfico de drogas,30.0,11.0,-63.3
"ANDALUCÍA,",11. Resto de criminalidad convencional,496.0,489.0,-1.4
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),197.0,240.0,21.8
"ANDALUCÍA,",12.-Estafas informáticas,197.0,240.0,21.8
"ANDALUCÍA,",13.-Otros ciberdelitos,197.0,240.0,21.8
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1018.0,1045.0,2.7
"ANDALUCÍA,",29054 Fuengirola,1018.0,1045.0,2.7
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,1101.0,1216.0,10.4
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,2.0,1.0,-50.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,8.0,20.0,150.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,7.0,18.0,157.1
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,7.0,18.0,157.1
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,7.0,18.0,157.1
"ANDALUCÍA,",6. Robos con violencia e intimidación,26.0,49.0,88.5
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,32.0,52.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,32.0,52.0
"ANDALUCÍA,",8. Hurtos,457.0,479.0,4.8
"ANDALUCÍA,",9. Sustracciones de vehículos,22.0,35.0,59.1
"ANDALUCÍA,",10. Tráfico de drogas,14.0,13.0,-7.1
"ANDALUCÍA,",11. Resto de criminalidad convencional,533.0,549.0,3.0
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),160.0,165.0,3.1
"ANDALUCÍA,",12.-Estafas informáticas,160.0,165.0,3.1
"ANDALUCÍA,",13.-Otros ciberdelitos,160.0,165.0,3.1
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1261.0,1381.0,9.5
"ANDALUCÍA,",29067 Málaga,1261.0,1381.0,9.5
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,6327.0,6761.0,6.9
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,4.0,6.0,50.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,89.0,72.0,-19.1
"ANDALUCÍA,",4. Secuestro,2.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,65.0,64.0,-1.5
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,65.0,64.0,-1.5
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,65.0,64.0,-1.5
"ANDALUCÍA,",6. Robos con violencia e intimidación,172.0,192.0,11.6
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,256.0,287.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,256.0,287.0
"ANDALUCÍA,",8. Hurtos,2558.0,2589.0,1.2
"ANDALUCÍA,",9. Sustracciones de vehículos,136.0,203.0,49.3
"ANDALUCÍA,",10. Tráfico de drogas,133.0,120.0,-9.8
"ANDALUCÍA,",11. Resto de criminalidad convencional,2911.0,3228.0,10.9
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1438.0,1811.0,25.9
"ANDALUCÍA,",12.-Estafas informáticas,1438.0,1811.0,25.9
"ANDALUCÍA,",13.-Otros ciberdelitos,1438.0,1811.0,25.9
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,7765.0,8572.0,10.4
"ANDALUCÍA,",29069 Marbella,7765.0,8572.0,10.4
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,2738.0,2399.0,-12.4
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,2.0,0.0,-100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,23.0,24.0,4.3
"ANDALUCÍA,",4. Secuestro,1.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,16.0,20.0,25.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,16.0,20.0,25.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,16.0,20.0,25.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,55.0,50.0,-9.1
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,167.0,164.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,167.0,164.0
"ANDALUCÍA,",8. Hurtos,812.0,630.0,-22.4
"ANDALUCÍA,",9. Sustracciones de vehículos,79.0,89.0,12.7
"ANDALUCÍA,",10. Tráfico de drogas,34.0,34.0,0.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,1548.0,1388.0,-10.3
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),347.0,459.0,32.3
"ANDALUCÍA,",12.-Estafas informáticas,347.0,459.0,32.3
"ANDALUCÍA,",13.-Otros ciberdelitos,347.0,459.0,32.3
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,3085.0,2858.0,-7.4
"ANDALUCÍA,",29070 Mijas,3085.0,2858.0,-7.4
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,1074.0,1039.0,-3.3
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,13.0,6.0,-53.8
"ANDALUCÍA,",4. Secuestro,0.0,1.0,100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,7.0,10.0,42.9
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,7.0,10.0,42.9
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,7.0,10.0,42.9
"ANDALUCÍA,",6. Robos con violencia e intimidación,20.0,19.0,-5.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,75.0,81.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,75.0,81.0
"ANDALUCÍA,",8. Hurtos,259.0,256.0,-1.2
"ANDALUCÍA,",9. Sustracciones de vehículos,21.0,31.0,47.6
"ANDALUCÍA,",10. Tráfico de drogas,25.0,19.0,-24.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,654.0,615.0,-6.0
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),278.0,357.0,28.4
"ANDALUCÍA,",12.-Estafas informáticas,278.0,357.0,28.4
"ANDALUCÍA,",13.-Otros ciberdelitos,278.0,357.0,28.4
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1352.0,1396.0,3.3
"ANDALUCÍA,",29075 Nerja,1352.0,1396.0,3.3
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,184.0,233.0,26.6
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,10.0,8.0,-20.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,3.0,0.0,-100.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,3.0,0.0,-100.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,3.0,0.0,-100.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,11.0,9.0,-18.2
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,17.0,40.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,17.0,40.0
"ANDALUCÍA,",8. Hurtos,53.0,71.0,34.0
"ANDALUCÍA,",9. Sustracciones de vehículos,0.0,4.0,100.0
"ANDALUCÍA,",10. Tráfico de drogas,3.0,1.0,-66.7
"ANDALUCÍA,",11. Resto de criminalidad convencional,87.0,100.0,14.9
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),45.0,66.0,46.7
"ANDALUCÍA,",12.-Estafas informáticas,45.0,66.0,46.7
"ANDALUCÍA,",13.-Otros ciberdelitos,45.0,66.0,46.7
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,229.0,299.0,30.6
"ANDALUCÍA,",29082 Rincón de la Victoria,229.0,299.0,30.6
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,323.0,286.0,-11.5
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,7.0,2.0,-71.4
"ANDALUCÍA,",4. Secuestro,1.0,0.0,-100.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,3.0,1.0,-66.7
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,3.0,1.0,-66.7
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,3.0,1.0,-66.7
"ANDALUCÍA,",6. Robos con violencia e intimidación,5.0,9.0,80.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,21.0,18.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,21.0,18.0
"ANDALUCÍA,",8. Hurtos,85.0,48.0,-43.5
"ANDALUCÍA,",9. Sustracciones de vehículos,7.0,6.0,-14.3
"ANDALUCÍA,",10. Tráfico de drogas,1.0,1.0,0.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,193.0,201.0,4.1
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),128.0,138.0,7.8
"ANDALUCÍA,",12.-Estafas informáticas,128.0,138.0,7.8
"ANDALUCÍA,",13.-Otros ciberdelitos,128.0,138.0,7.8
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,451.0,424.0,-6.0
"ANDALUCÍA,",29084 Ronda,451.0,424.0,-6.0
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,246.0,334.0,35.8
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,8.0,166.7
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,1.0,0.0,-100.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,1.0,0.0,-100.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,5.0,4.0,-20.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,30.0,31.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,30.0,31.0
"ANDALUCÍA,",8. Hurtos,72.0,119.0,65.3
"ANDALUCÍA,",9. Sustracciones de vehículos,4.0,3.0,-25.0
"ANDALUCÍA,",10. Tráfico de drogas,1.0,0.0,-100.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,130.0,169.0,30.0
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),103.0,102.0,-1.0
"ANDALUCÍA,",12.-Estafas informáticas,103.0,102.0,-1.0
"ANDALUCÍA,",13.-Otros ciberdelitos,103.0,102.0,-1.0
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,349.0,436.0,24.9
"ANDALUCÍA,",29901 Torremolinos,349.0,436.0,24.9
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,883.0,944.0,6.9
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,2.0,2.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,8.0,14.0,75.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,11.0,10.0,-9.1
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,11.0,10.0,-9.1
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,11.0,10.0,-9.1
"ANDALUCÍA,",6. Robos con violencia e intimidación,18.0,17.0,-5.6
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,39.0,26.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,39.0,26.0
"ANDALUCÍA,",8. Hurtos,290.0,271.0,-6.6
"ANDALUCÍA,",9. Sustracciones de vehículos,14.0,15.0,7.1
"ANDALUCÍA,",10. Tráfico de drogas,17.0,28.0,64.7
"ANDALUCÍA,",11. Resto de criminalidad convencional,484.0,560.0,15.7
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),201.0,251.0,24.9
"ANDALUCÍA,",12.-Estafas informáticas,201.0,251.0,24.9
"ANDALUCÍA,",13.-Otros ciberdelitos,201.0,251.0,24.9
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1084.0,1195.0,10.2
"ANDALUCÍA,",29091 Torrox,1084.0,1195.0,10.2
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,155.0,165.0,6.5
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,6.0,100.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,0.0,0.0,0.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,0.0,0.0,0.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,0.0,0.0,0.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,0.0,3.0,100.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,17.0,26.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,17.0,26.0
"ANDALUCÍA,",8. Hurtos,41.0,30.0,-26.8
"ANDALUCÍA,",9. Sustracciones de vehículos,0.0,1.0,100.0
"ANDALUCÍA,",10. Tráfico de drogas,1.0,0.0,-100.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,93.0,99.0,6.5
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),27.0,58.0,114.8
"ANDALUCÍA,",12.-Estafas informáticas,27.0,58.0,114.8
"ANDALUCÍA,",13.-Otros ciberdelitos,27.0,58.0,114.8
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,182.0,223.0,22.5
"ANDALUCÍA,",29094 Vélez-Málaga,182.0,223.0,22.5
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,824.0,890.0,8.0
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,1.0,2.0,100.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,4.0,10.0,150.0
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,11.0,6.0,-45.5
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,11.0,6.0,-45.5
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,11.0,6.0,-45.5
"ANDALUCÍA,",6. Robos con violencia e intimidación,20.0,13.0,-35.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,83.0,66.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,83.0,66.0
"ANDALUCÍA,",8. Hurtos,189.0,253.0,33.9
"ANDALUCÍA,",9. Sustracciones de vehículos,19.0,32.0,68.4
"ANDALUCÍA,",10. Tráfico de drogas,3.0,9.0,200.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,493.0,498.0,1.0
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),186.0,226.0,21.5
"ANDALUCÍA,",12.-Estafas informáticas,186.0,226.0,21.5
"ANDALUCÍA,",13.-Otros ciberdelitos,186.0,226.0,21.5
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,1010.0,1116.0,10.5
"ANDALUCÍA,",Provincia de SEVILLA,1010.0,1116.0,10.5
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,21164.0,20495.0,-3.2
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,5.0,2.0,-60.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,13.0,13.0,0.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,260.0,320.0,23.1
"ANDALUCÍA,",4. Secuestro,2.0,2.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,211.0,169.0,-19.9
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,211.0,169.0,-19.9
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,211.0,169.0,-19.9
"ANDALUCÍA,",6. Robos con violencia e intimidación,662.0,645.0,-2.6
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,1113.0,1193.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,1113.0,1193.0
"ANDALUCÍA,",8. Hurtos,6818.0,6069.0,-11.0
"ANDALUCÍA,",9. Sustracciones de vehículos,414.0,450.0,8.7
"ANDALUCÍA,",10. Tráfico de drogas,180.0,135.0,-25.0
"ANDALUCÍA,",11. Resto de criminalidad convencional,11486.0,11497.0,0.1
"ANDALUCÍA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),4227.0,4921.0,16.4
"ANDALUCÍA,",12.-Estafas informáticas,4227.0,4921.0,16.4
"ANDALUCÍA,",13.-Otros ciberdelitos,4227.0,4921.0,16.4
"ANDALUCÍA,",III. TOTAL INFRACCIONES PENALES,25391.0,25416.0,0.1
"ANDALUCÍA,",41004 Alcalá de Guadaíra,25391.0,25416.0,0.1
"ANDALUCÍA,",I. CRIMINALIDAD CONVENCIONAL,701.0,746.0,6.4
"ANDALUCÍA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"ANDALUCÍA,",2. Homicidios dolosos y asesinatos en grado tentativa,2.0,1.0,-50.0
"ANDALUCÍA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,7.0,2.0,-71.4
"ANDALUCÍA,",4. Secuestro,0.0,0.0,0.0
"ANDALUCÍA,",5. Delitos contra la libertad sexual,10.0,5.0,-50.0
"ANDALUCÍA,",5.1.-Agresión sexual con penetración,10.0,5.0,-50.0
"ANDALUCÍA,",5.2.-Resto de delitos contra la libertad sexual,10.0,5.0,-50.0
"ANDALUCÍA,",6. Robos con violencia e intimidación,5.0,20.0,300.0
"ANDALUCÍA,",7. Robos con fuerza en domicilios,,33.0,38.0
"ANDALUCÍA,",7.1.-Robos con fuerza en domicilios,,33.0,38.0
"ANDALUCÍA,",8. Hurtos,203.0,178.0,-12.3
"ANDALUCÍA,",9. Sustracciones de vehículos,15.0,32.0,113.3
