precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
4.200 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-recoletos28001-37542027536_524350/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;4 baños;220 m²;5ª planta;"Oasis House les ofrece esta magnífica vivienda exterior con terraza en pleno corazón del Barrio de Salamanca.  Magnífico piso muy luminoso y de reforma reciente, en pleno corazón del barrio de Salamanca.

La vivienda se distribuye en un hall de entrada con aseo de cortesía. El salón comedor que comnica dividido en dos espacios, uno de ellos con posibilidad de cuarto de estar y con acceso directo a una amplia terraza con vistas a la calle.
La cocina independiente equipada con electrodomésticos de gran calidad y comunica con el cuarto de servicio y un tercer baño. Cuenta también  con un pequeño espacio como lavandería con lavadora y secadora.

La zona de noche consta de tres habitaciones, una de ellas con baño en suite y otro baño que comparten las otras dos habitaciones, uno de ellos con bañera y otro con ducha.

Todas las habitaciones cuentan con armarios empotrados. La calefacción es central y tiene aire acondicionado en todas las estancias por conducto. La finca cuenta con portero físico y con plaza de parking. 
En Oasis House sabemos que la compra venta de una vivienda es una de las mayores inversiones de su vida y para ello disponemos de:
- asesoramiento financiero para su crédito hipotecario gracias a nuestros acuerdos con los principales bancos
- servicio de reformas y de proyectos de interiorismo
- profesionales inmobiliarios con formación superior, para encontrarle la vivienda que busca en la zona!
- Certificados de eficiencia energética
- Le acompañamos en todo el proceso de la compra venta, hasta el notario para que disfrute de la mayor tranquilidad
- Experiencia, eficacia y seriedad";40,4283869;-3,6823762
1.600 €/mes;Piso en calle de Fray Ceferino González;/alquilar/piso-centro_embajadores_lavapies28005-37534182461_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;2 baños;130 m²;3ª planta;"Sin lugar a dudas su ubicación es ideal, cerca de embajadores, plaza de cascorro, etc. Cerca de todos los servicios.
Hogar con exc...";40.4087;-3.70627
2.900 €/mes;Piso en calle del General Pardiñas;/alquilar/piso-lista_barrio28006-38369227866_102200/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;75 m²;6ª planta;Os presentamos este estupendo atico con terraza reformado a capricho, en pleno barrio de salamanca.vivienda muy luminosa gracias a...;40.4297708;-3.6781019
4.250 €/mes;Casa en calle de Gloria Fuertes;/alquilar/casa-mirasierra_arroyo_del_fresno28049-34229386439_512757/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;4 baños;461 m²;;"Alquiler de chalé adosado recien terminado de construir, de 4 plantas, en urbanización cerrada de 9 chalés, muy representativa.

S...";40.496206062;-3.724233484
3.500 €/mes;Piso en Barrio de Salamanca - Fuente del Berro;/alquilar/piso-fuente_del_berro28028-32558073293_101800/;Fuente del Berro (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;175 m²;;Espectacular piso exterior en la zona de fuente del berro, en la zona de día cuenta con un gran salón comedor, cocina con salida a...;40.4269063;-3.6673251
1.300 €/mes;Piso en Paseo de los Melancólicos;/alquilar/piso-imperial28005-37520087866_100500/;Imperial (Distrito Arganzuela. Madrid Capital);2 habs.;1 baño;74 m²;1ª planta;"Vivienda en paseo melancólicos
Muy bien situada, próxima a pirámides, puente de toledo y madrid río.
La vivienda tiene 74m² distri...";40.4023439;-3.7192782
12.000 €/mes;Piso en calle de Serrano;/alquilar/piso-recoletos28001-28351017545_500039/;Recoletos (Distrito Salamanca. Madrid Capital);5 habs.;6 baños;440 m²;7ª planta;"Piso uncio con dos maravillosas terrazas a la calle serrano; en la mejor zona de recoletos y a dos manzanas del retiro, ático mara...";40.4241858;-3.6877861
3.900 €/mes;Piso en calle de Santiago Bernabéu;/alquilar/piso-chamartin_el_viso28036-37570801980_100500/;El Viso (Distrito Chamartín. Madrid Capital);4 habs.;4 baños;210 m²;6ª planta;"Domus madrid real estate alquila piso de lujo reformado en la calle santiago bernabéu.

Espectacular piso reformado de 230 m² cons...";40.4502628;-3.6892419
1.425 €/mes;Piso en Avenida de Monasterio de Silos, 77;/alquilar/piso-montecarmelo28049-36745410695_100500/;Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;1 baño;75 m²;;Cómodo, amplio, luminoso y practico piso amueblado de tres habitaciones en montecarmelo, zona de moda en madrid capital. Cocina to...;40.5083;-3.6933
1.100 €/mes;Piso en calle Doctor Esquerdo;/alquilar/piso-retiro_pacifico28007-38357727414_993066/;Pacífico (Distrito Retiro. Madrid Capital);2 habs.;1 baño;65 m²;1ª planta;Redpiso pacifico alquila piso exterior a zona tranquila y ajardinada, situado en el distrito de retiro en la calle doctor esquerdo...;40.403099204;-3.672998107
2.100 €/mes;Piso en calle de la Princesa;/alquilar/piso-moncloa_aravaca_arguelles28008-35855971817_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;2 baños;112 m²;3ª planta;Acogedor y espectacular piso exterior con dos balcones en calle princesa situado en una tercera planta de un edificio de siete. La...;40.4291418;-3.7161281
1.910 €/mes;Piso en calle del Doctor Fléming, 39;/alquilar/piso-nueva_espana28036-34230465403_100500/;Nueva España (Distrito Chamartín. Madrid Capital);2 habs.;3 baños;128 m²;3ª planta;Km² presenta esta espectacular vivienda de 2 dormitorios, listo para entrar a vivir. Exterior en finca en perfecto estado de conse...;40.4623;-3.68824
2.200 €/mes;Apartamento en La Florida-Valdemarín-Aravaca;/alquilar/apartamento-moncloa_aravaca_el_plantio-72574149946_101600/;El Plantío (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;2 baños;70 m²;;Urbanización la florida, aravaca, próximos a la avda. De valdemarín. Apartamentos en una de las zonas más exclusivas del noroeste ...;40.4670701;-3.8018599
4.500 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-35035585586_100500/;Palacio (Distrito Centro. Madrid Capital);4 habs.;2 baños;150 m²;4ª planta;"Se acepta alquiler temporal con todos los gastos incluidos.
Fantástica vivienda en pleno centro de madrid, zona palacio. Tiene uno...";40.4177456;-3.7102933
1.200 €/mes;Piso en calle de la Bahía de Algeciras;/alquilar/piso-pinar_del_rey28033-38409238492_520914/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);2 habs.;2 baños;81 m²;2ª planta;"Redpiso hortaleza pone en alquiler piso amueblado, completamente exterior ubicado en una segunda planta con ascensor;  se encuentr...";40.4735626;-3.6505506
1.850 €/mes;Piso en calle del Valle de Mena;/alquilar/piso-valdezarza28039-89252376945_515510/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;2 baños;100 m²;1ª planta;"Disponible a partir   de septiembre  2023 alquiler de larga duración no disponible alquiler de temporada 

Excelente  vivienda  ...";40.4709246;-3.7195027
2.400 €/mes;Piso en calle de Roberto Domingo;/alquilar/piso-guindalera28028-37571688971_101800/;Guindalera (Distrito Salamanca. Madrid Capital);4 habs.;2 baños;150 m²;;Piso luminoso de 150m² amueblado, se distribuye en zona de día con un hall de entrada con armario, amplio salón comedor con vistas...;40.4350498;-3.6613347
4.500 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-30096805975_109300/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;3 baños;241 m²;;De rojas servicios inmobiliarios, pone a su disposición en alquiler este fantástico ático situado en el corazón del barrio de cham...;40.42717074818356;-3.694480545865929
750 €/mes;Piso en Embajadores-Lavapiés;/alquilar/piso-centro_embajadores_lavapies28012-37573658716_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);;;28 m²;2ª planta;"Agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa.
Alquila! Contrato tempor...";40.4099162;-3.6993016
2.500 €/mes;Piso en Ibiza;/alquilar/piso-ibiza28009-37507197337_101000/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;2 baños;95 m²;;Piso exterior con reforma a estrenar 3 dormitorios con armarios empotrados, dos baños completos, la principal con baño en suite, c...;40.41646;-3.6707473
1.800 €/mes;Piso en Paseo de la Alameda de Osuna;/alquilar/piso-alameda_de_osuna_barrio-32528888925_995477/;Alameda de Osuna (Distrito Barajas. Madrid Capital);3 habs.;2 baños;160 m²;3ª planta;Magnífico piso en una de las más selectas urbanizaciones de la alameda de osuna. Junto al prestigioso colegio de la alameda de osu...;40.4571469;-3.5905542
761 €/mes;Piso en calle de la Princesa de Kapurtala,  s/n;/alquilar/piso-ensanche_de_vallecas_valdecarros28051-3562841945_109700/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 hab.;1 baño;45 m²;;1d. Piso en una finca de obra nueva de 45 m² de superficie construida y emplazado en la zona de madrid capital. Está dispuesto en ...;40.3655642;-3.5892791
4.800 €/mes;Chalet adosado en calle de Joselito;/alquilar/chalet_adosado-piovera28043-35896123789_996542/;Piovera (Distrito Hortaleza. Madrid Capital);5 habs.;5 baños;358 m²;;Diplomatic real estate ofrece fantástico chalet adosado de cuatro plantas y 320 metros cuadrados construidos en una parcela de 80 ...;40.454505;-3.6455985
6.950 €/mes;Ático en calle de Núñez de Balboa;/alquilar/atico-salamanca_castellana28006-35060309616_101800/;Castellana (Distrito Salamanca. Madrid Capital);5 habs.;5 baños;268 m²;;"Ático con terraza de 45 m², 4 dormitorios + despacho + dormitorio de servicio, con 5 baños en total.

2 plazas de garaje incluidas...";40.432225;-3.6819916
1.500 €/mes;Piso en calle de Babilonia;/alquilar/piso-aeropuerto28042-38397442082_516127/;Aeropuerto (Distrito Barajas. Madrid Capital);2 habs.;2 baños;110 m²;3ª planta;Ijinmobiliaria alquila atico en la calle babilonia, distribuido en dos habitaciones con armarios, calefaccion por conductos, amueb...;40.4675867;-3.5882151
1.500 €/mes;Piso en Paseo de la Alameda de Osuna;/alquilar/piso-alameda_de_osuna_barrio-35871728720_108900/;Alameda de Osuna (Distrito Barajas. Madrid Capital);3 habs.;;110 m²;1ª planta;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 3 dormitorios ¡Con garaje y trastero i...";40.4590833;-3.58787
4.300 €/mes;Casa unifamiliar en calle del Sotillo;/alquilar/casa_unifamiliar-piovera28043-34174641304_996542/;Piovera (Distrito Hortaleza. Madrid Capital);5 habs.;5 baños;242 m²;;"Diplomatic real estate ofrece magnifico chalet en conde orgaz.
 Se distribuye en 3 plantas: 
Planta calle, salón comedor de 45 m²....";40.4556828;-3.6370099
5.000 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-salamanca_castellana28006-37541490541_996542/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;200 m²;6ª planta;"Diplomatic real estate ofrece pio reformado con los mejores materiales de gran calidad. Edificio clásico y señorial de 1957.
Se di...";40.4356239;-3.6820507
3.700 €/mes;Piso en Puerta de Hierro;/alquilar/piso-fuentelarreina28035-35055824411_102100/;Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;4 baños;342 m²;;Gilmar consulting inmobiliario presenta majestuoso ático en prestigiosa finca ubicada en el corazón de puerta de hierro. Totalment...;40.4799348;-3.7392478
