precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios
3.800 €/mes;Piso en calle Gran Vía;/alquilar/piso-sol_barrio28013-30078925392_996542/;Sol (Distrito Centro. Madrid Capital);2 habs.;148 m²;3ª planta;Diplomatic real estate ofrece piso amueblado en edificio con zonas comunes, gimnasio( technogym) y extraordinara terraza con hamac...;40.42023;-3.7019733;2 baños
3.800 €/mes;Piso en calle de Claudio Coello;/alquilar/piso-salamanca_castellana28006-34258678449_996542/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;195 m²;5ª planta;Diplomatic real estate ofrece piso reformado en el que se han conservado elementos originales de gran calidad.  Disponible 1 de ma...;40.4309637;-3.6858801;4 baños
3.350 €/mes;Piso en Salamanca/Castellana;/alquilar/piso-salamanca_castellana28006-945856909589225_109700/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;156 m²;6ª planta;Precioso ático con bonita terraza de 14 m²,  muy independiente en barrio salamanca. Garaje opcional a 150 euros. Ventanas climalit...;40.4365548;-3.6841368;2 baños
2.995 €/mes;Piso en calle del Príncipe de Vergara;/alquilar/piso-chamartin_el_viso28006-42587546557_100500/;El Viso (Distrito Chamartín. Madrid Capital);3 habs.;155 m²;3ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*

Trikora rezuma encanto indonesio en los 155 metros cuadrados de la ...";40.4383436;-3.6793607;2 baños
2.855 €/mes;Piso en calle de José Ortega y Gasset;/alquilar/piso-lista_barrio28028-42539232047_100500/;Lista (Distrito Salamanca. Madrid Capital);1 hab.;140 m²;3ª planta;"*completamente amueblado*
*alquiler mensual de 1 a 11 meses* 

Aranda es un apartamento de 140 metros cuadrados ubicado en el barr...";40.429859;-3.6713029;2 baños
3.340 €/mes;Piso en calle de Fortuny;/alquilar/piso-chamberi_almagro28010-42549347151_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 hab.;66 m²;5ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a fratta, un acogedor refugio situado en el prestigio...";40.4308859;-3.6908125;1 baño
2.995 €/mes;Piso en calle de Alonso Cano;/alquilar/piso-rios_rosas28003-43362413138_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;86 m²;4ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular piso en la calle alonso cano, de 2 dormitorios y 2 ...";40.4423723;-3.6973401;2 baños
3.050 €/mes;Piso en calle de Nicasio Gallego;/alquilar/piso-trafalgar28010-42594895616_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;140 m²;5ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses 

Betawi es un hermoso apartamento, con un área de 140 metros cuadrad...";40.4295053;-3.6979362;2 baños
1.820 €/mes;Piso en calle del Príncipe de Vergara;/alquilar/piso-lista_barrio28006-42533163729_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;60 m²;6ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Armoniosa combinación de inspiración sahariana y diseño madrileñ...";40.4334202;-3.6796934;2 baños
2.640 €/mes;Piso en calle de García de Paredes;/alquilar/piso-chamberi_almagro28010-42590201834_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;97 m²;6ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Este apartamento tira de pradera para crear un diseño limpio y c...";40.4364146;-3.6907522;1 baño
1.900 €/mes;Piso en calle de José Ortega y Gasset;/alquilar/piso-salamanca_castellana28006-25024856189_996542/;Castellana (Distrito Salamanca. Madrid Capital);1 hab.;67 m²;6ª planta;"Diplomatic real estate ofrece apartamento moderno amueblado en el barrio de salamanca-
Disponible el 22 de febrero.
Salón comedor ...";40.4295428;-3.6714209;1 baño
6.815 €/mes;Piso en calle de Ayala;/alquilar/piso-goya28001-42547994958_100500/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;98 m²;5ª planta;"*apartamento con piscina*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Jara combina destacados motivos geomét...";40.4271315;-3.6741321;2 baños
12.500 €/mes;Piso en calle Sevilla;/alquilar/piso-sol_barrio28013-26715176601_996542/;Sol (Distrito Centro. Madrid Capital);2 habs.;220 m²;6ª planta;Diplomatic real estate ofrece piso amueblado en residencial hotel four season en sol,  con acceso gratuito a todas las ameniddes d...;40.4174018;-3.6997167;2 baños
2.500 €/mes;Piso en Avenida de Concha Espina;/alquilar/piso-chamartin_hispanoamerica28036-42510626717_100500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;95 m²;;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bem-vindo ao aversa, um deslumbrante apartamento com temática de...";40.4518416;-3.6898017;2 baños
2.190 €/mes;Piso en calle del Río;/alquilar/piso-centro_palacio28013-40005870390_996542/;Palacio (Distrito Centro. Madrid Capital);1 hab.;35 m²;1ª planta;Diplomatic real estate ofrece bonito apartamento amueblado en palacio-centro a escasos metros de la plaza de españa. En magnifica ...;40.4223197;-3.7114456;1 baño
3.440 €/mes;Piso en calle de Luchana;/alquilar/piso-trafalgar28004-42538908588_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;134 m²;5ª planta;"*apartamento con oficina*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a dilar, un espacioso y ele...";40.4313802;-3.6993793;4 baños
4.150 €/mes;Piso en calle de García de Paredes;/alquilar/piso-chamberi_almagro28003-35025104456_996542/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;129 m²;3ª planta;"Diplomatic real estate ofrece magnífico piso amueblado
 A la renta hay  que añadirle el 10% de iva.
Salón comedor de 30 m².
2 dorm...";40.436776;-3.6906338;2 baños
1.820 €/mes;Piso en calle de Almagro;/alquilar/piso-chamberi_almagro28010-42512363310_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 hab.;65 m²;6ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Donde la tradición sahariana se une a la elegancia madrileña, na...";40.4288194;-3.6942111;1 baño
850 €/mes;Piso en A Pocos Metros del Auditorio Nacional;/alquilar/piso-chamartin_ciudad_jardin28002-42579283648_109100/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);;27 m²;1ª planta;Donpiso retiro alquila cómodo estudio de un ambiente en 1º planta, en la colonia de el viso.  Sus 25 metros cuadrados están repart...;40.4466159;-3.6769908;1 baño
1.775 €/mes;Piso en calle de Claudio Coello;/alquilar/piso-salamanca_castellana28001-42522141340_100500/;Castellana (Distrito Salamanca. Madrid Capital);1 hab.;40 m²;4ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular apartamento en claudio coello 97, con 1 dormitorio ...";40.429954;-3.6855128;1 baño
2.500 €/mes;Piso en calle de Fernán González;/alquilar/piso-goya28009-43403215184_996542/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;120 m²;2ª planta;"Diplomatic real estate ofrece precioso piso con amplia terraza.
Se distribuye en salón comedor de 25 m²., con acceso a terraza de ...";40.4229253;-3.6741354;2 baños
1.100 €/mes;Piso en calle del Dodge;/alquilar/piso-orcasitas-43366401562_100500/;Orcasitas (Distrito Usera. Madrid Capital);2 habs.;72 m²;4ª planta;"Jcb asesores alquila piso reformado sin amueblar, con garaje, trastero y piscina.

El inmueble se encuentra ubicado en una urbaniz...";40.365988273;-3.709713681;1 baño
1.925 €/mes;Piso en calle de Fuencarral;/alquilar/piso-universidad_malasana28004-42548047078_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;75 m²;5ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*

Este moderno piso de 76 metros cuadrados situado en el barrio de ju...";40.4293846;-3.7027486;1 baño
2.530 €/mes;Piso en calle de Fernández de la Hoz;/alquilar/piso-chamberi_almagro28010-42520398367_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;95 m²;3ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Situado en el residencial pero elegante barrio de almargo, este ...";40.4362889;-3.6948355;3 baños
1.800 €/mes;Piso en Avenida del Mediterráneo;/alquilar/piso-retiro_pacifico28007-40848486940_996542/;Pacífico (Distrito Retiro. Madrid Capital);2 habs.;95 m²;1ª planta;Diplomatic real estate ofrece bonito piso completamente reformado de 95m² en pacifico-retiro, a escasos metros de la plaza de mari...;40.407512;-3.6763324;1 baño
3.350 €/mes;Piso en calle de García de Paredes;/alquilar/piso-chamberi_almagro28010-31716939152_996542/;Almagro (Distrito Chamberí. Madrid Capital);1 hab.;94 m²;2ª planta;"Diplomatic real estate ofrece piso en alquiler para cortas y largas temporadas.
 A la renta hay que incrementar el 10 %.
Se distri...";40.436776;-3.6906338;1 baño
2.455 €/mes;Piso en calle de Fernán González;/alquilar/piso-nino_jesus28009-42589943480_100500/;Niño Jesús (Distrito Retiro. Madrid Capital);3 habs.;80 m²;7ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular apartamento en la calle f...";40.4175139;-3.6745669;2 baños
3.285 €/mes;Piso en calle de Rafael Calvo;/alquilar/piso-chamberi_almagro28010-42507276643_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;100 m²;4ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*

Selong se asemeja al resplandor de las costas indonesias con sus te...";40.4340934;-3.6934505;2 baños
2.900 €/mes;Piso en Barrio de Salamanca;/alquilar/piso-recoletos28001-41691218891_109300/;Recoletos (Distrito Salamanca. Madrid Capital);1 hab.;60 m²;;"Barrio salamanca/recoletos  
Alquiler temporal . El piso está en una finca clásico del sigo xx de la calle del cid, que es una vía...";40.4226561;-3.6896322;1 baño
2.415 €/mes;Piso en calle de Velarde;/alquilar/piso-universidad_malasana28004-42547611242_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;80 m²;5ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular piso en la calle velarde, con 2 dormitorios y 2 bañ...";40.4268294;-3.7024095;2 baños
3.200 €/mes;Piso en calle Gran Vía;/alquilar/piso-universidad_malasana28004-35053241457_996542/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;82 m²;4ª planta;"Diplomatic real estate ofrece piso moderno con buen mobiliario a un paso de plaza de españa.
Salón comedor de 26 m² y recibidor.
2...";40.4224742;-3.7097727;2 baños
3.495 €/mes;Piso en calle de Ibiza;/alquilar/piso-ibiza28009-43414712161_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;85 m²;3ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular apartamento en la calle ibiza, con 2 dormitorios do...";40.4182942;-3.6734234;2 baños
2.150 €/mes;Piso en calle Gaztambide;/alquilar/piso-gaztambide28015-41702223376_996542/;Gaztambide (Distrito Chamberí. Madrid Capital);3 habs.;72 m²;Bajo;"Diplomatic real estate ofrece piso amueblado para estudiantes o profesionales. 
Alquiler minimo 6 meses. Disponible el 1 de junio....";40.4345379;-3.7156836;2 baños
2.300 €/mes;Apartamento en calle de Juan Ramón Jiménez, 8;/alquilar/apartamento-chamartin_hispanoamerica28036-5071255220_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;95 m²;4ª planta;Algo único en las estancias del eurobuilding de alberto alcocer, 2 habitaciones, 2 baños, terraza y suministros incluidos.para lar...;40.4584;-3.68661;2 baños
3.205 €/mes;Piso en calle de Ibiza;/alquilar/piso-ibiza28009-42576439443_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;80 m²;4ª planta;"*apartamento con terraza y parking*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

La pradera se encuentra con ...";40.4182165;-3.678356;1 baño
2.955 €/mes;Piso en calle de Fernando 'El Santo';/alquilar/piso-justicia_chueca28004-42543703347_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;130 m²;2ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Derj pone de relieve la modernidad de madrid con esta impresiona...";40.4282728;-3.6931771;2 baños
3.165 €/mes;Piso en calle de Don Ramón de la Cruz;/alquilar/piso-lista_barrio28006-42519438680_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;140 m²;4ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses* 

Elegancia de la vieja escuela y diseño moderno se fusionan en este...";40.4293224;-3.6856641;2 baños
4.500 €/mes;Piso en Avenida de América;/alquilar/piso-chamartin_prosperidad28002-24216936702_996542/;Prosperidad (Distrito Chamartín. Madrid Capital);4 habs.;177 m²;4ª planta;Diplomatic real estate ofrecel piso recien recién reformado y sin estrenar, decorado de manera muy moderna, y con un ambiente ampl...;40.4388708;-3.6733883;4 baños
2.500 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-30842892326_996542/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;88 m²;5ª planta;"Diplomatic real estate ofrece precioso piso en el barrio de malasaña.
Salón comedor con chimenea y terraza de 18 m². , con espacio...";40.4237305;-3.702527;1 baño
3.070 €/mes;Piso en calle de Velázquez;/alquilar/piso-recoletos28001-42599889077_100500/;Recoletos (Distrito Salamanca. Madrid Capital);2 habs.;120 m²;2ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*

Naka juega con tejidos ligeros y una decoración minimalista, resalt...";40.4343861;-3.6831122;2 baños
3.005 €/mes;Piso en calle de Manuel Cortina;/alquilar/piso-trafalgar28010-42521048571_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;116 m²;5ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a ordino, un precioso apartamento con temática de mon...";40.4309099;-3.6975953;2 baños
4.950 €/mes;Ático en calle de Fernán Núñez;/alquilar/atico-nueva_espana28036-945856909318930_109700/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;320 m²;;"Ático dúplex con230 m² útiles  2 terrazas. 3 plazas de garaje y trastero. 
 Urbanización privada con vigilancia 24 horas,  amplias...";40.4568683;-3.669093;4 baños
2.135 €/mes;Piso en calle de Miguel Ángel;/alquilar/piso-chamberi_almagro28010-42528950323_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 hab.;60 m²;3ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Inspirado en los diferentes colores y ...";40.4345804;-3.6917214;1 baño
2.235 €/mes;Piso en calle Hermosilla;/alquilar/piso-goya28009-42591722082_100500/;Goya (Distrito Salamanca. Madrid Capital);1 hab.;55 m²;2ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*.

Descubra el encantador apartamento pagani, un elegante refugio sit...";40.4255765;-3.6672166;1 baño
9.000 €/mes;Piso en calle de José Ortega y Gasset;/alquilar/piso-salamanca_castellana28006-31727032725_996542/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;420 m²;3ª planta;"Diplomatic real estate ofrece magnífico piso de 420 m²., con 3 plazas de garaje y trastero.
Salón de 50 m²., y comedor independien...";40.4300456;-3.6816441;4 baños
2.265 €/mes;Piso en Avenida del Brasil;/alquilar/piso-tetuan_cuatro_caminos28020-42564184242_100500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 habs.;95 m²;4ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a clarac, un impresionante ...";40.4547591;-3.6932614;2 baños
1.850 €/mes;Piso en Avenida del Monasterio de El Escorial;/alquilar/piso-montecarmelo28049-43390465232_996542/;Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;90 m²;2ª planta;Diplomatic real estate ofrece buen piso de 90m² en montecarmelo, en buena finca con excelentes zonas comunes.ubicada en la zona no...;40.5044827;-3.6995197;2 baños
3.950 €/mes;Piso en calle de Sánchez Pacheco;/alquilar/piso-chamartin_prosperidad28002-42563630127_100500/;Prosperidad (Distrito Chamartín. Madrid Capital);3 habs.;134 m²;4ª planta;"*apartamento con piscina, jardín y gimnasio comunitarios y parking*
*completamente amueblado*
*alquileres mensuales de 1 a 11 mese...";40.4475822;-3.6728773;3 baños
2.125 €/mes;Piso en calle de Trafalgar;/alquilar/piso-trafalgar28010-42590471767_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);2 habs.;100 m²;2ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses* 

Trasládese a las maravillosas costas de indonesia mientras se aloj...";40.4320434;-3.7009311;2 baños
2.255 €/mes;Piso en calle del General Pardiñas;/alquilar/piso-goya28001-42596833341_100500/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;80 m²;1ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*

Trasládese a una escapada sahariana, justo en el afamado barrio de ...";40.4273022;-3.67834;2 baños
3.485 €/mes;Piso en Paseo de la Reina Cristina;/alquilar/piso-jeronimos28014-42547091985_100500/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;115 m²;6ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular piso en la calle paseo de la reina cristina, con 3 ...";40.4067448;-3.6823995;2 baños
3.000 €/mes;Piso en calle de Javier Ferrero;/alquilar/piso-chamartin_prosperidad28002-42591428289_100500/;Prosperidad (Distrito Chamartín. Madrid Capital);2 habs.;92 m²;2ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular piso en la calle javier ferrero, con 2 dormitorios ...";40.4485936;-3.6699958;2 baños
2.435 €/mes;Piso en calle de Viriato;/alquilar/piso-chamberi_almagro28010-42596572500_100500/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;160 m²;;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Adéntrese en el encantador mundo de an...";40.4359118;-3.6996009;2 baños
3.205 €/mes;Piso en calle de Luchana;/alquilar/piso-trafalgar28010-42573118842_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;139 m²;1ª planta;"*apartamento con oficina*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a baza, un impresionante ap...";40.4313802;-3.6993793;4 baños
2.200 €/mes;Piso en calle del Cardenal Cisneros;/alquilar/piso-trafalgar28010-42557089679_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;60 m²;2ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a vento, un encantador apartamento de 60 metros cuadr...";40.4331776;-3.702366;1 baño
5.000 €/mes;Piso en calle de Fuencarral;/alquilar/piso-justicia_chueca-42532437330_996542/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;222 m²;2ª planta;"Diplomatic real estate ofrece magnífico piso con reforma de gran calidad a estrenar en pleno centro de madrid. 
Sólo se alquila po...";40.4284771;-3.7022972;4 baños
2.000 €/mes;Dúplex en calle de Elvira;/alquilar/duplex-fuente_del_berro28028-40835760087_996542/;Fuente del Berro (Distrito Salamanca. Madrid Capital);2 habs.;81 m²;Bajo;Diplomatic real estate ofrece excelente dúplex reformado y amueblado de 81 m² en el barrio de salamanca- fuente del berro, en muy ...;40.4232993;-3.6653729;2 baños
3.260 €/mes;Piso en calle de Antonio Acuña;/alquilar/piso-ibiza28009-42532634191_100500/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;110 m²;4ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a stella, un espacioso apar...";40.4224766;-3.679;2 baños
1.660 €/mes;Piso en calle de Viriato;/alquilar/piso-trafalgar28010-42528802472_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;50 m²;3ª planta;"*apartamento con piscina comunitaria*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a beraldi, un i...";40.4358071;-3.6974493;1 baño
2.700 €/mes;Piso en calle del General Díaz Porlier;/alquilar/piso-lista_barrio28006-43415878566_996542/;Lista (Distrito Salamanca. Madrid Capital);1 hab.;65 m²;5ª planta;"Diiplomatic real estate ofrece apartamento moderno con buen mobiliario reformado en 2014.
Salón comedor de 20 m².
1 dormitorio dob...";40.4355483;-3.6761959;1 baño
4.055 €/mes;Piso en Avenida de Menéndez Pelayo;/alquilar/piso-ibiza28009-42567228841_100500/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;140 m²;1ª planta;"*completamente amueblado* 
*alquiler mensual de 1 a 11 meses*

Koka es paradigma del encanto y la amplitud con un área de 140 metr...";40.4058203;-3.6801536;3 baños
2.235 €/mes;Piso en calle de Atocha;/alquilar/piso-centro_embajadores_lavapies28012-42580908727_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;65 m²;2ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a sauco, un elegante refugio de 65 metros cuadrados s...";40.4131057;-3.7003259;1 baño
8.000 €/mes;Piso en calle del Conde de Aranda;/alquilar/piso-recoletos28001-945856909415561_109700/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;240 m²;3ª planta;Magnífico piso amueblado junto al retiro. Reforma integral a estrenar. Salón de 35 m² y comedor independiente. 3 dormitorio en sui...;40.4218797;-3.6872888;4 baños
2.900 €/mes;Piso en calle de Claudio Coello;/alquilar/piso-recoletos28001-43401381239_996542/;Recoletos (Distrito Salamanca. Madrid Capital);2 habs.;135 m²;4ª planta;Diplomatic real estate ofrece fantástica vivienda reformada, y muy luminosa, dada su orientación, situada en una finca clásica del...;40.4208193;-3.6873659;2 baños
2.040 €/mes;Piso en calle de la Fuente del Berro;/alquilar/piso-goya28009-42516618466_100500/;Goya (Distrito Salamanca. Madrid Capital);1 hab.;70 m²;8ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Canalizando el estilo madrileño con un...";40.4260062;-3.6709603;1 baño
2.500 €/mes;Piso en calle de la Alameda;/alquilar/piso-cortes_huertas28012-26739678815_996542/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;100 m²;1ª planta;"Diplomatic real estate ofrece piso en el barrio de las letras, reformado con mobiliario de diseño. Disponible el 1 de junio,
Salón...";40.4122901;-3.6937903;3 baños
2.200 €/mes;Piso en calle de Fuencarral;/alquilar/piso-trafalgar28010-42507788916_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;85 m²;5ª planta;"*completamente amueblado* 
*alquileres mensuales de 1 a 11 meses* 

Kita es un apartamento de 85 metros cuadrados en el barrio de ...";40.4301161;-3.7026079;1 baño
2.245 €/mes;Piso en calle de Sandoval;/alquilar/piso-universidad_malasana28004-42531195103_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;56 m²;5ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a pepe, un encantador apartamento con temática player...";40.4299946;-3.7043668;1 baño
1.915 €/mes;Piso en calle de Alonso Cano;/alquilar/piso-chamberi_almagro28010-42564341839_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 hab.;41 m²;2ª planta;"*apartmentto con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a giorgio, un encantador ap...";40.4377163;-3.6976369;1 baño
4.300 €/mes;Dúplex en calle de Fernández de la Hoz;/alquilar/duplex-chamberi_almagro28010-42544316642_100500/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;153 m²;6ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a llivia, un impresionante ...";40.4375712;-3.6944648;4 baños
3.350 €/mes;Piso en calle de Garcilaso;/alquilar/piso-trafalgar28010-42523443805_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;138 m²;1ª planta;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

El diseño de andújar evoca el ambiente...";40.4319042;-3.6998788;2 baños
2.700 €/mes;Piso en calle de Añastro;/alquilar/piso-apostol_santiago-42536350077_109300/;Apóstol Santiago (Distrito Hortaleza. Madrid Capital);4 habs.;200 m²;;"De rojas servicios inmobiliarios, pone a su disposición en alquiler, vivienda, en zona residencial de madrid, arturo soria 

El in...";40.4698316;-3.6602351;3 baños
2.015 €/mes;Piso en calle de Almagro;/alquilar/piso-chamberi_almagro28010-42592454409_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 hab.;53 m²;3ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

El diseño de makere combina características únicas de madera con...";40.4320586;-3.6915119;1 baño
1.780 €/mes;Ático en calle de Olite;/alquilar/atico-bellas_vistas28039-43400093309_100500/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;110 m²;;"Vivienda completamente exterior, con terraza privativa de 95 m² en planta superior.

Vistas despejadas, soleada (dos orientaciones...";40.4521727;-3.7068618;2 baños
1.880 €/mes;Piso en calle de Alonso Cano;/alquilar/piso-rios_rosas28003-42519767883_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 hab.;50 m²;2ª planta;"*apartamento con piscina y jardín compartidos*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a anas...";40.439051;-3.697865;1 baño
4.235 €/mes;Dúplex en calle de la Santísima Trinidad;/alquilar/duplex-trafalgar28010-42516410313_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;170 m²;8ª planta;"*duplex con terraza*
*completamente amueblado*
*alquiler mensual de 1 a 11 meses*

Kai es un apartamento luminoso y exclusivo, con...";40.4360521;-3.700653;4 baños
3.795 €/mes;Piso en calle de San Andrés;/alquilar/piso-universidad_malasana28004-42566602091_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;108 m²;1ª planta;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular piso en la calle san andrés, con 3 dormitorios y 3 ...";40.4272524;-3.7035109;3 baños
6.900 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-43366388008_996542/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;244 m²;4ª planta;;40.4353342;-3.690961;5 baños
3.390 €/mes;Piso en calle de Francisco de Rojas;/alquilar/piso-justicia_chueca28004-43394003164_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;120 m²;3ª planta;"*apartamento con gym y sala de ocio*
*completamente amueblado*
*alquiler mensual de 1 a 11 meses*

La elegancia tradicional se une...";40.4300265;-3.6996573;2 baños
3.220 €/mes;Piso en calle de Luchana;/alquilar/piso-trafalgar28010-42559290063_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;129 m²;1ª planta;"*apartamento con oficina*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Iruela es un fabuloso apartamento de t...";40.4303366;-3.7006418;4 baños
6.500 €/mes;Piso en calle de Juan Bravo;/alquilar/piso-salamanca_castellana28006-35898898760_996542/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;334 m²;1ª planta;Diplomatic real estate ofrece fantástica vivienda de lujo, amueblada de diseño, ubicada en edificio clásico y señorial que data de...;40.4328985;-3.6813734;5 baños
2.400 €/mes;Piso en calle de Campomanes;/alquilar/piso-centro_palacio28013-42597735189_996542/;Palacio (Distrito Centro. Madrid Capital);2 habs.;125 m²;1ª planta;Diplomatic real estate ofrece bonito piso amueblado-reformado de 125m² en palacio- centro, en magnifica ubicación a escasos metros...;40.4187881;-3.7093378;2 baños
