precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
4.100 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-nueva_espana28046-35099995802_996542/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;225 m²;7ª planta;"Diploomatic real estate ofrece piso con mucha luz natural desde su planta 7ª.
Reformado.
Salón de 40 m²., con chimenea y ventanal ...";40.4499298;-3.6902226
2.500 €/mes;Piso en calle de la Beneficencia, 18;/alquilar/piso-justicia_chueca28004-40020613861_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);5 habs.;2 baños;130 m²;2ª planta;Tanto si deseas vivir en este inmueble como si deseas darle la utilidad de oficina, esta propiedad te va a encantar al encontrarse...;40.4263;-3.69863
1.900 €/mes;Apartamento en calle de Santa Catalina;/alquilar/apartamento-cortes_huertas28014-36723830568_996542/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;1 baño;72 m²;5ª planta;"Diplomatic ofrece piso amueblado entre prado y carrera de san jerónimo.
Situado en el ático con pequeña terraza privada.
Todo exte...";40.4155676;-3.6978955
1.850 €/mes;Piso en calle del Alcalde Luis Silvela;/alquilar/piso-hortaleza_palomas28042-39228250349_995394/;Palomas (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;175 m²;2ª planta;Alameda de osuna, impresionante piso reformado de 175 m construidos, en urbanización privada con piscina, zonas verdes, conserje y...;40.4491513;-3.5992467
1.400 €/mes;Piso en Imperial;/alquilar/piso-imperial28005-41734182646_100200/;Imperial (Distrito Arganzuela. Madrid Capital);;1 baño;80 m²;;"Tecnocasa estudio ronda de segovia s.l alquila magnifica vivienda en calle marmol.
La vivienda consta de 80m² distribuidos en dos ...";40.4052846;-3.7208486
5.000 €/mes;Piso en calle del Conde de Aranda;/alquilar/piso-recoletos28001-30843753475_996542/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;150 m²;1ª planta;"Iplomatic real estate ofrece piso amueblado a pocos metros del retiro.
Salón comedor de 30 m². , muy luminoso con ventanales a gra...";40.4217573;-3.6847509
950 €/mes;Estudio en calle del Príncipe de Vergara, 89;/alquilar/estudio-salamanca_castellana28006-41673797348_992099/;Castellana (Distrito Salamanca. Madrid Capital);;1 baño;36 m²;;Bonito estudio completamente reformado a escasos cinco minutos a pie de las estaciones de metro avenida de américa y diego de león...;40.436436;-3.6794364
4.200 €/mes;Piso en Avenida de los Madroños;/alquilar/piso-piovera28043-40873548920_109300/;Piovera (Distrito Hortaleza. Madrid Capital);5 habs.;4 baños;250 m²;;En una de las urbanizaciones más consolidadas del conde orgaz, al lado del arturo soria plaza, se alquila una excepcional vivienda...;40.4525923;-3.6475427
3.000 €/mes;Piso en calle de Ríos Rosas, 28;/alquilar/piso-rios_rosas28003-40868297666_101000/;Ríos Rosas (Distrito Chamberí. Madrid Capital);3 habs.;2 baños;120 m²;;Elegante piso en chamberi, con reforma a estrenar totalmente amueblado, 3 dormitorios dobles, el principal con baño en suite, arma...;40.44171559999999;-3.6993872
1.300 €/mes;Piso en calle de la Hacienda de Pavones;/alquilar/piso-fontarron-41672899523_103800/;Fontarrón (Distrito Moratalaz. Madrid Capital);2 habs.;1 baño;88 m²;Bajo;¡Bienvenidos a este hermoso piso en alquiler! Se trata de una planta baja con patio privado de uso exclusivo de 51m, donde podrás ...;40.4030191;-3.6464836
1.700 €/mes;Ático en Ciudad Universitaria;/alquilar/atico-ciudad_universitaria28040-38422278016_100200/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;89 m²;;Inmobiliaria en tetuán, berruguete - tecnocasa risico servicios inmobiliarios sl alquila espectacular piso formado por dos dormito...;40.4559334;-3.7169698
790 €/mes;Piso en Villaverde;/alquilar/piso-villaverde_san_andres28021-40056012414_100500/;San Andrés (Distrito Villaverde. Madrid Capital);1 hab.;1 baño;51 m²;6ª planta;Vivienda espectacular, reformada, de 1 dormitorio, salón bastante amplio, cocina estilo francesa y cuarto de baño con plato de duc...;40.3433459;-3.7034975
862 €/mes;Piso en calle de las Huertas del Río, 1;/alquilar/piso-butarque28021-3510944789_109700/;Butarque (Distrito Villaverde. Madrid Capital);1 hab.;1 baño;45 m²;;"Vt 4 piso 1 dormitorio.
¡Últimas viviendas a estrenar! No pagues alquiler hasta febrero de 2024.
Firmando contrato hasta el 15 de ...";40.3390535;-3.6780758
1.150 €/mes;Piso en Chamberí;/alquilar/piso-trafalgar28010-41711843568_105700/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;43 m²;3ª planta;"Globalpiso-chamberí alquila piso en zona trafalgar disponible a partir de septiembre.
Vivienda en estupenda zona, al lado del metr...";40.4346071;-3.7027633
2.400 €/mes;Piso en calle de Narváez;/alquilar/piso-ibiza28009-39169890668_100200/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;2 baños;104 m²;;Agencia inmobiliaria de madrid - zona salamanca - goya - retiro alquila espectacular recien reformado piso en calle narváez compue...;40.4199553;-3.6763229
957 €/mes;Piso en calle El Lucero del Alba;/alquilar/piso-villaverde_los_angeles28041-40840174662_101800/;Los Ángeles (Distrito Villaverde. Madrid Capital);2 habs.;2 baños;78 m²;5ª planta;"Vivienda en villaverde-los ángeles. Vivienda protegida vppl*

Bonito piso de reciente construcción, con una superficie de 78 m², d...";40.3586;-3.70126
1.550 €/mes;Piso en calle del Doce de Octubre;/alquilar/piso-ibiza28007-41670122645_518589/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;1 baño;69 m²;4ª planta;"Alquiler por temporadas!
Mínimo 4 meses - máximo 11 meses
Arrendamiento excluido de la lau

Vivienda completamente amueblada, sita...";40.415712;-3.6771171
1.500 €/mes;Piso en calle de Babilonia;/alquilar/piso-aeropuerto28042-38397442082_516127/;Aeropuerto (Distrito Barajas. Madrid Capital);2 habs.;2 baños;110 m²;3ª planta;Ijinmobiliaria alquila atico en la calle babilonia, distribuido en dos habitaciones con armarios, calefaccion por conductos, amueb...;40.4675867;-3.5882151
900 €/mes;Loft en calle del Poema Sinfónico, 27;/alquilar/loft-cuatro_vientos28054-40856764874_998173/;Cuatro Vientos (Distrito Latina. Madrid Capital);;2 baños;93 m²;;Precioso loft - oficina de dos plantas ideal para autónomos que quieran compatibilizar espacio de trabajo y vivienda. Plaza de gar...;40.37245193612224;-3.7727265639394836
1.100 €/mes;Piso en Ventas;/alquilar/piso-ventas28017-40912483925_100200/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 hab.;1 baño;57 m²;;"'''agencia inmobiliaria de madrid - zona la elipa - ricardo ortiz - san marcelo cuidad lineal alquila:

Se alquila piso situado en...";40.4271537;-3.6573288
1.500 €/mes;Piso en Valdemarin;/alquilar/piso-valdemarin-36724619796_100500/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;1 baño;57 m²;3ª planta;"Precioso apartamento en valdemarín disponible para alquilar a partir de 1 mes.
 
 1 dormitorio independiente con armarios empotrad...";40.4654862;-3.7921402
800 €/mes;Piso en calle de Malcampo;/alquilar/piso-chamartin_ciudad_jardin28002-34249047806_100200/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);1 hab.;1 baño;30 m²;;"Agencia inmobiliaria de madrid - chamartín - ciudad jardín, prosperidad - zona auditorio - tecnocasa .
A partir del 25 de febrero
...";40.4456854;-3.6739153
1.975 €/mes;Piso en calle de San Cosme y San Damián;/alquilar/piso-centro_embajadores_lavapies28012-40006469867_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;1 baño;56 m²;;"¿Te encuentras en madrid por un período específico y estás teniendo dificultades para encontrar alojamiento por menos de un año? 
...";40.409188;-3.6982098
950 €/mes;Piso en San Blas;/alquilar/piso-san_blas_simancas28037-41675320179_108900/;Simancas (Distrito San Blas. Madrid Capital);3 habs.;1 baño;60 m²;4ª planta;Vivienda de 60 m² distribuida en 3 habitaciones con armarios empotrados, salón-comedor, 1 baño con plato de ducha y cocina amuebla...;40.4300412;-3.628147
890 €/mes;Ático en Villaverde;/alquilar/atico-villaverde_san_andres28021-41751724099_108900/;San Andrés (Distrito Villaverde. Madrid Capital);2 habs.;1 baño;60 m²;;Ático de 60 m² compuesto por 2 amplias habitaciones con armarios empotrados, salón de paso con aire acondicionado con bomba f/c co...;40.3464121;-3.7035888
850 €/mes;Piso en Carabanchel;/alquilar/piso-carabanchel_comillas28019-41752017570_108900/;Comillas (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;50 m²;3ª planta;Vivienda reformada a estrenar con 2 habitaciones, salón con acceso a terraza, cocina equipada, 1 baño completo con plato de ducha ...;40.3952176;-3.709984
1.780 €/mes;Dúplex en Prosperidad;/alquilar/duplex-chamartin_prosperidad28002-40880080312_100500/;Prosperidad (Distrito Chamartín. Madrid Capital);1 hab.;1 baño;103 m²;4ª planta;Magnífico y luminoso ático dúplex de 103 m², 1 habitación, y terraza de 35 m², totalmente reformado, situado próximo al metro alfo...;40.4459022;-3.6628493
825 €/mes;Piso en Villa de Vallecas;/alquilar/piso-ensanche_de_vallecas_valdecarros28051-41737860452_108900/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 hab.;1 baño;60 m²;7ª planta;Magnífico piso de 60 m². Consta de 1 dormitorio, salón independiente, cocina amueblada y equipada con tendedero. Baño completo en ...;40.3604648;-3.59513
1.250 €/mes;Piso en San Blas;/alquilar/piso-rejas28022-41667118514_108900/;Rejas (Distrito San Blas. Madrid Capital);2 habs.;2 baños;70 m²;2ª planta;Estupenda vivienda de 70m² distribuida en 2 habitaciones con armarios empotrados, amplio salón-comedor independiente con mirador, ...;40.443514498;-3.581175203
830 €/mes;Piso en Puente de Vallecas;/alquilar/piso-numancia28038-41710929265_108900/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 habs.;1 baño;55 m²;2ª planta;"Piso de 55m², consta de 2 habitaciones, salón comedor, cocina amueblada y equipada, 1 baño 
Completo con bañera, armarios empotrad...";40.4000754;-3.6656807
2.000 €/mes;Piso en Mirasierra;/alquilar/piso-fuencarral_el_pardo_la_paz28034-39189384665_102100/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;127 m²;;Gilmar consulting inmobiliario mirasierra presenta fantastico y acogedor piso de 127m², distribuidos en 3 habitaciones, 2 cuartos ...;40.489919658;-3.698549024
2.350 €/mes;Piso en Costillares;/alquilar/piso-apostol_santiago-39234971464_102100/;Apóstol Santiago (Distrito Hortaleza. Madrid Capital);4 habs.;3 baños;150 m²;;Gilmar consulting inmobiliario tiene el placer de presentarles este precioso e luminoso dúplex ático con seis terrazas, cuatro hab...;40.4805471;-3.6594065
1.450 €/mes;Piso en calle de Cartagena;/alquilar/piso-guindalera28028-41751300849_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;75 m²;2ª planta;"Vivienda con 2 terrazas, en zona guindalera. 
Acogedor y luminoso piso exterior con una superficie aproximada de 75 m². 
Consta de...";40.4367829;-3.6705879
3.800 €/mes;Piso en calle de Ponzano;/alquilar/piso-rios_rosas28003-41686755536_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;108 m²;1ª planta;"Elegancia y comodidad en nuevos ministerios, ríos rosas, chamberí

En velzia, te invitamos a descubrir la perfecta combinación de ...";40.442417;-3.699142
1.150 €/mes;Apartamento en calle de los Dos Amigos, 5;/alquilar/apartamento-universidad_malasana28015-40056304357_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;1 baño;43 m²;4ª planta;"Apartamento disponible. Se alquila vacío. Situado detrás del edificio españa, plaza de españa, ahora hotel riu.

Apartamento recié...";40.4245;-3.7103
2.500 €/mes;Ático en calle Lagasca;/alquilar/atico-salamanca_castellana28006-36765986119_995410/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;1 baño;95 m²;;"Habitania les ofrece…

Encantadora vivienda amueblada en edificio clásico en la zona de castellana de salamanca, madrid.

Esta viv...";40.4360163;-3.6844709
1.450 €/mes;Piso en Paseo de la Tierra de Melide;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-35086256891_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;2 baños;95 m²;4ª planta;Nuestra diferencia esta en la calidad y la amplitud. Aerotermia. Fantástica promoción de viviendas de lujo a estrenar. Pisos de do...;40.5074241;-3.6636939
6.500 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-35000945288_517811/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;4 baños;305 m²;5ª planta;Espectacular piso de 300m² en el barrio de almagro, reformado y amueblado. Con un amplio hall con armario gabanero,  da paso al sa...;40.4351708;-3.6966992
1.100 €/mes;Piso en Pasaje de Ancora;/alquilar/piso-palos_de_moguer28045-41726139257_101800/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 hab.;1 baño;30 m²;4ª planta;"¡Casas y mas, alquila piso de 1 dormitorio exterior, completamente reformado! .

Alquiler por temporada, estancia mínima 6 meses y...";40.4023488;-3.6901565
1.550 €/mes;Piso en calle O´Donnell, nº 6;/alquilar/piso-ibiza28009-40927264546_527602/;Ibiza (Distrito Retiro. Madrid Capital);1 hab.;1 baño;64 m²;7ª planta;"Precio negociable en función del perfil del inquilino.

Se alquila estupenda vivienda ubicada en una de las zonas más privilegiad...";40.42151737565584;-3.6792029597098
1.200 €/mes;Piso en calle del Pico de los Artilleros;/alquilar/piso-vinateros-41686239832_100500/;Vinateros (Distrito Moratalaz. Madrid Capital);3 habs.;1 baño;83 m²;3ª planta;"Ifrala inmobiliaria alquila este fantástico vivienda amueblada, en una tercera planta exterior, con ascensor y una terraza.
Tiene ...";40.4039017;-3.6421694
1.500 €/mes;Dúplex en calle de San Martín de Porres, 41;/alquilar/duplex-valdezarza28035-40901566427_527206/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;40 m²;Bajo;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.46940106384709;-3.7285294519608034
1.500 €/mes;Piso en calle del Poeta Joan Maragall;/alquilar/piso-tetuan_almenara28020-20879708637_522357/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;79 m²;5ª planta;"Modernos apartamentos en alquiler en una de las zonas más demandadas de madrid
-zona de castellana, cuzco, calle poeta joan maraga...";40.461897648;-3.69175653
1.250 €/mes;Piso en calle del Alerce;/alquilar/piso-orcasur28041-41757359392_108900/;Orcasur (Distrito Usera. Madrid Capital);2 habs.;1 baño;85 m²;;Vivienda madrid oficina ciudad de los ángeles, agente inmobiliario inscrito en rain con número 597/20, alquila inmueble en orcasur...;40.3667965;-3.6952115
6.000 €/mes;Piso en calle de Diego de León;/alquilar/piso-salamanca_castellana28006-40040211085_101800/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;156 m²;2ª planta;Descubre esta maravillosa vivienda de 156 m², completamente renovada con un diseño de vanguardia y lista para estrenar. Emplazada ...;40.4352469;-3.6856536
1.600 €/mes;Apartamento en calle de Antonio Arias, 12;/alquilar/apartamento-ibiza28009-40864565173_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;1 baño;83 m²;5ª planta;"Disponible a partir del mes de febrero. Alquiler de corta estancia.

Caracteristicas y equipamiento:
Luminoso y amplio piso interi...";40.4171;-3.67165
5.850 €/mes;Piso en calle del Tambre;/alquilar/piso-chamartin_ciudad_jardin28002-39230788683_991150/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;350 m²;3ª planta;Excelente vivienda en perfecto estado en la mejor zona residencial de madrid, el viso, próximo al paseo de la habana y paseo de la...;40.4479963;-3.6881688
4.500 €/mes;Casa pareada en calle del Andarríos;/alquilar/casa_pareada-piovera28043-40888133725_100500/;Piovera (Distrito Hortaleza. Madrid Capital);6 habs.;5 baños;330 m²;;Yñarra inmobiliaria, alquila chalet pareado que en el del parque conde orgaz. Con una superficie construida de 330m² y una parcela...;40.4549516;-3.6299423
1.360 €/mes;Piso en calle de Felisa Pizarro;/alquilar/piso-penagrande28035-41726637531_101000/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;2 baños;72 m²;;Alquiler máximo de un año! Bonito piso de dos dormitorios, salón (amplio), cocina  (con todos los electrodomésticos) y dos baños, ...;40.4751804;-3.7294683
1.500 €/mes;Piso en Plaza de Jacinto Benavente;/alquilar/piso-cortes_huertas28012-35928824857_998664/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;1 baño;45 m²;3ª planta;Atencion solo para estudiantes, magnifico apartamento recién reformado en pleno centro de la capital de madrid, la vivienda consta...;40.4148685;-3.703754
2.900 €/mes;Piso en calle de Bordadores, 4;/alquilar/piso-sol_barrio28013-41753249204_108700/;Sol (Distrito Centro. Madrid Capital);4 habs.;2 baños;140 m²;;"Iad ofrece este maravilloso piso en la mejor zona de madrid, en el corazón de la capital. Disponible desde ya.
El piso está situad...";40.4165111;-3.7075581
5.500 €/mes;Ático en Lista;/alquilar/atico-lista_barrio28006-39208563070_108500/;Lista (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;242 m²;;Bek properties presenta este ático en plena calle de juan bravo. Se ha realizado una reforma integral, con buen diseño y materiale...;40.4326636;-3.6767252
3.200 €/mes;Ático en calle del Príncipe de Vergara;/alquilar/atico-lista_barrio28006-40066315013_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;110 m²;;Precioso ático amueblado y equipado. Se distribuye en salón- comedor-cocina equipada. Dormitorio principal con zona de vestidor/de...;40.4349512;-3.6791012
2.500 €/mes;Piso en calle de Goya;/alquilar/piso-ibiza28009-39236354884_500635/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;2 baños;120 m²;4ª planta;Luxcasa ofrece excepcional vivienda de lujo en la calle de goya, totalmente amueblada y equipada, exterior, orientacion sur y ulti...;40.424763;-3.6716955
2.200 €/mes;Piso en Ibiza;/alquilar/piso-ibiza28009-41697647751_106700/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;2 baños;123 m²;;"¡Bienvenidos a este espectacular piso en alquiler en plena calle ibiza! 
Este luminoso y recién reformado piso, situado en la segu...";40.4173543;-3.6745773
3.500 €/mes;Piso en calle de los Pirineos, 25;/alquilar/piso-ciudad_universitaria28040-29266438820_100500/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;4 baños;275 m²;;Impresionantes vistas! Atico. Trastero y dos plazas de garaje. Espectacular vivienda en madrid, consta de hall de entrada, cuatro ...;40.4559;-3.7169
1.600 €/mes;Piso en Retiro;/alquilar/piso-retiro_pacifico28007-41727732423_100500/;Pacífico (Distrito Retiro. Madrid Capital);3 habs.;1 baño;102 m²;3ª planta;"Retiro - pacífico
Hermoso piso interior muy luminoso con orientación a zonas verdes, piscina y plaza de garaje. 

Tiene un luminos...";40.4038711;-3.6766227
900 €/mes;Piso en calle de las Alas;/alquilar/piso-timon28042-32592068287_100500/;Timón (Distrito Barajas. Madrid Capital);1 hab.;1 baño;38 m²;1ª planta;Vohome propiedades barajas alquila precioso piso, distribuido en salón - comedor muy luminoso con vistas al exterior, cocina ameri...;40.472230012;-3.584147
1.531 €/mes;Apartamento en calle de Algete;/alquilar/apartamento-legazpi_barrio28045-35049318432_518087/;Legazpi (Distrito Arganzuela. Madrid Capital);1 hab.;1 baño;54 m²;4ª planta;Amplio estudio cercano al centro artístico matadero madrid donde podrás disfrutar de las exposiciones, recorrer lugares históricos...;40.3889703;-3.694227
850 €/mes;Piso en calle del General Lacy;/alquilar/piso-palos_de_moguer28045-41760147794_500564/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 hab.;1 baño;40 m²;Bajo;Disfruta de vivir a cinco minutos de la estación de atocha y al lado de los muséos y jardines del paseo de la castellana. Miscasa ...;40.4020309;-3.6910771
3.700 €/mes;Casa adosada en Madrid;/alquilar/casa_adosada-hortaleza_palomas28042-40917955183_100500/;Palomas (Distrito Hortaleza. Madrid Capital);4 habs.;3 baños;345 m²;;"Asesores inmobiliarias las rosas les presenta este selecto chalet adosado  ubicado en un entorno residencial exclusivo.
La distrib...";40.4514151;-3.6064878
1.500 €/mes;Piso en calle de Agustín de Foxá;/alquilar/piso-castilla28036-41679689798_100500/;Castilla (Distrito Chamartín. Madrid Capital);2 habs.;1 baño;73 m²;4ª planta;"¡¡A estrenar piso totalmente reformado,  con 2 dormitorios amueblado, cocina equipada, con trastero!!
Moderna reforma a estrenar, ...";40.4692479;-3.6860679
