precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
2.300.000 €;Piso en Paseo de la Castellana, 96;/comprar/piso-chamartin_el_viso28006-36727650821_101800/;El Viso (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;235 m²;9ª planta;En una ubicación singular y privilegiada, en pleno paseo de la castellana, en el distrito de chamartín y barrio de el viso, calibe...;40.4439;-3.69071
257.700 €;Piso en calle de Nuestra Señora de los Dolores, 18;/comprar/piso-valdeacederas28039-4328245439_109700/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;59 m²;1ª planta;1º c. Piso en un inmueble de obra nueva de 59 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4663558;-3.7035008
399.000 €;Ático en calle de San Vicente Ferrer;/comprar/atico-universidad_malasana28004-41701631571_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;1 baño;78 m²;;"Boher gestión inmobiliaria: vende, exclusivo ático sin terraza en la calle san vicente ferrer, 78 metros, 4º ext. Sin ascensor.

E...";40.4257261;-3.7027626
385.000 €;Piso en calle Padre Gregorio Cespedes;/comprar/piso-el_canaveral-41739146933_100500/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);3 habs.;2 baños;110 m²;5ª planta;"¡Oportunidad!

¡Piso con amplia plaza de garaje y trastero de gran tamaño! 

¿Buscas casa para los próximos 20-30 años?

Si tu res...";40.411542;-3.5447233
1.170.000 €;Piso en calle de Fernández de la Hoz;/comprar/piso-rios_rosas28003-43362234450_500635/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;162 m²;2ª planta;Espectacular y singular vivienda, exterior, totalmente reformada, en un edificio representativo y lista para entrar a vivir, en la...;40.440436412;-3.694322307
3.250.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39180480477_101800/;El Viso (Distrito Chamartín. Madrid Capital);5 habs.;4 baños;340 m²;11ª planta;Espectacular piso totalmente exterior en todo su perímetro, con unas vistas panorámicas de madrid. Ubicado en una planta alta sin ...;40.437989221;-3.689627648
548.000 €;Piso en calle del Espíritu Santo;/comprar/piso-universidad_malasana28004-43355546599_524350/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;1 baño;80 m²;Bajo;"Oasis house les presenta este encantador piso reformado en la calle espíritu santo

La vivienda presenta una reforma muy cuidada, ...";40.4256246;-3.7049534
1.290.000 €;Piso en calle de Padilla;/comprar/piso-lista_barrio28006-43409962512_100500/;Lista (Distrito Salamanca. Madrid Capital);5 habs.;3 baños;215 m²;4ª planta;31real servicios inmobiliarios vende piso en el barrio de lista, dentro del distrito salamanca, en un edificio señorial con porter...;40.4311353;-3.6727355
470.000 €;Piso en calle de Embajadores;/comprar/piso-legazpi_barrio28045-35035226633_101800/;Legazpi (Distrito Arganzuela. Madrid Capital);2 habs.;2 baños;109 m²;2ª planta;Casas y mas vende magnífica vivienda en rentabilidad, en edificio de reciente construcción, con plaza de garaje, trastero, piscina...;40.3878075;-3.6912496
590.000 €;Piso en Travesía de las Pozas;/comprar/piso-universidad_malasana28004-5015113295_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;2 baños;120 m²;;"""casas y más vende estupenda vivienda, actualmente  gestionándose como vivienda turística, ya que cumple todos los requisitos lega...";40.4250733;-3.7067881
2.150.000 €;Piso en calle del Príncipe de Vergara;/comprar/piso-lista_barrio28001-43419634206_528141/;Lista (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;160 m²;6ª planta;Presentamos este exclusivo ático en la prestigiosa zona del príncipe de vergara, zona marqués de salamanca, a unos pasos de la pla...;40.4296928;-3.679909637
1.395.000 €;Piso en calle del Duque de Sesto;/comprar/piso-goya28009-36680800557_101800/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;118 m²;7ª planta;Walter haus tiene el placer de presentar este fantástico piso recién reformado, una joya para estrenar y deleitarse con impresiona...;40.4224253;-3.6764594
1.769.000 €;Ático en calle de Don Ramón de la Cruz;/comprar/atico-goya28006-43413043500_528141/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;162 m²;;"¡Increíble ático en venta en la c/ don ramón de la cruz!
Este espectacular inmueble de 162 m² construidos cuenta con una impresion...";40.4283063;-3.6698245
150.000 €;Piso en calle del Pico de Almanzor;/comprar/piso-numancia28038-39172801459_103800/;Numancia (Distrito Puente de Vallecas. Madrid Capital);3 habs.;1 baño;67 m²;3ª planta;¡Atención a todos los que buscan un hogar cálido y acogedor! ¡Este piso en venta es perfecto para ti! Con 3 amplios dormitorios, u...;40.4022854;-3.6625048
298.500 €;Piso en calle del Puerto del Rey, 23;/comprar/piso-numancia28038-4297210469_109700/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 habs.;2 baños;68 m²;1ª planta;7 (pdr_09). 1ºe.  Piso en un edificio de obra nueva de 69 m² de superficie construida y ubicado en la zona de vallecas, enclavado ...;40.4042801;-3.6629324
5.500.000 €;Piso en Paseo de la Castellana;/comprar/piso-recoletos28046-43373619446_528141/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;5 baños;300 m²;5ª planta;¡Increíble oportunidad en pleno paseo de la castellana! Este fantástico piso de 300m² te cautivará desde el primer momento. Con su...;40.4271481;-3.6893668
1.560.000 €;Piso en Lista;/comprar/piso-goya28006-43425863250_106700/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;153 m²;;Esta casa de lujo, situada en el exclusivo barrio de salamanca, ofrece una experiencia de vida incomparable gracias a sus altas ca...;40.4275272;-3.6724885
177.000 €;Piso en Puerta Bonita;/comprar/piso-puerta_bonita28025-44202285269_100200/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);3 habs.;1 baño;83 m²;2ª planta;Agencia inmobiliaria de madrid zona abrantes - pan bendito oficina tecnocasa vende local comercial a escasos metros de vía lusitan...;40.3810162;-3.7314542
